timestamp,magnitude,direction,given_Fx,given_Fz,measured_Fx,measured_Fy,measured_magnitude,measured_direction,t_sec,step
2026-06-17 14:30:55.830,0.0,0.0,0.0,0.0,0.021333333333333333,-0.008333333333333333,0.02290317784840251,-21.336859291805652,0.0,0
2026-06-17 14:30:55.840,5.0,-130.32939,-3.235905,-3.811682,0.021333333333333333,-0.008333333333333333,0.02290317784840251,-21.336859291805652,0.01,1
2026-06-17 14:30:55.850,5.0,-130.32939,-3.235905,-3.811682,,,,,0.02,1
2026-06-17 14:30:55.860,5.0,-130.32939,-3.235905,-3.811682,-0.001,-0.006,0.00608276253029822,-99.46232220802563,0.03,1
2026-06-17 14:30:55.870,5.0,-130.32939,-3.235905,-3.811682,-0.0035,-0.007,0.007826237921249264,-116.56505117707799,0.04,1
2026-06-17 14:30:55.880,5.0,-130.32939,-3.235905,-3.811682,,,,,0.05,1
2026-06-17 14:30:55.890,5.0,-130.32939,-3.235905,-3.811682,,,,,0.06,1
2026-06-17 14:30:55.900,5.0,-130.32939,-3.235905,-3.811682,,,,,0.07,1
2026-06-17 14:30:55.910,5.0,-130.32939,-3.235905,-3.811682,0.0055,-0.009000000000000001,0.010547511554864494,-58.57043438516149,0.08,1
2026-06-17 14:30:55.920,5.0,-130.32939,-3.235905,-3.811682,,,,,0.09,1
2026-06-17 14:30:55.930,5.0,-130.32939,-3.235905,-3.811682,-0.001,-0.012,0.012041594578792296,-94.76364169072617,0.1,1
2026-06-17 14:30:55.940,5.0,-130.32939,-3.235905,-3.811682,-0.0035,-0.0145,0.014916433890176299,-103.57043438516149,0.11,1
2026-06-17 14:30:55.950,5.0,-130.32939,-3.235905,-3.811682,-0.006,-0.017,0.01802775637731995,-109.4400348281762,0.12,1
2026-06-17 14:30:55.960,5.0,-130.32939,-3.235905,-3.811682,,,,,0.13,1
2026-06-17 14:30:55.970,5.0,-130.32939,-3.235905,-3.811682,-0.016,-0.021,0.02640075756488817,-127.30394827798344,0.14,1
2026-06-17 14:30:55.980,5.0,-130.32939,-3.235905,-3.811682,,,,,0.15,1
2026-06-17 14:30:55.990,5.0,-130.32939,-3.235905,-3.811682,-0.036166666666666666,-0.077,0.085070722212626,-115.15930191603165,0.16,1
2026-06-17 14:30:56.000,5.0,-130.32939,-3.235905,-3.811682,-0.1193,-0.2206,0.25079244406480833,-118.4044262145219,0.17,1
2026-06-17 14:30:56.010,5.0,-130.32939,-3.235905,-3.811682,-0.2793333333333333,-0.3343333333333333,0.4356671767403288,-129.87853785666564,0.18,1
2026-06-17 14:30:56.020,5.0,-130.32939,-3.235905,-3.811682,,,,,0.19,1
2026-06-17 14:30:56.030,5.0,-130.32939,-3.235905,-3.811682,,,,,0.2,1
2026-06-17 14:30:56.040,5.0,-130.32939,-3.235905,-3.811682,-0.3155,-0.3595,0.4783100458907381,-131.27044046410342,0.21,1
