timestamp,sync_pin,tvec_12_x,tvec_12_y,tvec_12_z,tvec_14_x,tvec_14_y,tvec_14_z,tvec_20_x,tvec_20_y,tvec_20_z,rvec_12_x,rvec_12_y,rvec_12_z,rvec_14_x,rvec_14_y,rvec_14_z,rvec_20_x,rvec_20_y,rvec_20_z
2026-05-04 12:33:10.998668,0,0.281446,-0.045337,0.416494,nan,nan,nan,nan,nan,nan,-3.097388,0.027854,-0.147618,nan,nan,nan,nan,nan,nan
2026-05-04 12:33:11.034341,0,0.281122,-0.045255,0.416019,nan,nan,nan,nan,nan,nan,-3.096058,0.028456,-0.150134,nan,nan,nan,nan,nan,nan
2026-05-04 12:33:11.069892,0,0.281203,-0.045261,0.416131,nan,nan,nan,nan,nan,nan,-3.095796,0.029099,-0.15007,nan,nan,nan,nan,nan,nan
2026-05-04 12:33:11.101135,0,0.281265,-0.045381,0.416218,nan,nan,nan,0.214369,-0.051034,0.602054,-3.103704,0.021862,-0.15006,nan,nan,nan,-2.255265,-0.025259,2.151231
2026-05-04 12:33:11.118304,0,0.280514,-0.04521,0.415128,nan,nan,nan,0.214054,-0.05093,0.601033,-3.099212,0.025268,-0.154207,nan,nan,nan,-2.255309,-0.025876,2.15521
2026-05-04 12:33:11.136294,0,0.280883,-0.045238,0.415695,nan,nan,nan,0.214295,-0.051017,0.601638,-3.097085,0.027035,-0.150596,nan,nan,nan,-2.254303,-0.027649,2.155554
2026-05-04 12:33:11.152188,0,0.280619,-0.045194,0.415286,nan,nan,nan,0.214534,-0.051099,0.602132,-3.097455,0.02769,-0.152448,nan,nan,nan,-2.251131,-0.030001,2.157405
2026-05-04 12:33:11.168142,0,0.280689,-0.045222,0.41539,nan,nan,nan,0.214562,-0.051102,0.602207,-3.10027,0.024489,-0.15215,nan,nan,nan,-2.250564,-0.028783,2.156796
2026-05-04 12:33:11.183146,0,0.280955,-0.045243,0.415778,nan,nan,nan,0.214609,-0.051108,0.602334,-3.097972,0.027492,-0.150717,nan,nan,nan,-2.248757,-0.027328,2.157081
2026-05-04 12:33:11.197755,0,0.280828,-0.045246,0.415615,nan,nan,nan,0.214565,-0.051106,0.602284,-3.096838,0.027615,-0.150042,nan,nan,nan,-2.250963,-0.029159,2.156903
2026-05-04 12:33:11.213808,0,0.281009,-0.045283,0.415891,nan,nan,nan,0.214563,-0.051111,0.60242,-3.100825,0.025549,-0.149512,nan,nan,nan,-2.253587,-0.028999,2.154642
2026-05-04 12:33:11.228891,0,0.280848,-0.045224,0.415645,nan,nan,nan,0.214592,-0.051112,0.602431,-3.096167,0.029838,-0.149891,nan,nan,nan,-2.251683,-0.027818,2.155144
2026-05-04 12:33:11.243106,0,0.280692,-0.045201,0.415422,nan,nan,nan,0.21433,-0.051022,0.601733,-3.096486,0.029009,-0.150437,nan,nan,nan,-2.25276,-0.026765,2.156113
2026-05-04 12:33:11.258536,0,0.280842,-0.045201,0.415655,nan,nan,nan,0.21463,-0.051116,0.602534,-3.09421,0.029313,-0.149865,nan,nan,nan,-2.250881,-0.026114,2.154291
2026-05-04 12:33:11.275324,0,0.280799,-0.04522,0.415582,nan,nan,nan,0.214659,-0.051114,0.602474,-3.09683,0.027075,-0.149879,nan,nan,nan,-2.247654,-0.024977,2.155907
2026-05-04 12:33:11.289163,0,0.280671,-0.0452,0.415405,nan,nan,nan,0.214582,-0.051109,0.602368,-3.096514,0.027437,-0.151446,nan,nan,nan,-2.251247,-0.028326,2.155943
2026-05-04 12:33:11.304031,0,0.28078,-0.045231,0.415552,nan,nan,nan,0.214379,-0.051024,0.601761,-3.098053,0.026879,-0.150122,nan,nan,nan,-2.249858,-0.024878,2.156805
2026-05-04 12:33:11.318939,0,0.280869,-0.045249,0.415666,nan,nan,nan,0.214382,-0.051022,0.601697,-3.098589,0.027428,-0.150393,nan,nan,nan,-2.248529,-0.024917,2.157909
2026-05-04 12:33:11.333123,0,0.280802,-0.045231,0.415542,nan,nan,nan,0.214389,-0.051025,0.601751,-3.09964,0.02805,-0.151459,nan,nan,nan,-2.248191,-0.025172,2.158493
2026-05-04 12:33:11.346998,0,0.280805,-0.045232,0.415571,nan,nan,nan,0.214389,-0.051025,0.601751,-3.098411,0.027822,-0.150811,nan,nan,nan,-2.248191,-0.025172,2.158493
2026-05-04 12:33:11.360778,0,0.280565,-0.045191,0.415196,nan,nan,nan,0.214587,-0.051106,0.602274,-3.097837,0.029018,-0.153387,nan,nan,nan,-2.249225,-0.028324,2.157583
2026-05-04 12:33:11.375435,0,0.280644,-0.045196,0.415314,nan,nan,nan,0.214591,-0.051101,0.602181,-3.097348,0.029584,-0.152825,nan,nan,nan,-2.248001,-0.027623,2.15785
2026-05-04 12:33:11.389760,0,0.280399,-0.045178,0.414948,nan,nan,nan,0.214621,-0.051108,0.602331,-3.099086,0.027567,-0.154568,nan,nan,nan,-2.247866,-0.026861,2.157391
2026-05-04 12:33:11.404418,0,0.280556,-0.045197,0.415174,nan,nan,nan,0.214543,-0.051098,0.602119,-3.100639,0.02693,-0.153172,nan,nan,nan,-2.250314,-0.029695,2.157796
2026-05-04 12:33:11.418723,0,0.28066,-0.045221,0.415345,nan,nan,nan,0.214581,-0.051101,0.60219,-3.099227,0.027119,-0.152338,nan,nan,nan,-2.248855,-0.02801,2.1575
2026-05-04 12:33:11.432843,0,0.280459,-0.045183,0.415047,nan,nan,nan,0.214581,-0.051101,0.60219,-3.098997,0.027224,-0.153664,nan,nan,nan,-2.248855,-0.02801,2.1575
2026-05-04 12:33:11.448286,0,0.280325,-0.045172,0.414838,nan,nan,nan,0.214612,-0.051108,0.602344,-3.099407,0.027182,-0.155089,nan,nan,nan,-2.248681,-0.027165,2.156999
2026-05-04 12:33:11.463096,0,0.280734,-0.04525,0.415466,nan,nan,nan,0.214621,-0.051108,0.602331,-3.097658,0.026818,-0.151412,nan,nan,nan,-2.247866,-0.026861,2.157391
2026-05-04 12:33:11.478317,0,0.280491,-0.045174,0.415098,nan,nan,nan,0.214621,-0.051108,0.602331,-3.096357,0.029114,-0.152475,nan,nan,nan,-2.247866,-0.026861,2.157391
