Format Version,1.23,Take Name,table_frame,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-04-17 05.06.12.485 PM,Total Frames in Take,136,Total Exported Frames,136,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.060000,-0.000847,0.034083,-0.001953,-0.999417,0.074673,0.718703,0.482569,0.000782,-0.002460,0.644347,0.489775,0.818026,-0.002813,0.799995,0.489644,0.735011,0.162462,0.641240,0.489088,0.905613,0.141503,0.789229,0.461769,0.841366,0.026823,0.817236,-0.039660,-0.574311,0.552691,0.784232,0.488735,0.000676,0.581212,0.767827,0.423254,0.747772,0.616270,0.771246,0.519568,0.943214,0.545166,0.770064,0.439939,0.930398,0.574358,0.772880,0.533577,0.737253,0.446448,0.839142,0.527336,0.836609,0.000719,0.002670,0.000166,-0.999996,0.186784,0.723487,0.904021,0.000971,0.242960,0.752723,1.141838,0.529032,0.665099,0.712826,1.218171,0.902788,-0.316631,0.720042,0.471451,0.430519,-0.321981,0.722496,1.214666,0.907416,0.664475,0.709348,0.473977,0.851750,0.581933,0.767498,0.422630,0.616327,0.771036,0.519506,0.545398,0.769941,0.440031,0.573520,0.773507,0.533488,0.446251,0.839214,0.527955,0.243877,0.754288,1.141329,0.665215,0.712515,1.217970,-0.318909,0.720051,0.471440,-0.322021,0.722129,1.214694,0.664807,0.709167,0.474434,-0.002422,0.643697,0.489449,-0.003277,0.800784,0.490178,0.162454,0.641089,0.489434,0.141887,0.789325,0.461273
7,0.070000,-0.000939,0.034003,-0.002055,-0.999419,0.074687,0.718735,0.482560,0.000758,-0.002429,0.644362,0.489765,0.818026,-0.002815,0.800010,0.489662,0.735011,0.162493,0.641289,0.489051,0.905613,0.141498,0.789279,0.461762,0.841366,0.026945,0.817215,-0.039526,-0.574345,0.552695,0.784231,0.488730,0.000676,0.581206,0.767821,0.423246,0.747772,0.616272,0.771220,0.519559,0.943214,0.545162,0.770069,0.439933,0.930398,0.574361,0.772868,0.533570,0.737253,0.446475,0.839176,0.527342,0.836609,0.000741,0.002663,0.000166,-0.999996,0.186784,0.723486,0.904026,0.000970,0.242964,0.752732,1.141840,0.529032,0.665103,0.712839,1.218169,0.902788,-0.316638,0.720023,0.471464,0.430519,-0.321976,0.722509,1.214679,0.907416,0.664468,0.709328,0.473976,0.851750,0.581933,0.767503,0.422624,0.616320,0.771012,0.519495,0.545398,0.769929,0.440017,0.573516,0.773499,0.533481,0.446282,0.839251,0.527968,0.243874,0.754287,1.141328,0.665223,0.712530,1.217972,-0.318904,0.720070,0.471447,-0.322020,0.722131,1.214708,0.664806,0.709138,0.474432,-0.002414,0.643699,0.489443,-0.003273,0.800808,0.490192,0.162494,0.641193,0.489385,0.141891,0.789328,0.461278
8,0.080000,-0.000895,0.034179,-0.001982,-0.999413,0.074668,0.718697,0.482565,0.000788,-0.002461,0.644336,0.489749,0.815566,-0.002824,0.799984,0.489633,0.734625,0.162461,0.641239,0.489093,0.913158,0.141498,0.789229,0.461785,0.843855,0.026925,0.817216,-0.039671,-0.574334,0.552708,0.784236,0.488745,0.000687,0.581223,0.767818,0.423265,0.748003,0.616287,0.771245,0.519577,0.944372,0.545179,0.770062,0.439951,0.928359,0.574376,0.772887,0.533588,0.735246,0.446477,0.839167,0.527345,0.835238,0.000706,0.002675,0.000159,-0.999996,0.186786,0.723497,0.904023,0.000973,0.242959,0.752727,1.141841,0.531843,0.665097,0.712835,1.218178,0.903684,-0.316626,0.720056,0.471449,0.433205,-0.321982,0.722491,1.214664,0.904540,0.664481,0.709375,0.473984,0.850281,0.581937,0.767482,0.422618,0.616326,0.771045,0.519509,0.545437,0.769943,0.440069,0.573516,0.773513,0.533498,0.446296,0.839234,0.527962,0.243879,0.754276,1.141322,0.665210,0.712523,1.217965,-0.318899,0.720054,0.471440,-0.322021,0.722127,1.214692,0.664814,0.709199,0.474458,-0.002450,0.643661,0.489420,-0.003278,0.800790,0.490178,0.162461,0.641103,0.489442,0.141888,0.789327,0.461283
9,0.090000,-0.000987,0.033827,-0.002011,-0.999425,0.074697,0.718712,0.482556,0.000794,-0.002423,0.644345,0.489782,0.820386,-0.002796,0.799993,0.489694,0.735047,0.162499,0.641259,0.489009,0.913083,0.141507,0.789252,0.461741,0.850197,0.026647,0.817223,-0.039061,-0.574379,0.552662,0.784339,0.488848,0.000729,0.581170,0.768000,0.423344,0.709361,0.616239,0.771292,0.519659,0.924184,0.545126,0.770232,0.440035,0.861710,0.574330,0.772925,0.533674,0.745083,0.446446,0.839246,0.527526,0.884779,0.000704,0.002665,0.000169,-0.999996,0.186783,0.723492,0.904027,0.000971,0.242962,0.752720,1.141844,0.529257,0.665101,0.712819,1.218172,0.902139,-0.316637,0.720063,0.471463,0.434546,-0.321978,0.722495,1.214678,0.908310,0.664469,0.709363,0.473978,0.848389,0.581938,0.767513,0.422621,0.616320,0.771044,0.519503,0.545287,0.770384,0.440543,0.573520,0.773516,0.533488,0.446288,0.839219,0.527958,0.243879,0.754282,1.141329,0.665210,0.712507,1.217962,-0.318899,0.720060,0.471440,-0.322011,0.722131,1.214709,0.664809,0.709186,0.474447,-0.002440,0.643691,0.489485,-0.003270,0.800803,0.490187,0.162556,0.641118,0.489321,0.141889,0.789326,0.461286
10,0.100000,-0.000846,0.034078,-0.001967,-0.999417,0.074674,0.718696,0.482575,0.000791,-0.002457,0.644338,0.489782,0.810315,-0.002815,0.799986,0.489651,0.728792,0.162465,0.641235,0.489094,0.908175,0.141501,0.789223,0.461774,0.840236,0.026812,0.817241,-0.039719,-0.574299,0.552695,0.784221,0.488724,0.000672,0.581219,0.767813,0.423245,0.748926,0.616275,0.771244,0.519560,0.944239,0.545173,0.770048,0.439929,0.930476,0.574363,0.772875,0.533568,0.736634,0.446447,0.839125,0.527319,0.837544,0.000714,0.002664,0.000158,-0.999996,0.186780,0.723488,0.904024,0.000971,0.242959,0.752723,1.141841,0.529900,0.665099,0.712833,1.218169,0.903925,-0.316640,0.720039,0.471461,0.435465,-0.321981,0.722486,1.214675,0.906068,0.664466,0.709361,0.473975,0.849649,0.581939,0.767493,0.422621,0.616324,0.771034,0.519503,0.545402,0.769917,0.440016,0.573524,0.773507,0.533481,0.446261,0.839194,0.527937,0.243877,0.754279,1.141320,0.665219,0.712525,1.217973,-0.318898,0.720071,0.471437,-0.322020,0.722113,1.214703,0.664801,0.709175,0.474439,-0.002449,0.643653,0.489456,-0.003268,0.800807,0.490196,0.162466,0.641105,0.489437,0.141892,0.789314,0.461277
11,0.110000,-0.000818,0.034093,-0.001972,-0.999416,0.074672,0.718679,0.482568,0.000772,-0.002458,0.644321,0.489777,0.810315,-0.002817,0.799969,0.489637,0.728792,0.162464,0.641220,0.489093,0.908175,0.141500,0.789206,0.461765,0.840236,0.026883,0.817241,-0.039645,-0.574302,0.552706,0.784242,0.488744,0.000688,0.581227,0.767831,0.423265,0.748926,0.616282,0.771251,0.519580,0.944239,0.545180,0.770073,0.439949,0.930476,0.574370,0.772890,0.533588,0.736634,0.446468,0.839166,0.527341,0.837544,0.000715,0.002666,0.000172,-0.999996,0.186786,0.723488,0.904019,0.000969,0.242964,0.752721,1.141836,0.529900,0.665103,0.712819,1.218166,0.903925,-0.316633,0.720052,0.471454,0.435465,-0.321977,0.722500,1.214669,0.906068,0.664473,0.709347,0.473972,0.849649,0.581940,0.767504,0.422621,0.616326,0.771042,0.519513,0.545441,0.769946,0.440076,0.573522,0.773517,0.533483,0.446271,0.839240,0.527959,0.243870,0.754280,1.141333,0.665223,0.712505,1.217959,-0.318900,0.720057,0.471443,-0.322022,0.722132,1.214697,0.664815,0.709167,0.474432,-0.002450,0.643645,0.489456,-0.003255,0.800755,0.490157,0.162460,0.641096,0.489436,0.141889,0.789300,0.461274
12,0.120000,-0.001052,0.034115,-0.002087,-0.999415,0.074679,0.718707,0.482542,0.000773,-0.002434,0.644327,0.489713,0.812776,-0.002831,0.799975,0.489645,0.740182,0.162489,0.641266,0.489035,0.908898,0.141490,0.789260,0.461774,0.841624,0.026892,0.817232,-0.039684,-0.574312,0.552697,0.784232,0.488734,0.000676,0.581216,0.767817,0.423255,0.746264,0.616275,0.771245,0.519569,0.944028,0.545171,0.770059,0.439939,0.920829,0.574363,0.772884,0.533578,0.734979,0.446459,0.839156,0.527329,0.836606,0.000698,0.002671,0.000176,-0.999996,0.186781,0.723496,0.904024,0.000967,0.242957,0.752721,1.141842,0.532050,0.665095,0.712813,1.218175,0.901209,-0.316634,0.720079,0.471453,0.433144,-0.321985,0.722502,1.214668,0.906906,0.664472,0.709365,0.473981,0.849774,0.581940,0.767505,0.422616,0.616322,0.771049,0.519514,0.545406,0.769910,0.440011,0.573526,0.773496,0.533509,0.446271,0.839235,0.527957,0.243864,0.754276,1.141318,0.665209,0.712498,1.217967,-0.318902,0.720073,0.471445,-0.322021,0.722139,1.214698,0.664811,0.709189,0.474450,-0.002449,0.643634,0.489394,-0.003274,0.800787,0.490174,0.162499,0.641176,0.489368,0.141889,0.789322,0.461290
13,0.130000,-0.000815,0.034126,-0.002011,-0.999415,0.074675,0.718683,0.482569,0.000778,-0.002450,0.644320,0.489774,0.811969,-0.002821,0.799968,0.489633,0.739842,0.162472,0.641231,0.489101,0.908210,0.141498,0.789216,0.461770,0.840181,0.026935,0.817211,-0.039665,-0.574341,0.552702,0.784228,0.488732,0.000673,0.581216,0.767809,0.423251,0.748062,0.616281,0.771236,0.519563,0.944894,0.545171,0.770055,0.439938,0.929616,0.574370,0.772879,0.533574,0.736873,0.446472,0.839163,0.527333,0.835407,0.000712,0.002670,0.000165,-0.999996,0.186785,0.723509,0.904028,0.000973,0.242961,0.752741,1.141845,0.530457,0.665100,0.712845,1.218177,0.901558,-0.316631,0.720068,0.471458,0.432514,-0.321980,0.722512,1.214673,0.908762,0.664475,0.709376,0.473984,0.848980,0.581936,0.767488,0.422624,0.616328,0.771028,0.519505,0.545407,0.769918,0.440009,0.573531,0.773510,0.533499,0.446282,0.839236,0.527959,0.243876,0.754298,1.141330,0.665210,0.712531,1.217967,-0.318901,0.720057,0.471436,-0.322014,0.722150,1.214704,0.664810,0.709201,0.474455,-0.002445,0.643639,0.489454,-0.003260,0.800754,0.490154,0.162469,0.641102,0.489445,0.141892,0.789319,0.461278
14,0.140000,0.000392,0.035521,-0.003450,-0.999363,0.074695,0.718246,0.482332,0.000435,-0.002242,0.643685,0.489507,0.939669,-0.003047,0.799330,0.488974,0.886004,0.162689,0.641055,0.489303,0.932283,0.141379,0.788912,0.461543,0.821971,0.026894,0.817237,-0.039591,-0.574311,0.552701,0.784244,0.488746,0.000695,0.581220,0.767835,0.423265,0.742772,0.616277,0.771245,0.519580,0.942679,0.545174,0.770079,0.439950,0.920165,0.574366,0.772886,0.533588,0.735275,0.446469,0.839173,0.527348,0.833944,0.000726,0.002664,0.000148,-0.999996,0.186791,0.723506,0.904031,0.000971,0.242969,0.752747,1.141847,0.537265,0.665110,0.712867,1.218175,0.902969,-0.316630,0.720036,0.471468,0.431788,-0.321970,0.722501,1.214683,0.905117,0.664476,0.709377,0.473982,0.847784,0.581943,0.767498,0.422616,0.616321,0.771032,0.519507,0.545441,0.769956,0.440075,0.573520,0.773516,0.533488,0.446258,0.839252,0.527973,0.243878,0.754275,1.141333,0.665209,0.712556,1.217965,-0.318903,0.720078,0.471445,-0.322001,0.722124,1.214718,0.664812,0.709192,0.474454,-0.002476,0.643646,0.489458,-0.003112,0.798912,0.489144,0.162460,0.641107,0.489438,0.141906,0.789317,0.461286
15,0.150000,-0.000932,0.033920,-0.002016,-0.999422,0.074681,0.718726,0.482565,0.000771,-0.002440,0.644359,0.489783,0.939669,-0.002814,0.800007,0.489679,0.886004,0.162482,0.641273,0.489042,0.932283,0.141494,0.789264,0.461754,0.821971,0.026770,0.817284,-0.039566,-0.574252,0.552701,0.784229,0.488725,0.000669,0.581232,0.767838,0.423244,0.742772,0.616275,0.771236,0.519565,0.942679,0.545184,0.770071,0.439924,0.920165,0.574362,0.772867,0.533568,0.735275,0.446454,0.839132,0.527322,0.833944,0.000682,0.002675,0.000162,-0.999996,0.186792,0.723486,0.904030,0.000973,0.242965,0.752705,1.141850,0.537265,0.665103,0.712807,1.218184,0.902969,-0.316620,0.720069,0.471456,0.431788,-0.321976,0.722469,1.214671,0.905117,0.664486,0.709383,0.473990,0.847784,0.581938,0.767503,0.422619,0.616328,0.771028,0.519507,0.545421,0.769955,0.439994,0.573525,0.773499,0.533502,0.446266,0.839198,0.527941,0.243877,0.754285,1.141333,0.665209,0.712495,1.217967,-0.318901,0.720072,0.471443,-0.322009,0.722103,1.214706,0.664828,0.709202,0.474456,-0.002450,0.643690,0.489475,-0.003273,0.800797,0.490187,0.162503,0.641167,0.489366,0.141897,0.789331,0.461282
16,0.160000,-0.000851,0.034116,-0.001954,-0.999416,0.074676,0.718692,0.482559,0.000766,-0.002457,0.644336,0.489759,0.815824,-0.002810,0.799984,0.489630,0.738469,0.162465,0.641229,0.489083,0.914447,0.141507,0.789218,0.461764,0.843917,0.026797,0.817276,-0.039707,-0.574252,0.552704,0.784228,0.488741,0.000682,0.581236,0.767823,0.423265,0.749808,0.616280,0.771251,0.519584,0.944432,0.545188,0.770057,0.439945,0.931735,0.574367,0.772881,0.533587,0.737475,0.446451,0.839129,0.527325,0.837336,0.000741,0.002664,0.000166,-0.999996,0.186782,0.723485,0.904016,0.000966,0.242961,0.752731,1.141831,0.526174,0.665100,0.712838,1.218161,0.901458,-0.316640,0.720021,0.471453,0.429775,-0.321980,0.722508,1.214668,0.907828,0.664466,0.709327,0.473967,0.848481,0.581937,0.767493,0.422616,0.616324,0.771043,0.519517,0.545444,0.769943,0.440074,0.573528,0.773501,0.533498,0.446264,0.839194,0.527934,0.243870,0.754282,1.141324,0.665209,0.712530,1.217962,-0.318891,0.720074,0.471429,-0.322015,0.722128,1.214699,0.664812,0.709135,0.474425,-0.002427,0.643703,0.489440,-0.003269,0.800737,0.490141,0.162467,0.641074,0.489428,0.141893,0.789322,0.461274
17,0.170000,-0.000856,0.033996,-0.001927,-0.999420,0.074675,0.718697,0.482579,0.000798,-0.002460,0.644345,0.489798,0.814827,-0.002805,0.799993,0.489670,0.732375,0.162462,0.641229,0.489081,0.906854,0.141505,0.789219,0.461769,0.842375,0.026811,0.817245,-0.039716,-0.574295,0.552694,0.784231,0.488728,0.000680,0.581218,0.767824,0.423249,0.745754,0.616273,0.771254,0.519565,0.943979,0.545172,0.770059,0.439933,0.929856,0.574361,0.772885,0.533572,0.734943,0.446445,0.839135,0.527322,0.833876,0.000710,0.002673,0.000149,-0.999996,0.186778,0.723504,0.904024,0.000975,0.242952,0.752737,1.141842,0.532595,0.665092,0.712853,1.218176,0.902513,-0.316635,0.720049,0.471452,0.434471,-0.321988,0.722491,1.214667,0.906678,0.664472,0.709387,0.473983,0.847062,0.581943,0.767496,0.422615,0.616328,0.771041,0.519520,0.545407,0.769924,0.440006,0.573520,0.773524,0.533482,0.446246,0.839210,0.527951,0.243874,0.754274,1.141309,0.665205,0.712545,1.217967,-0.318897,0.720074,0.471443,-0.322033,0.722122,1.214700,0.664813,0.709206,0.474457,-0.002442,0.643675,0.489483,-0.003269,0.800804,0.490193,0.162468,0.641069,0.489418,0.141891,0.789330,0.461283
18,0.180000,-0.000867,0.034093,-0.001974,-0.999416,0.074678,0.718703,0.482565,0.000770,-0.002452,0.644344,0.489766,0.820882,-0.002812,0.799992,0.489642,0.744650,0.162470,0.641244,0.489082,0.904914,0.141505,0.789233,0.461769,0.843069,0.026933,0.817241,-0.039536,-0.574308,0.552705,0.784218,0.488727,0.000665,0.581223,0.767809,0.423246,0.748269,0.616279,0.771210,0.519562,0.950140,0.545177,0.770056,0.439930,0.931105,0.574368,0.772856,0.533569,0.748604,0.446479,0.839159,0.527330,0.835727,0.000738,0.002660,0.000170,-0.999996,0.186775,0.723489,0.904018,0.000969,0.242956,0.752733,1.141833,0.532098,0.665096,0.712836,1.218159,0.904369,-0.316649,0.720032,0.471459,0.439535,-0.321984,0.722514,1.214674,0.905698,0.664457,0.709329,0.473966,0.849155,0.581943,0.767497,0.422615,0.616328,0.771024,0.519508,0.545402,0.769912,0.439999,0.573552,0.773440,0.533499,0.446294,0.839239,0.527955,0.243881,0.754280,1.141330,0.665208,0.712528,1.217962,-0.318891,0.720066,0.471434,-0.322022,0.722139,1.214698,0.664798,0.709143,0.474427,-0.002417,0.643703,0.489448,-0.003263,0.800754,0.490151,0.162467,0.641084,0.489427,0.141883,0.789343,0.461280
19,0.190000,-0.000931,0.033906,-0.002008,-0.999423,0.074674,0.718726,0.482563,0.000766,-0.002448,0.644361,0.489784,0.820882,-0.002819,0.800009,0.489679,0.744650,0.162474,0.641273,0.489038,0.904914,0.141488,0.789263,0.461751,0.843069,0.026939,0.817194,-0.039680,-0.574364,0.552707,0.784219,0.488723,0.000673,0.581217,0.767799,0.423241,0.748269,0.616288,0.771228,0.519551,0.950140,0.545174,0.770045,0.439930,0.931105,0.574378,0.772871,0.533564,0.748604,0.446479,0.839154,0.527328,0.835727,0.000703,0.002673,0.000153,-0.999996,0.186790,0.723497,0.904023,0.000975,0.242964,0.752726,1.141841,0.532098,0.665103,0.712839,1.218176,0.904369,-0.316623,0.720052,0.471451,0.439535,-0.321977,0.722483,1.214666,0.905698,0.664483,0.709383,0.473982,0.849155,0.581936,0.767483,0.422615,0.616329,0.771017,0.519495,0.545409,0.769902,0.440002,0.573531,0.773517,0.533488,0.446297,0.839223,0.527953,0.243872,0.754265,1.141335,0.665210,0.712524,1.217960,-0.318903,0.720068,0.471434,-0.322018,0.722113,1.214700,0.664821,0.709203,0.474451,-0.002451,0.643686,0.489475,-0.003265,0.800803,0.490186,0.162489,0.641161,0.489365,0.141878,0.789335,0.461278
20,0.200000,0.000390,0.035471,-0.003480,-0.999365,0.074692,0.718247,0.482325,0.000440,-0.002240,0.643681,0.489508,0.814425,-0.003054,0.799326,0.488975,0.739234,0.162692,0.641062,0.489287,0.913517,0.141370,0.788917,0.461529,0.845613,0.026869,0.817240,-0.039617,-0.574306,0.552715,0.784229,0.488737,0.000682,0.581236,0.767822,0.423257,0.748951,0.616292,0.771236,0.519572,0.944496,0.545190,0.770063,0.439941,0.928881,0.574380,0.772874,0.533580,0.733101,0.446479,0.839152,0.527338,0.836442,0.000752,0.002662,0.000141,-0.999996,0.186779,0.723494,0.904014,0.000969,0.242957,0.752749,1.141828,0.535744,0.665099,0.712879,1.218157,0.901023,-0.316644,0.719995,0.471453,0.429889,-0.321981,0.722498,1.214668,0.906463,0.664463,0.709350,0.473963,0.848518,0.581945,0.767497,0.422617,0.616328,0.771028,0.519496,0.545446,0.769941,0.440065,0.573531,0.773504,0.533495,0.446297,0.839217,0.527949,0.243866,0.754262,1.141314,0.665207,0.712573,1.217959,-0.318897,0.720080,0.471440,-0.322030,0.722110,1.214703,0.664812,0.709154,0.474420,-0.002452,0.643656,0.489459,-0.003127,0.798909,0.489144,0.162459,0.641086,0.489425,0.141887,0.789336,0.461272
21,0.210000,-0.000893,0.033881,-0.002037,-0.999423,0.074674,0.718724,0.482563,0.000768,-0.002443,0.644355,0.489794,0.816205,-0.002823,0.800002,0.489676,0.736514,0.162479,0.641275,0.489039,0.915846,0.141483,0.789263,0.461742,0.846031,0.026767,0.817259,-0.039766,-0.574274,0.552705,0.784230,0.488736,0.000677,0.581234,0.767824,0.423259,0.749292,0.616284,0.771262,0.519576,0.943246,0.545187,0.770055,0.439941,0.923827,0.574371,0.772888,0.533582,0.735706,0.446447,0.839121,0.527324,0.839132,0.000679,0.002676,0.000161,-0.999996,0.186783,0.723502,0.904022,0.000979,0.242956,0.752720,1.141842,0.528435,0.665094,0.712822,1.218178,0.900893,-0.316627,0.720086,0.471446,0.432759,-0.321986,0.722482,1.214661,0.909232,0.664479,0.709402,0.473983,0.846880,0.581945,0.767504,0.422628,0.616320,0.771051,0.519499,0.545439,0.769929,0.440058,0.573527,0.773519,0.533498,0.446264,0.839187,0.527937,0.243874,0.754279,1.141307,0.665206,0.712509,1.217961,-0.318896,0.720068,0.471433,-0.322031,0.722124,1.214702,0.664827,0.709229,0.474457,-0.002445,0.643686,0.489489,-0.003286,0.800803,0.490182,0.162497,0.641170,0.489358,0.141882,0.789322,0.461276
22,0.220000,0.000303,0.035370,-0.003551,-0.999368,0.074700,0.718268,0.482312,0.000419,-0.002219,0.643690,0.489498,0.940241,-0.003056,0.799335,0.488992,0.889958,0.162713,0.641094,0.489244,0.936639,0.141364,0.788951,0.461515,0.830517,0.026776,0.817269,-0.039691,-0.574264,0.552695,0.784222,0.488729,0.000675,0.581226,0.767820,0.423251,0.749802,0.616273,0.771244,0.519570,0.943777,0.545178,0.770053,0.439932,0.929524,0.574359,0.772872,0.533574,0.730590,0.446442,0.839119,0.527319,0.839594,0.000643,0.002626,0.000204,-0.999996,0.186751,0.723563,0.904045,0.000900,0.242950,0.752758,1.141862,0.536181,0.665092,0.712818,1.218152,0.913578,-0.316703,0.720222,0.471520,0.511289,-0.321987,0.722564,1.214736,0.894107,0.664402,0.709453,0.473957,0.826350,0.581943,0.767516,0.422623,0.616323,0.771034,0.519506,0.545405,0.769906,0.440010,0.573497,0.773517,0.533514,0.446269,0.839185,0.527933,0.243874,0.754270,1.141309,0.665214,0.712549,1.217972,-0.318653,0.720359,0.471562,-0.322010,0.722143,1.214698,0.664820,0.709222,0.474462,-0.002454,0.643656,0.489463,-0.003121,0.798926,0.489143,0.162496,0.641161,0.489358,0.141879,0.789328,0.461284
23,0.230000,-0.000870,0.034146,-0.001880,-0.999415,0.074659,0.718709,0.482577,0.000784,-0.002485,0.644364,0.489770,0.940241,-0.002816,0.800012,0.489647,0.889958,0.162436,0.641233,0.489103,0.936639,0.141502,0.789226,0.461789,0.830517,0.026829,0.817257,-0.039606,-0.574284,0.552700,0.784216,0.488723,0.000675,0.581224,0.767814,0.423243,0.749802,0.616275,0.771223,0.519560,0.943777,0.545177,0.770052,0.439925,0.929524,0.574363,0.772859,0.533566,0.730590,0.446458,0.839130,0.527321,0.839594,0.000689,0.002675,0.000180,-0.999996,0.186787,0.723495,0.904021,0.000975,0.242962,0.752715,1.141840,0.536181,0.665099,0.712803,1.218175,0.913578,-0.316624,0.720089,0.471447,0.511289,-0.321981,0.722500,1.214662,0.894107,0.664482,0.709368,0.473981,0.826350,0.581952,0.767495,0.422615,0.616322,0.771003,0.519492,0.545404,0.769919,0.440005,0.573524,0.773507,0.533502,0.446269,0.839196,0.527938,0.243871,0.754268,1.141313,0.665206,0.712487,1.217962,-0.318907,0.720064,0.471438,-0.322022,0.722142,1.214702,0.664824,0.709197,0.474448,-0.002461,0.643699,0.489434,-0.003271,0.800808,0.490200,0.162428,0.641093,0.489459,0.141889,0.789324,0.461279
24,0.240000,0.000380,0.035483,-0.003475,-0.999364,0.074704,0.718264,0.482325,0.000437,-0.002229,0.643699,0.489504,0.813699,-0.003042,0.799345,0.488975,0.732399,0.162702,0.641078,0.489288,0.904371,0.141383,0.788935,0.461532,0.838113,0.026935,0.817224,-0.039546,-0.574330,0.552700,0.784230,0.488729,0.000674,0.581214,0.767820,0.423247,0.746836,0.616276,0.771223,0.519561,0.941113,0.545170,0.770068,0.439933,0.931328,0.574365,0.772869,0.533570,0.734523,0.446476,0.839172,0.527337,0.837914,0.000619,0.002621,0.000205,-0.999996,0.186739,0.723552,0.904043,0.000895,0.242940,0.752735,1.141860,0.531187,0.665083,0.712791,1.218145,0.900941,-0.316719,0.720232,0.471522,0.429269,-0.321996,0.722538,1.214738,0.909366,0.664386,0.709461,0.473950,0.848994,0.581937,0.767501,0.422619,0.616319,0.771007,0.519496,0.545403,0.769932,0.440012,0.573524,0.773515,0.533501,0.446290,0.839239,0.527957,0.243864,0.754267,1.141315,0.665213,0.712522,1.217964,-0.318643,0.720354,0.471554,-0.322018,0.722120,1.214695,0.664807,0.709231,0.474460,-0.002417,0.643698,0.489445,-0.003125,0.798925,0.489153,0.162466,0.641102,0.489432,0.141890,0.789332,0.461269
25,0.250000,-0.000919,0.033912,-0.002045,-0.999422,0.074677,0.718723,0.482562,0.000759,-0.002440,0.644352,0.489784,0.815189,-0.002822,0.799999,0.489675,0.736789,0.162482,0.641275,0.489040,0.915152,0.141486,0.789264,0.461749,0.846369,0.026921,0.817206,-0.039653,-0.574349,0.552704,0.784220,0.488725,0.000671,0.581217,0.767803,0.423243,0.748108,0.616284,0.771227,0.519554,0.947468,0.545173,0.770048,0.439931,0.928665,0.574373,0.772869,0.533566,0.737319,0.446474,0.839152,0.527330,0.835571,0.000697,0.002672,0.000167,-0.999996,0.186786,0.723506,0.904021,0.000966,0.242961,0.752731,1.141839,0.537632,0.665099,0.712831,1.218173,0.901304,-0.316628,0.720081,0.471450,0.431534,-0.321980,0.722503,1.214664,0.908253,0.664478,0.709384,0.473979,0.849044,0.581941,0.767490,0.422617,0.616323,0.771029,0.519495,0.545407,0.769901,0.439999,0.573530,0.773492,0.533493,0.446294,0.839226,0.527958,0.243858,0.754260,1.141311,0.665213,0.712513,1.217968,-0.318902,0.720072,0.471441,-0.322017,0.722139,1.214696,0.664812,0.709211,0.474451,-0.002439,0.643681,0.489473,-0.003276,0.800800,0.490187,0.162496,0.641176,0.489365,0.141877,0.789318,0.461278
