Format Version,1.23,Take Name,linear_t0,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-04-17 05.07.56.749 PM,Total Frames in Take,2082,Total Exported Frames,2082,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,noark,noark,noark,noark,noark,noark,noark,noark,"noark:Marker1","noark:Marker1","noark:Marker1","noark:Marker1","noark:Marker2","noark:Marker2","noark:Marker2","noark:Marker2","noark:Marker3","noark:Marker3","noark:Marker3","noark:Marker3","noark:Marker4","noark:Marker4","noark:Marker4","noark:Marker4","noark:Marker5","noark:Marker5","noark:Marker5","noark:Marker5",table,table,table,table,table,table,table,table,"table:Marker1","table:Marker1","table:Marker1","table:Marker1","table:Marker2","table:Marker2","table:Marker2","table:Marker2","table:Marker3","table:Marker3","table:Marker3","table:Marker3","table:Marker4","table:Marker4","table:Marker4","table:Marker4","table:Marker5","table:Marker5","table:Marker5","table:Marker5",noark:Marker1,noark:Marker1,noark:Marker1,noark:Marker2,noark:Marker2,noark:Marker2,noark:Marker3,noark:Marker3,noark:Marker3,noark:Marker4,noark:Marker4,noark:Marker4,noark:Marker5,noark:Marker5,noark:Marker5,table:Marker1,table:Marker1,table:Marker1,table:Marker2,table:Marker2,table:Marker2,table:Marker3,table:Marker3,table:Marker3,table:Marker4,table:Marker4,table:Marker4,table:Marker5,table:Marker5,table:Marker5
,ID,"98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","98DD97083A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","DB5CFB8E3A5011F1EA32166A2DC27B7","CA6D0","CA6D0","CA6D0","CA840","CA840","CA840","CA690","CA690","CA690","CA6B0","CA6B0","CA6B0","CA6A0","CA6A0","CA6A0","CA7D0","CA7D0","CA7D0","CA890","CA890","CA890","CA0B0","CA0B0","CA0B0","C9890","C9890","C9890","CA810","CA810","CA810"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.026419,0.818134,-0.038654,-0.573118,0.552717,0.784385,0.488510,0.000478,0.581429,0.768109,0.423081,0.847614,0.616199,0.771312,0.519507,0.919305,0.545334,0.770323,0.439662,0.915792,0.574246,0.772931,0.533393,0.765184,0.446378,0.839251,0.526908,0.874141,-0.000309,-0.002665,-0.000202,0.999996,0.186781,0.723663,0.904040,0.000939,0.242961,0.752700,1.141881,0.507700,0.665097,0.712711,1.218177,0.886951,-0.316639,0.720607,0.471473,0.501914,-0.321982,0.722453,1.214689,0.917939,0.664466,0.709842,0.473981,0.814348,0.581956,0.768077,0.422776,0.616316,0.771042,0.519375,0.545467,0.770015,0.439631,0.573520,0.773526,0.533368,0.446286,0.839301,0.527401,0.243906,0.754338,1.141332,0.665246,0.712397,1.217887,-0.318628,0.720499,0.471528,-0.322012,0.722129,1.214648,0.664897,0.709691,0.474567
1,0.010000,0.026414,0.818127,-0.038694,-0.573126,0.552719,0.784383,0.488512,0.000480,0.581430,0.768104,0.423083,0.846862,0.616202,0.771315,0.519509,0.918695,0.545335,0.770317,0.439665,0.912731,0.574249,0.772932,0.533395,0.763366,0.446378,0.839245,0.526910,0.872355,-0.000292,-0.002659,-0.000228,0.999996,0.186775,0.723630,0.904028,0.000943,0.242959,0.752655,1.141869,0.499008,0.665095,0.712642,1.218158,0.882448,-0.316651,0.720616,0.471467,0.500409,-0.321984,0.722436,1.214684,0.920044,0.664454,0.709800,0.473962,0.809224,0.581960,0.768075,0.422778,0.616313,0.771042,0.519371,0.545475,0.770000,0.439629,0.573520,0.773536,0.533374,0.446281,0.839298,0.527408,0.243893,0.754340,1.141315,0.665256,0.712326,1.217849,-0.318644,0.720484,0.471528,-0.322022,0.722121,1.214644,0.664901,0.709651,0.474562
2,0.020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581953,0.768075,0.422773,0.616320,0.771055,0.519383,0.545467,0.769982,0.439618,0.573557,0.773522,0.533347,0.446282,0.839312,0.527408,0.243905,0.754341,1.141309,0.665253,0.712356,1.217853,-0.318631,0.720481,0.471527,-0.322026,0.722149,1.214640,0.664902,0.709669,0.474570
3,0.030000,0.026432,0.818110,-0.038748,-0.573145,0.552724,0.784395,0.488516,0.000471,0.581433,0.768110,0.423087,0.846862,0.616209,0.771333,0.519511,0.918695,0.545339,0.770324,0.439671,0.912731,0.574257,0.772950,0.533399,0.763366,0.446384,0.839259,0.526913,0.872355,-0.000316,-0.002659,-0.000214,0.999996,0.186786,0.723664,0.904032,0.000943,0.242970,0.752703,1.141871,0.499008,0.665106,0.712705,1.218164,0.882448,-0.316639,0.720615,0.471471,0.500409,-0.321973,0.722471,1.214687,0.920044,0.664466,0.709826,0.473967,0.809224,0.581963,0.768073,0.422771,0.616309,0.771076,0.519393,0.545471,0.770016,0.439633,0.573556,0.773524,0.533367,0.446292,0.839312,0.527415,0.243900,0.754345,1.141329,0.665257,0.712384,1.217853,-0.318632,0.720483,0.471529,-0.322010,0.722154,1.214646,0.664909,0.709681,0.474575
4,0.040000,0.026446,0.818117,-0.038702,-0.573139,0.552718,0.784380,0.488516,0.000480,0.581427,0.768097,0.423087,0.845559,0.616202,0.771311,0.519511,0.925087,0.545333,0.770313,0.439670,0.915639,0.574250,0.772931,0.533399,0.773465,0.446381,0.839249,0.526914,0.871757,0.000309,0.002671,0.000191,-0.999996,0.186780,0.723653,0.904034,0.000937,0.242957,0.752691,1.141875,0.508999,0.665093,0.712712,1.218176,0.882035,-0.316635,0.720586,0.471461,0.500502,-0.321986,0.722431,1.214678,0.919429,0.664470,0.709844,0.473980,0.808565,0.581949,0.768069,0.422778,0.616318,0.771034,0.519385,0.545473,0.769996,0.439633,0.573523,0.773538,0.533375,0.446285,0.839300,0.527410,0.243891,0.754341,1.141309,0.665241,0.712401,1.217885,-0.318639,0.720486,0.471540,-0.322016,0.722104,1.214639,0.664909,0.709688,0.474558
5,0.050000,0.026425,0.818121,-0.038722,-0.573132,0.552721,0.784381,0.488505,0.000474,0.581432,0.768099,0.423076,0.846346,0.616205,0.771316,0.519501,0.918974,0.545337,0.770312,0.439658,0.911874,0.574252,0.772933,0.533388,0.769290,0.446380,0.839244,0.526901,0.871266,0.000302,0.002665,0.000196,-0.999996,0.186778,0.723638,0.904036,0.000942,0.242958,0.752672,1.141876,0.500098,0.665095,0.712688,1.218172,0.884537,-0.316642,0.720583,0.471468,0.500532,-0.321984,0.722418,1.214685,0.918046,0.664463,0.709829,0.473976,0.812884,0.581967,0.768077,0.422775,0.616314,0.771041,0.519369,0.545467,0.769987,0.439618,0.573546,0.773526,0.533359,0.446276,0.839303,0.527402,0.243897,0.754350,1.141327,0.665259,0.712377,1.217873,-0.318636,0.720472,0.471528,-0.322023,0.722095,1.214643,0.664900,0.709675,0.474564
