Format Version,1.23,Take Name,linear_t2_may_15,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-15 10.30.14.140 AM,Total Frames in Take,2945,Total Exported Frames,2945,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,noark:Marker1,noark:Marker1,noark:Marker1,noark:Marker2,noark:Marker2,noark:Marker2,noark:Marker3,noark:Marker3,noark:Marker3,noark:Marker4,noark:Marker4,noark:Marker4,noark:Marker5,noark:Marker5,noark:Marker5,noark:Marker6,noark:Marker6,noark:Marker6,table:Marker1,table:Marker1,table:Marker1,table:Marker2,table:Marker2,table:Marker2,table:Marker3,table:Marker3,table:Marker3,table:Marker4,table:Marker4,table:Marker4,table:Marker5,table:Marker5,table:Marker5,table:Marker6,table:Marker6,table:Marker6
,ID,"C4FF0","C4FF0","C4FF0","C5020","C5020","C5020","C5210","C5210","C5210","C5230","C5230","C5230","C5240","C5240","C5240","C53F0","C53F0","C53F0","C4520","C4520","C4520","C3890","C3890","C3890","C4B40","C4B40","C4B40","C3550","C3550","C3550","C51F0","C51F0","C51F0","C3660","C3660","C3660"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
245,2.450000,0.314357,0.098368,-0.183785,0.360231,0.101770,-0.208680,0.411195,0.075794,-0.266589,0.409228,0.171807,-0.257178,0.420715,0.159599,-0.160457,0.422839,0.065301,-0.172104,0.171319,0.067575,-0.476224,0.914249,0.065229,-0.523505,0.874256,0.105243,0.040386,0.975450,0.073029,0.460587,0.233617,0.072041,0.505577,0.867359,0.106813,-0.090581
246,2.460000,0.317497,0.098403,-0.183956,0.363319,0.101760,-0.209065,0.414334,0.075774,-0.266746,0.412001,0.171999,-0.257661,0.423741,0.159976,-0.160895,0.425979,0.065169,-0.172685,0.171326,0.067578,-0.476235,0.914243,0.065210,-0.523523,0.874253,0.105261,0.040381,0.975461,0.073030,0.460581,0.233607,0.072055,0.505582,0.867364,0.106806,-0.090587
247,2.470000,0.320773,0.098577,-0.184298,0.366373,0.101962,-0.209188,0.417386,0.076237,-0.267334,0.414930,0.172058,-0.258263,0.426789,0.160621,-0.161328,0.428901,0.066379,-0.172916,0.171285,0.067602,-0.476218,0.914231,0.065218,-0.523520,0.874258,0.105238,0.040385,0.975452,0.073033,0.460585,0.233614,0.072046,0.505581,0.867356,0.106820,-0.090568
248,2.480000,0.324002,0.098846,-0.184973,0.369778,0.102321,-0.210125,0.420613,0.077116,-0.268145,0.417813,0.172889,-0.259168,0.430004,0.161200,-0.162512,0.432675,0.066499,-0.173999,0.171317,0.067578,-0.476232,0.914242,0.065214,-0.523512,0.874268,0.105245,0.040379,0.975474,0.073036,0.460584,0.233613,0.072046,0.505574,0.867357,0.106804,-0.090582
249,2.490000,0.327532,0.099157,-0.185834,0.373196,0.102604,-0.210982,0.423905,0.077483,-0.269393,0.420890,0.172905,-0.259905,0.433343,0.161413,-0.163543,0.436220,0.067460,-0.175109,0.171333,0.067571,-0.476228,0.914250,0.065201,-0.523529,0.874254,0.105237,0.040378,0.975444,0.073035,0.460586,0.233619,0.072047,0.505573,0.867358,0.106828,-0.090583
250,2.500000,0.331130,0.099335,-0.186743,0.376700,0.103209,-0.212247,0.427479,0.078220,-0.270574,0.424069,0.173965,-0.261313,0.437123,0.161697,-0.164751,0.440209,0.068310,-0.176232,0.171325,0.067592,-0.476235,0.914242,0.065195,-0.523529,0.874255,0.105247,0.040384,0.975449,0.073030,0.460594,0.233608,0.072052,0.505579,0.867356,0.106826,-0.090581
251,2.510000,0.335012,0.099702,-0.187774,0.380421,0.103727,-0.213258,0.431014,0.078757,-0.271956,0.427439,0.173792,-0.262105,0.440630,0.162490,-0.166008,0.444218,0.068315,-0.177901,0.171321,0.067581,-0.476237,0.914236,0.065227,-0.523505,0.874255,0.105251,0.040381,0.975441,0.073032,0.460589,0.233611,0.072039,0.505575,0.867350,0.106820,-0.090574
252,2.520000,0.338832,0.099828,-0.188515,0.384129,0.103941,-0.214233,0.434562,0.079200,-0.273016,0.431407,0.173958,-0.263093,0.444642,0.162799,-0.166805,0.447990,0.068966,-0.178926,0.171323,0.067582,-0.476240,0.914248,0.065228,-0.523510,0.874270,0.105233,0.040380,0.975453,0.073054,0.460581,0.233610,0.072050,0.505573,0.867356,0.106811,-0.090575
253,2.530000,0.342761,0.100135,-0.188996,0.388234,0.104190,-0.214727,0.438523,0.079829,-0.273651,0.435116,0.174283,-0.263724,0.448391,0.163167,-0.167595,0.451982,0.069364,-0.179463,0.171324,0.067583,-0.476238,0.914245,0.065221,-0.523517,0.874268,0.105229,0.040382,0.975430,0.073023,0.460591,0.233604,0.072040,0.505577,0.867355,0.106815,-0.090586
254,2.540000,0.346834,0.100262,-0.189416,0.392162,0.104503,-0.215030,0.442766,0.080062,-0.273921,0.438472,0.174968,-0.264262,0.452130,0.164052,-0.168042,0.456246,0.069249,-0.180008,0.171321,0.067582,-0.476236,0.914243,0.065224,-0.523512,0.874266,0.105222,0.040376,0.975449,0.073036,0.460581,0.233616,0.072050,0.505573,0.867359,0.106809,-0.090584
255,2.550000,0.351008,0.100412,-0.189646,0.396375,0.104955,-0.215295,0.447088,0.080148,-0.273982,0.442536,0.175802,-0.264998,0.456102,0.164515,-0.168417,0.460220,0.070533,-0.179879,0.171284,0.067607,-0.476226,0.914239,0.065223,-0.523507,0.874257,0.105240,0.040382,0.975454,0.073036,0.460577,0.233624,0.072032,0.505575,0.867355,0.106817,-0.090579
256,2.560000,0.355169,0.100574,-0.189822,0.400787,0.104568,-0.215427,0.451510,0.080173,-0.273810,0.447404,0.174688,-0.264849,0.460203,0.164705,-0.168478,0.464897,0.070755,-0.179410,0.171318,0.067583,-0.476240,0.914247,0.065209,-0.523522,0.874264,0.105227,0.040372,0.975456,0.073061,0.460576,0.233616,0.072039,0.505570,0.867353,0.106811,-0.090581
257,2.570000,0.359646,0.100501,-0.190129,0.404989,0.105093,-0.215617,0.456074,0.079822,-0.273696,0.451202,0.175416,-0.265420,0.464298,0.165322,-0.168821,0.468883,0.071406,-0.179295,0.171323,0.067591,-0.476237,0.914240,0.065237,-0.523507,0.874258,0.105228,0.040378,0.975443,0.073036,0.460587,0.233606,0.072038,0.505569,0.867357,0.106803,-0.090571
258,2.580000,0.364116,0.100533,-0.190426,0.409541,0.105019,-0.215696,0.460371,0.080199,-0.274030,0.455540,0.175512,-0.265735,0.468779,0.165360,-0.169111,0.473715,0.070598,-0.179839,0.171323,0.067587,-0.476233,0.914247,0.065215,-0.523522,0.874255,0.105235,0.040376,0.975438,0.073032,0.460580,0.233607,0.072049,0.505563,0.867360,0.106796,-0.090582
259,2.590000,0.368411,0.100699,-0.190728,0.413863,0.105180,-0.216168,0.465047,0.080916,-0.274663,0.459893,0.175772,-0.265974,0.473089,0.165688,-0.169473,0.477900,0.071453,-0.180035,0.171323,0.067575,-0.476239,0.914238,0.065206,-0.523532,0.874268,0.105235,0.040378,0.975464,0.073054,0.460587,0.233607,0.072037,0.505571,0.867361,0.106809,-0.090572
260,2.600000,0.372871,0.100828,-0.191254,0.418551,0.105083,-0.216595,0.469663,0.080955,-0.274868,0.464266,0.175623,-0.266224,0.477387,0.166034,-0.169571,0.482404,0.071679,-0.180949,0.171319,0.067573,-0.476233,0.914231,0.065237,-0.523502,0.874254,0.105239,0.040371,0.975439,0.073042,0.460576,0.233603,0.072030,0.505566,0.867363,0.106799,-0.090578
261,2.610000,0.377496,0.100948,-0.191795,0.422948,0.105867,-0.217244,0.474113,0.081064,-0.275674,0.468606,0.176493,-0.266994,0.481805,0.166802,-0.170593,0.487142,0.071803,-0.181022,0.171322,0.067568,-0.476239,0.914242,0.065219,-0.523515,0.874257,0.105243,0.040380,0.975445,0.073039,0.460582,0.233609,0.072038,0.505575,0.867365,0.106828,-0.090568
262,2.620000,0.382127,0.100814,-0.192374,0.427665,0.105927,-0.217674,0.478707,0.081718,-0.275970,0.472986,0.176937,-0.267333,0.486584,0.166794,-0.170904,0.492166,0.073382,-0.181701,0.171325,0.067582,-0.476233,0.914245,0.065232,-0.523515,0.874248,0.105248,0.040382,0.975463,0.073044,0.460577,0.233613,0.072039,0.505570,0.867363,0.106810,-0.090575
263,2.630000,0.386897,0.101326,-0.192775,0.432024,0.106136,-0.218154,0.483312,0.081974,-0.276614,0.477641,0.177150,-0.267808,0.491151,0.166678,-0.171412,0.496479,0.073122,-0.182118,0.171324,0.067581,-0.476241,0.914240,0.065203,-0.523530,0.874247,0.105262,0.040381,0.975467,0.073051,0.460584,0.233609,0.072056,0.505574,0.867359,0.106809,-0.090576
264,2.640000,0.391390,0.101151,-0.193044,0.436736,0.106224,-0.218549,0.487981,0.081963,-0.276957,0.482280,0.177346,-0.268074,0.495596,0.166977,-0.171667,0.501039,0.073085,-0.182731,0.171323,0.067586,-0.476238,0.914249,0.065219,-0.523520,0.874256,0.105250,0.040378,0.975465,0.073071,0.460574,0.233608,0.072059,0.505571,0.867367,0.106804,-0.090572
265,2.650000,0.396190,0.101013,-0.193373,0.441528,0.105943,-0.218862,0.492429,0.081881,-0.277310,0.487055,0.177365,-0.268396,0.500312,0.166591,-0.171900,0.505821,0.072401,-0.183215,0.171321,0.067587,-0.476231,0.914243,0.065209,-0.523526,0.874258,0.105242,0.040375,0.975427,0.073066,0.460582,0.233612,0.072050,0.505574,0.867368,0.106805,-0.090570
266,2.660000,0.400716,0.101126,-0.193467,0.446114,0.105965,-0.218857,0.497385,0.081517,-0.277346,0.491973,0.177220,-0.268401,0.504969,0.166246,-0.171919,0.510238,0.072447,-0.182992,0.171338,0.067590,-0.476233,0.914236,0.065219,-0.523528,0.874261,0.105234,0.040378,0.975458,0.073042,0.460593,0.233607,0.072049,0.505573,0.867361,0.106803,-0.090569
267,2.670000,0.405363,0.101066,-0.193497,0.450798,0.105920,-0.218687,0.502072,0.081872,-0.276935,0.496740,0.177203,-0.268173,0.509347,0.166521,-0.171621,0.514819,0.072875,-0.182345,0.171328,0.067585,-0.476238,0.914247,0.065248,-0.523501,0.874263,0.105239,0.040384,0.975440,0.073030,0.460581,0.233608,0.072035,0.505568,0.867360,0.106796,-0.090568
268,2.680000,0.409820,0.101072,-0.193289,0.455367,0.106093,-0.218143,0.507109,0.081720,-0.276396,0.501319,0.177210,-0.267900,0.513816,0.166957,-0.171155,0.519534,0.072877,-0.182060,0.171322,0.067583,-0.476240,0.914241,0.065185,-0.523551,0.874269,0.105242,0.040369,0.975436,0.073023,0.460587,0.233612,0.072034,0.505572,0.867363,0.106808,-0.090572
269,2.690000,0.414362,0.101121,-0.193258,0.460096,0.106425,-0.218011,0.511875,0.082303,-0.275899,0.505824,0.177420,-0.267484,0.518065,0.167665,-0.171035,0.523884,0.073292,-0.181600,0.171323,0.067577,-0.476245,0.914233,0.065195,-0.523532,0.874266,0.105236,0.040374,0.975446,0.073050,0.460579,0.233612,0.072050,0.505566,0.867367,0.106808,-0.090576
270,2.700000,0.418876,0.101518,-0.193155,0.464554,0.106715,-0.217859,0.516712,0.082250,-0.275455,0.510191,0.178264,-0.267554,0.522170,0.168050,-0.170664,0.528600,0.073983,-0.180808,0.171320,0.067584,-0.476236,0.914242,0.065230,-0.523528,0.874249,0.105245,0.040370,0.975441,0.073023,0.460576,0.233617,0.072048,0.505565,0.867355,0.106797,-0.090576
271,2.710000,0.423397,0.101655,-0.193372,0.469088,0.107261,-0.217981,0.521456,0.083152,-0.275374,0.514300,0.178804,-0.267518,0.526321,0.169305,-0.170876,0.533096,0.075280,-0.180653,0.171327,0.067577,-0.476243,0.914245,0.065200,-0.523528,0.874255,0.105252,0.040377,0.975446,0.073053,0.460589,0.233610,0.072059,0.505568,0.867362,0.106812,-0.090564
272,2.720000,0.427801,0.101744,-0.193522,0.473367,0.107808,-0.218202,0.525974,0.084201,-0.275851,0.518466,0.179565,-0.267659,0.530736,0.169020,-0.170644,0.537871,0.074121,-0.181862,0.171321,0.067570,-0.476237,0.914250,0.065202,-0.523529,0.874260,0.105243,0.040378,0.975463,0.073049,0.460563,0.233613,0.072049,0.505573,0.867353,0.106800,-0.090566
273,2.730000,0.432299,0.101874,-0.193930,0.477996,0.107521,-0.218599,0.530345,0.084009,-0.276371,0.522803,0.179342,-0.267756,0.534878,0.169309,-0.171180,0.542146,0.075509,-0.181735,0.171322,0.067569,-0.476228,0.914245,0.065238,-0.523514,0.874261,0.105236,0.040377,0.975466,0.073067,0.460575,0.233620,0.072054,0.505572,0.867358,0.106813,-0.090569
274,2.740000,0.436785,0.101364,-0.194586,0.482338,0.107402,-0.219251,0.534555,0.084251,-0.277087,0.526974,0.179768,-0.268261,0.539560,0.168807,-0.171558,0.546838,0.076067,-0.182570,0.171321,0.067586,-0.476237,0.914240,0.065225,-0.523509,0.874253,0.105250,0.040380,0.975444,0.073056,0.460583,0.233619,0.072046,0.505579,0.867357,0.106818,-0.090565
275,2.750000,0.440987,0.101373,-0.194845,0.486559,0.106944,-0.219925,0.538490,0.084051,-0.278095,0.531310,0.179691,-0.268717,0.544295,0.167931,-0.172040,0.550980,0.073915,-0.183602,0.171325,0.067585,-0.476234,0.914247,0.065224,-0.523508,0.874261,0.105227,0.040374,0.975458,0.073050,0.460575,0.233614,0.072036,0.505576,0.867357,0.106801,-0.090577
276,2.760000,0.445228,0.100692,-0.195172,0.490793,0.106361,-0.220026,0.542620,0.083055,-0.278280,0.535768,0.178969,-0.268992,0.548603,0.167257,-0.172408,0.555042,0.073718,-0.184017,0.171321,0.067584,-0.476236,0.914240,0.065193,-0.523539,0.874257,0.105254,0.040376,0.975441,0.073042,0.460586,0.233613,0.072036,0.505572,0.867359,0.106814,-0.090571
277,2.770000,0.449426,0.100100,-0.195371,0.494810,0.105895,-0.220216,0.546717,0.082143,-0.278407,0.540167,0.177429,-0.268752,0.552778,0.166545,-0.172269,0.559151,0.072118,-0.184292,0.171327,0.067577,-0.476231,0.914242,0.065226,-0.523511,0.874259,0.105245,0.040371,0.975440,0.073025,0.460582,0.233616,0.072030,0.505592,0.867354,0.106815,-0.090576
278,2.780000,0.453310,0.099812,-0.195006,0.499103,0.104702,-0.220133,0.550696,0.081560,-0.277821,0.544711,0.175878,-0.268203,0.556789,0.165923,-0.172043,0.563013,0.072847,-0.183385,0.171315,0.067565,-0.476240,0.914243,0.065220,-0.523517,0.874242,0.105269,0.040369,0.975443,0.073035,0.460583,0.233616,0.072036,0.505578,0.867352,0.106814,-0.090571
279,2.790000,0.456947,0.099432,-0.194511,0.502735,0.104580,-0.219138,0.554745,0.080337,-0.277014,0.549254,0.175125,-0.267478,0.560394,0.165478,-0.171205,0.566467,0.071564,-0.182653,0.171315,0.067577,-0.476230,0.914235,0.065211,-0.523532,0.874259,0.105256,0.040374,0.975438,0.073069,0.460579,0.233612,0.072040,0.505573,0.867349,0.106815,-0.090569
280,2.800000,0.460379,0.099282,-0.194245,0.506239,0.104390,-0.218699,0.558608,0.080187,-0.276097,0.552996,0.174464,-0.266914,0.563773,0.165370,-0.170716,0.570228,0.069941,-0.182144,0.171319,0.067565,-0.476236,0.914234,0.065216,-0.523529,0.874248,0.105263,0.040370,0.975444,0.073020,0.460582,0.233616,0.072038,0.505578,0.867357,0.106808,-0.090574
281,2.810000,0.463695,0.099027,-0.193976,0.509740,0.103841,-0.218276,0.562279,0.080124,-0.275643,0.556572,0.173934,-0.266544,0.567105,0.164603,-0.170047,0.573363,0.071574,-0.181138,0.171315,0.067581,-0.476234,0.914245,0.065260,-0.523483,0.874261,0.105236,0.040372,0.975467,0.073034,0.460572,0.233617,0.072043,0.505575,0.867353,0.106815,-0.090575
282,2.820000,0.467101,0.098607,-0.194038,0.513074,0.104060,-0.217844,0.565672,0.079684,-0.275488,0.560022,0.173893,-0.266185,0.570306,0.164295,-0.169885,0.576335,0.070850,-0.181399,0.171317,0.067577,-0.476238,0.914228,0.065235,-0.523517,0.874248,0.105246,0.040374,0.975457,0.073044,0.460576,0.233613,0.072046,0.505562,0.867352,0.106809,-0.090575
283,2.830000,0.470332,0.098479,-0.194325,0.516256,0.103613,-0.218523,0.568795,0.079783,-0.275752,0.563261,0.173863,-0.266282,0.573705,0.164436,-0.170182,0.579387,0.070301,-0.181433,0.171316,0.067580,-0.476234,0.914232,0.065219,-0.523525,0.874258,0.105244,0.040369,0.975445,0.073035,0.460578,0.233613,0.072052,0.505562,0.867355,0.106815,-0.090574
284,2.840000,0.473364,0.098549,-0.194551,0.519172,0.103574,-0.218625,0.571705,0.080260,-0.276321,0.566159,0.174016,-0.266641,0.576798,0.164023,-0.170475,0.582561,0.070364,-0.181674,0.171324,0.067566,-0.476235,0.914242,0.065222,-0.523518,0.874262,0.105246,0.040367,0.975440,0.073037,0.460578,0.233615,0.072045,0.505570,0.867352,0.106816,-0.090567
285,2.850000,0.476110,0.097962,-0.195067,0.522049,0.103543,-0.218979,0.574434,0.080675,-0.277016,0.568802,0.174181,-0.266844,0.579732,0.164075,-0.170701,0.585667,0.071168,-0.182193,0.171319,0.067582,-0.476234,0.914234,0.065213,-0.523530,0.874257,0.105250,0.040379,0.975457,0.073068,0.460574,0.233616,0.072041,0.505568,0.867359,0.106806,-0.090575
286,2.860000,0.478746,0.097794,-0.195331,0.524727,0.103795,-0.219582,0.577008,0.080702,-0.277304,0.571449,0.174082,-0.267130,0.582567,0.163861,-0.170956,0.588109,0.069478,-0.183186,0.171319,0.067588,-0.476233,0.914239,0.065216,-0.523523,0.874259,0.105245,0.040385,0.975438,0.073061,0.460582,0.233614,0.072042,0.505567,0.867362,0.106822,-0.090563
287,2.870000,0.481584,0.098717,-0.194981,0.527372,0.103726,-0.219493,0.579562,0.080819,-0.277653,0.574130,0.174116,-0.267196,0.585315,0.163993,-0.171239,0.590900,0.070909,-0.182914,0.171326,0.067572,-0.476235,0.914238,0.065188,-0.523539,0.874256,0.105239,0.040382,0.975458,0.073056,0.460583,0.233611,0.072051,0.505570,0.867357,0.106810,-0.090566
288,2.880000,0.483985,0.098943,-0.195040,0.529892,0.103763,-0.219563,0.582659,0.082374,-0.278488,0.576527,0.174319,-0.267302,0.588144,0.163567,-0.170973,0.593027,0.069719,-0.183236,0.171317,0.067577,-0.476231,0.914240,0.065194,-0.523541,0.874264,0.105240,0.040376,0.975458,0.073059,0.460572,0.233609,0.072050,0.505565,0.867360,0.106811,-0.090570
289,2.890000,0.486341,0.098261,-0.195456,0.532423,0.103849,-0.219580,0.584328,0.080677,-0.277646,0.579109,0.174269,-0.267184,0.590453,0.163304,-0.170794,0.595424,0.069343,-0.183399,0.171320,0.067570,-0.476237,0.914238,0.065229,-0.523521,0.874253,0.105255,0.040375,0.975436,0.073041,0.460572,0.233617,0.072042,0.505575,0.867360,0.106811,-0.090574
290,2.900000,0.488765,0.099237,-0.194640,0.534559,0.104398,-0.219344,0.586857,0.080734,-0.277253,0.581608,0.174570,-0.266849,0.592723,0.164094,-0.170727,0.598029,0.068713,-0.183349,0.171328,0.067580,-0.476240,0.914241,0.065189,-0.523542,0.874258,0.105234,0.040370,0.975439,0.073052,0.460581,0.233613,0.072040,0.505574,0.867356,0.106824,-0.090564
291,2.910000,0.491089,0.099765,-0.194501,0.536837,0.105243,-0.218346,0.589431,0.081960,-0.276426,0.584110,0.174945,-0.266566,0.594569,0.165056,-0.170453,0.600108,0.070832,-0.181962,0.171319,0.067573,-0.476242,0.914234,0.065206,-0.523532,0.874261,0.105255,0.040363,0.975413,0.073035,0.460582,0.233613,0.072049,0.505562,0.867356,0.106806,-0.090566
292,2.920000,0.493133,0.100181,-0.194302,0.539104,0.105232,-0.218181,0.591586,0.081355,-0.275529,0.586112,0.175809,-0.266246,0.596371,0.165942,-0.169689,0.602259,0.072133,-0.181254,0.171313,0.067568,-0.476241,0.914238,0.065213,-0.523532,0.874254,0.105256,0.040367,0.975440,0.073062,0.460576,0.233613,0.072041,0.505563,0.867350,0.106823,-0.090565
293,2.930000,0.495268,0.100819,-0.193711,0.541004,0.106642,-0.217341,0.594123,0.082675,-0.274915,0.588048,0.177244,-0.265917,0.598185,0.167091,-0.169275,0.604553,0.073173,-0.180423,0.171311,0.067574,-0.476245,0.914238,0.065214,-0.523542,0.874248,0.105259,0.040377,0.975430,0.073065,0.460576,0.233609,0.072042,0.505561,0.867359,0.106809,-0.090577
294,2.940000,0.497236,0.101350,-0.193640,0.543216,0.107144,-0.217444,0.596439,0.083658,-0.274309,0.589384,0.178270,-0.265982,0.599689,0.168927,-0.169206,0.606827,0.075171,-0.179353,0.171326,0.067578,-0.476241,0.914231,0.065238,-0.523516,0.874255,0.105256,0.040366,0.975441,0.073049,0.460576,0.233612,0.072036,0.505567,0.867351,0.106813,-0.090575
295,2.950000,0.499207,0.102015,-0.193133,0.545224,0.107731,-0.217190,0.598659,0.084195,-0.273886,0.590983,0.178748,-0.265540,0.601298,0.169855,-0.169041,0.608958,0.076431,-0.178801,0.171321,0.067568,-0.476245,0.914236,0.065223,-0.523534,0.874260,0.105247,0.040362,0.975454,0.073049,0.460570,0.233617,0.072038,0.505560,0.867352,0.106806,-0.090576
296,2.960000,0.501166,0.102433,-0.192987,0.547144,0.108122,-0.216997,0.600721,0.084435,-0.273446,0.592838,0.179470,-0.265558,0.602956,0.170601,-0.169019,0.611047,0.077056,-0.178461,0.171326,0.067581,-0.476248,0.914235,0.065232,-0.523526,0.874260,0.105256,0.040368,0.975435,0.073045,0.460587,0.233604,0.072052,0.505558,0.867347,0.106808,-0.090573
297,2.970000,0.503112,0.102325,-0.193055,0.549091,0.108064,-0.216692,0.602615,0.084853,-0.273489,0.594589,0.179520,-0.265602,0.604798,0.170938,-0.168834,0.612832,0.077597,-0.178319,0.171323,0.067571,-0.476245,0.914230,0.065213,-0.523546,0.874256,0.105269,0.040367,0.975403,0.073064,0.460577,0.233618,0.072048,0.505561,0.867356,0.106807,-0.090571
298,2.980000,0.504857,0.102032,-0.192918,0.550812,0.108026,-0.216609,0.604205,0.083855,-0.273197,0.596546,0.179288,-0.265877,0.606836,0.171326,-0.168882,0.614631,0.076768,-0.178393,0.171323,0.067583,-0.476243,0.914241,0.065202,-0.523547,0.874253,0.105262,0.040362,0.975436,0.073040,0.460573,0.233611,0.072049,0.505565,0.867351,0.106801,-0.090579
299,2.990000,0.506362,0.101755,-0.192829,0.552381,0.107777,-0.216628,0.605856,0.084166,-0.273333,0.598337,0.178443,-0.265470,0.608463,0.170164,-0.168934,0.616288,0.075788,-0.178000,0.171314,0.067564,-0.476252,0.914234,0.065216,-0.523530,0.874254,0.105262,0.040369,0.975436,0.073046,0.460581,0.233608,0.072042,0.505560,0.867346,0.106808,-0.090579
300,3.000000,0.507971,0.101581,-0.192399,0.554094,0.106687,-0.216138,0.607280,0.082791,-0.272998,0.600439,0.177215,-0.264866,0.610418,0.168522,-0.168248,0.617489,0.074985,-0.178124,0.171318,0.067571,-0.476244,0.914232,0.065208,-0.523530,0.874262,0.105246,0.040368,0.975461,0.073047,0.460567,0.233608,0.072037,0.505569,0.867353,0.106813,-0.090574
301,3.010000,0.509379,0.100528,-0.192076,0.555477,0.106053,-0.215842,0.608708,0.081532,-0.272579,0.602305,0.176522,-0.264548,0.612124,0.167231,-0.167882,0.618775,0.073701,-0.177573,0.171327,0.067575,-0.476241,0.914234,0.065212,-0.523546,0.874250,0.105259,0.040369,0.975447,0.073064,0.460567,0.233607,0.072043,0.505565,0.867351,0.106804,-0.090579
302,3.020000,0.510655,0.100216,-0.191667,0.556849,0.105123,-0.215480,0.609943,0.080472,-0.272164,0.604095,0.175215,-0.263869,0.613692,0.166501,-0.167261,0.619800,0.072582,-0.177043,0.171325,0.067572,-0.476246,0.914241,0.065233,-0.523531,0.874256,0.105246,0.040370,0.975458,0.073071,0.460579,0.233613,0.072036,0.505565,0.867355,0.106812,-0.090576
303,3.030000,0.512049,0.099530,-0.191393,0.558126,0.104464,-0.215168,0.611383,0.079494,-0.271555,0.606211,0.174238,-0.263519,0.615267,0.165211,-0.166532,0.620875,0.071091,-0.176911,0.171318,0.067582,-0.476245,0.914241,0.065227,-0.523521,0.874263,0.105249,0.040377,0.975443,0.073070,0.460566,0.233611,0.072037,0.505566,0.867356,0.106790,-0.090584
304,3.040000,0.513153,0.098805,-0.191204,0.559409,0.103608,-0.214525,0.612522,0.078860,-0.271005,0.607252,0.173892,-0.262652,0.616572,0.164777,-0.166132,0.621898,0.070528,-0.176167,0.171318,0.067583,-0.476236,0.914230,0.065221,-0.523533,0.874248,0.105248,0.040372,0.975421,0.073077,0.460586,0.233605,0.072042,0.505569,0.867357,0.106810,-0.090565
305,3.050000,0.514468,0.098665,-0.190603,0.560635,0.103327,-0.213795,0.613821,0.078380,-0.270402,0.608560,0.173298,-0.262149,0.617846,0.163657,-0.165396,0.623333,0.069725,-0.175755,0.171318,0.067588,-0.476238,0.914236,0.065229,-0.523529,0.874255,0.105254,0.040378,0.975441,0.073052,0.460568,0.233612,0.072045,0.505573,0.867355,0.106801,-0.090579
306,3.060000,0.515484,0.098161,-0.190236,0.561854,0.102935,-0.213438,0.614963,0.078114,-0.270077,0.610422,0.172160,-0.261604,0.619036,0.163963,-0.164825,0.624234,0.069556,-0.175707,0.171319,0.067589,-0.476238,0.914241,0.065186,-0.523562,0.874241,0.105257,0.040374,0.975455,0.073071,0.460584,0.233608,0.072035,0.505569,0.867357,0.106799,-0.090579
307,3.070000,0.516536,0.097532,-0.189982,0.562869,0.102410,-0.213486,0.616241,0.077930,-0.269614,0.611028,0.172583,-0.261070,0.620021,0.162735,-0.164282,0.625184,0.069120,-0.174647,0.171321,0.067565,-0.476241,0.914237,0.065239,-0.523520,0.874254,0.105257,0.040380,0.975461,0.073049,0.460575,0.233608,0.072048,0.505563,0.867352,0.106813,-0.090573
308,3.080000,0.517585,0.097371,-0.189565,0.563923,0.101975,-0.212718,0.617296,0.077173,-0.269071,0.612149,0.172206,-0.260579,0.621148,0.163131,-0.163792,0.626017,0.068096,-0.174337,0.171320,0.067596,-0.476240,0.914236,0.065230,-0.523520,0.874249,0.105256,0.040376,0.975439,0.073096,0.460581,0.233616,0.072036,0.505567,0.867358,0.106806,-0.090575
309,3.090000,0.518259,0.097112,-0.188999,0.564725,0.101648,-0.212323,0.618135,0.076768,-0.268355,0.613191,0.171447,-0.259769,0.621965,0.162567,-0.162937,0.626955,0.068495,-0.173150,0.171318,0.067588,-0.476234,0.914241,0.065240,-0.523511,0.874251,0.105246,0.040368,0.975462,0.073063,0.460579,0.233611,0.072044,0.505561,0.867357,0.106802,-0.090576
310,3.100000,0.518958,0.096924,-0.188174,0.565544,0.101524,-0.211674,0.618991,0.076592,-0.267639,0.614605,0.170348,-0.259362,0.622705,0.161238,-0.162298,0.627421,0.068091,-0.172552,0.171316,0.067582,-0.476241,0.914237,0.065228,-0.523511,0.874249,0.105261,0.040368,0.975450,0.073058,0.460581,0.233612,0.072050,0.505572,0.867354,0.106798,-0.090573
