Format Version,1.23,Take Name,linear_t1_may_15,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-15 10.28.55.675 AM,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,table,table,table,table,table,table,table,table,"table:Marker1","table:Marker1","table:Marker1","table:Marker1","table:Marker2","table:Marker2","table:Marker2","table:Marker2","table:Marker3","table:Marker3","table:Marker3","table:Marker3","table:Marker4","table:Marker4","table:Marker4","table:Marker4","table:Marker5","table:Marker5","table:Marker5","table:Marker5","table:Marker6","table:Marker6","table:Marker6","table:Marker6",noark,noark,noark,noark,noark,noark,noark,noark,"noark:Marker1","noark:Marker1","noark:Marker1","noark:Marker1","noark:Marker2","noark:Marker2","noark:Marker2","noark:Marker2","noark:Marker3","noark:Marker3","noark:Marker3","noark:Marker3","noark:Marker4","noark:Marker4","noark:Marker4","noark:Marker4","noark:Marker5","noark:Marker5","noark:Marker5","noark:Marker5","noark:Marker6","noark:Marker6","noark:Marker6","noark:Marker6",noark:Marker1,noark:Marker1,noark:Marker1,noark:Marker2,noark:Marker2,noark:Marker2,noark:Marker3,noark:Marker3,noark:Marker3,noark:Marker4,noark:Marker4,noark:Marker4,noark:Marker5,noark:Marker5,noark:Marker5,noark:Marker6,noark:Marker6,noark:Marker6,table:Marker1,table:Marker1,table:Marker1,table:Marker2,table:Marker2,table:Marker2,table:Marker3,table:Marker3,table:Marker3,table:Marker4,table:Marker4,table:Marker4,table:Marker5,table:Marker5,table:Marker5,table:Marker6,table:Marker6,table:Marker6
,ID,"423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","423154F2501311F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","296D216B501A11F1EA32166A2DC3CB7","C4FF0","C4FF0","C4FF0","C5020","C5020","C5020","C5210","C5210","C5210","C5230","C5230","C5230","C5240","C5240","C5240","C52C0","C52C0","C52C0","C4520","C4520","C4520","C3890","C3890","C3890","C4B40","C4B40","C4B40","C3550","C3550","C3550","C51F0","C51F0","C51F0","C3660","C3660","C3660"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.000968,0.008680,-0.000145,-0.999962,0.672704,0.081656,-0.013955,0.000196,0.171270,0.067651,-0.476371,0.954557,0.914421,0.064949,-0.523638,0.911632,0.874112,0.105864,0.040387,0.845295,0.975548,0.072911,0.460774,0.939129,0.233606,0.071895,0.505791,0.935779,0.867267,0.106668,-0.090675,0.948255,-0.054378,-0.080901,-0.006517,-0.995216,0.437396,0.097926,-0.237010,0.000539,0.362417,0.081640,-0.212912,0.875783,0.407912,0.086859,-0.237058,0.841123,0.459924,0.062518,-0.295708,0.808264,0.455587,0.157348,-0.286526,0.826498,0.466895,0.146443,-0.190001,0.865567,0.471641,0.052750,-0.199855,0.751822,0.362423,0.082136,-0.212886,0.408185,0.086691,-0.237606,0.460110,0.062147,-0.295063,0.455049,0.157063,-0.286193,0.466991,0.146713,-0.189547,0.471614,0.052812,-0.200846,0.171319,0.067548,-0.476230,0.914245,0.065227,-0.523509,0.874240,0.105258,0.040393,0.975461,0.073054,0.460598,0.233605,0.072035,0.505575,0.867355,0.106815,-0.090559
1,0.010000,0.000965,0.008677,-0.000141,-0.999962,0.672705,0.081648,-0.013955,0.000195,0.171268,0.067649,-0.476368,0.953132,0.914419,0.064941,-0.523639,0.912230,0.874113,0.105853,0.040386,0.843606,0.975552,0.072897,0.460773,0.937426,0.233610,0.071887,0.505794,0.935544,0.867268,0.106658,-0.090676,0.949747,-0.056162,-0.082612,-0.007580,-0.994969,0.440083,0.099133,-0.237985,0.000426,0.365218,0.082605,-0.213696,0.918735,0.410622,0.088006,-0.237975,0.821745,0.462485,0.063989,-0.296889,0.794741,0.457989,0.158775,-0.287340,0.892439,0.469642,0.147534,-0.190894,0.904407,0.474543,0.053888,-0.201114,0.825739,0.365214,0.082895,-0.213548,0.410885,0.087652,-0.238535,0.462528,0.063415,-0.296304,0.457735,0.159112,-0.287252,0.469744,0.147559,-0.190527,0.474393,0.054160,-0.201737,0.171307,0.067550,-0.476213,0.914246,0.065218,-0.523509,0.874260,0.105245,0.040389,0.975449,0.073049,0.460602,0.233606,0.072021,0.505573,0.867362,0.106802,-0.090572
2,0.020000,0.000972,0.008674,-0.000144,-0.999962,0.672708,0.081651,-0.013961,0.000190,0.171268,0.067643,-0.476371,0.953132,0.914419,0.064939,-0.523646,0.912230,0.874116,0.105859,0.040378,0.843606,0.975557,0.072909,0.460765,0.937426,0.233616,0.071896,0.505790,0.935544,0.867270,0.106661,-0.090684,0.949747,-0.059657,-0.085016,-0.007466,-0.994564,0.442939,0.100114,-0.238904,0.000457,0.368185,0.083457,-0.214363,0.918735,0.413472,0.089003,-0.238827,0.821745,0.465032,0.065369,-0.298161,0.794741,0.460634,0.160089,-0.287931,0.892439,0.472755,0.148172,-0.191625,0.904407,0.477555,0.054597,-0.202518,0.825739,0.368102,0.083917,-0.214310,0.413879,0.088676,-0.239313,0.465214,0.064948,-0.297302,0.460152,0.160263,-0.287984,0.472863,0.148181,-0.191224,0.477436,0.054671,-0.203230,0.171315,0.067542,-0.476232,0.914239,0.065212,-0.523529,0.874246,0.105266,0.040392,0.975474,0.073052,0.460602,0.233618,0.072032,0.505567,0.867356,0.106804,-0.090569
3,0.030000,0.000971,0.008671,-0.000142,-0.999962,0.672700,0.081647,-0.013959,0.000192,0.171258,0.067642,-0.476366,0.954253,0.914408,0.064935,-0.523646,0.916456,0.874108,0.105853,0.040379,0.846672,0.975552,0.072902,0.460765,0.936140,0.233611,0.071891,0.505794,0.938735,0.867262,0.106656,-0.090683,0.948492,-0.057461,-0.084670,-0.010160,-0.994699,0.445777,0.101598,-0.239428,0.000322,0.371093,0.084611,-0.214901,0.895179,0.416373,0.090319,-0.239338,0.882247,0.468131,0.066746,-0.298525,0.858725,0.463183,0.161479,-0.288671,0.818755,0.475268,0.150009,-0.192306,0.898427,0.480612,0.056420,-0.202827,0.000000,0.371161,0.085024,-0.214918,0.416491,0.090156,-0.239764,0.468338,0.066272,-0.298298,0.462610,0.161915,-0.288751,0.475449,0.149797,-0.192010,0.480563,0.056367,-0.204010,0.171306,0.067550,-0.476215,0.914240,0.065201,-0.523535,0.874237,0.105254,0.040387,0.975450,0.073058,0.460590,0.233609,0.072018,0.505584,0.867357,0.106798,-0.090568
4,0.040000,0.000975,0.008676,-0.000141,-0.999962,0.672722,0.081652,-0.013967,0.000196,0.171285,0.067643,-0.476379,0.954253,0.914436,0.064935,-0.523650,0.916456,0.874130,0.105858,0.040373,0.846672,0.975569,0.072911,0.460761,0.936140,0.233628,0.071901,0.505782,0.938735,0.867285,0.106660,-0.090688,0.948492,-0.057202,-0.085513,-0.011458,-0.994628,0.448781,0.103192,-0.240255,0.000670,0.374181,0.086010,-0.215608,0.895179,0.419408,0.091834,-0.240117,0.882247,0.471139,0.068384,-0.299376,0.858725,0.465949,0.163106,-0.289543,0.818755,0.478213,0.151698,-0.193194,0.898427,0.483795,0.058121,-0.203694,0.000000,0.374250,0.086354,-0.215426,0.419591,0.091618,-0.240636,0.471197,0.068314,-0.298980,0.465769,0.162410,-0.289052,0.478168,0.152368,-0.192771,0.483690,0.058063,-0.204791,0.171314,0.067545,-0.476242,0.914236,0.065201,-0.523532,0.874378,0.105270,0.040378,0.975451,0.073056,0.460600,0.233606,0.072029,0.505567,0.867350,0.106808,-0.090572
5,0.050000,0.000977,0.008670,-0.000154,-0.999962,0.672703,0.081654,-0.013966,0.000196,0.171260,0.067631,-0.476372,0.953621,0.914411,0.064942,-0.523652,0.914314,0.874111,0.105866,0.040372,0.845614,0.975556,0.072923,0.460759,0.937281,0.233615,0.071895,0.505789,0.935462,0.867264,0.106667,-0.090689,0.947787,-0.059894,-0.087384,-0.015093,-0.994258,0.451667,0.104864,-0.240983,0.000402,0.377275,0.087013,-0.216185,0.872003,0.422375,0.093299,-0.240813,0.854763,0.474064,0.070566,-0.300387,0.757426,0.468246,0.165189,-0.289970,0.866627,0.480922,0.153293,-0.193733,0.903629,0.487122,0.059822,-0.204812,0.825247,0.377278,0.087504,-0.216040,0.422674,0.093038,-0.241237,0.474335,0.069920,-0.299716,0.467835,0.165528,-0.290002,0.480869,0.153325,-0.193352,0.487031,0.059822,-0.205506,0.171311,0.067541,-0.476218,0.914231,0.065206,-0.523529,0.874242,0.105263,0.040382,0.975470,0.073079,0.460582,0.233605,0.072020,0.505564,0.867358,0.106814,-0.090574
