timestamp,magnitude,direction,given_Fx,given_Fz,measured_Fx,measured_Fy,measured_magnitude,measured_direction,t_sec,step
2026-06-17 14:42:18.119088,0.0,0.0,0.0,0.0,0.049,-0.029,0.05693856338194704,-30.618605408909396,0.0,0
2026-06-17 14:42:18.129088,0.0,0.0,0.0,0.0,0.059295202952029516,0.002897014424689712,0.05936593118699673,2.797103429051627,0.01,0
2026-06-17 14:42:18.139088,0.0,0.0,0.0,0.0,0.06711901368301028,-0.04029404218928165,0.07828519549526418,-30.977961310375864,0.02,0
2026-06-17 14:42:18.149088,5.0,-130.240575,-3.229992,-3.816694,0.04269983167447307,-0.02048957113583138,0.047361357142280326,-25.634082464568454,0.03,1
2026-06-17 14:42:18.159088,5.0,-130.240575,-3.229992,-3.816694,0.035747255562060896,-0.024514746779859483,0.04334557751258973,-34.44154350932988,0.04,1
2026-06-17 14:42:18.169088,5.0,-130.240575,-3.229992,-3.816694,0.02879467944964872,-0.028539922423887587,0.04054208599183747,-44.745417150537946,0.05,1
2026-06-17 14:42:18.179088,5.0,-130.240575,-3.229992,-3.816694,-0.10036880113119875,-0.0043997071002929294,0.10046518632383306,-177.49002312281985,0.06,1
2026-06-17 14:42:18.189088,5.0,-130.240575,-3.229992,-3.816694,-0.24530365619634384,0.02337526512473487,0.24641486717108954,174.55665604368502,0.07,1
2026-06-17 14:42:18.199088,5.0,-130.240575,-3.229992,-3.816694,0.1325431034482726,-0.03563793103448153,0.13725063351445033,-15.04964297460231,0.08,1
2026-06-17 14:42:18.209088,5.0,-130.240575,-3.229992,-3.816694,-0.2988289888759752,-0.41749248713265796,0.5134186804206196,-125.59398624330188,0.09,1
2026-06-17 14:42:18.219088,5.0,-130.240575,-3.229992,-3.816694,-0.42833255852565144,-0.5299779594886267,0.6814289531835722,-128.94542932544226,0.1,1
2026-06-17 14:42:18.229088,5.0,-130.240575,-3.229992,-3.816694,-0.5623361248572516,-0.6473361248572516,0.8574765162176009,-130.98060584810474,0.11,1
2026-06-17 14:42:18.239088,5.0,-130.240575,-3.229992,-3.816694,-1.3640124137930991,-1.325351724137927,1.9018641007330288,-135.82359311381322,0.12,1
2026-06-17 14:42:18.249088,5.0,-130.240575,-3.229992,-3.816694,-2.0699427929614367,-1.8574166978659672,2.7811256634039943,-138.09749670821543,0.13,1
2026-06-17 14:42:18.259088,5.0,-130.240575,-3.229992,-3.816694,-4.449810869565219,-4.1483384057971024,6.083545701637493,-137.0081096627843,0.14,1
2026-06-17 14:42:18.269088,5.0,-130.240575,-3.229992,-3.816694,-2.846890357989274,-2.476155170263192,3.7730795297254778,-138.98405675317053,0.15,1
2026-06-17 14:42:18.279088,5.0,-130.240575,-3.229992,-3.816694,-2.6160984710338058,-2.310751297517183,3.49049319854985,-138.54643571766044,0.16,1
2026-06-17 14:42:18.289088,5.0,-130.240575,-3.229992,-3.816694,-2.585939963529247,-2.451023425445364,3.5629484036482437,-136.5343173550143,0.17,1
2026-06-17 14:42:18.299088,5.0,-130.240575,-3.229992,-3.816694,-3.099534270857953,-3.0209998818246273,4.328227464240686,-135.73513879739974,0.18,1
2026-06-17 14:42:18.309088,5.0,-130.240575,-3.229992,-3.816694,-3.0906711179390216,-3.064133892696762,4.352144812806147,-135.24703651568643,0.19,1
2026-06-17 14:42:18.319088,5.0,-130.240575,-3.229992,-3.816694,-3.0522667364016733,-3.059444560669456,4.321635483234795,-134.93270970640515,0.2,1
2026-06-17 14:42:18.329088,5.0,-130.240575,-3.229992,-3.816694,-3.139944538526672,-3.011990262489416,4.351015633889924,-136.19152483487755,0.21,1
2026-06-17 14:42:18.339088,5.0,-130.240575,-3.229992,-3.816694,-3.3168393549524136,-2.958441575608037,4.444524706067828,-138.2687615000665,0.22,1
2026-06-17 14:42:18.349088,5.0,-130.240575,-3.229992,-3.816694,-3.2209187707401536,-2.891735968835666,4.32856265302516,-138.0825533117621,0.23,1
2026-06-17 14:42:18.359088,5.0,-130.240575,-3.229992,-3.816694,-3.154069350262108,-2.8994308661568797,4.28425638984014,-137.4087079963001,0.24,1
2026-06-17 14:42:18.369088,5.0,-130.240575,-3.229992,-3.816694,-2.9977101568951245,-2.9599256812551613,4.212769424417389,-135.36337601329865,0.25,1
2026-06-17 14:42:18.379088,5.0,-130.240575,-3.229992,-3.816694,-3.2119442753453527,-2.9150837040505735,4.337545276944668,-137.77386804642575,0.26,1
2026-06-17 14:42:18.389088,5.0,-130.240575,-3.229992,-3.816694,-2.990563936857718,-2.915335416887382,4.1764402609629006,-135.72978615775375,0.27,1
2026-06-17 14:42:18.399088,5.0,-130.240575,-3.229992,-3.816694,-3.03716812865497,-2.897657407407408,4.197714698787967,-136.34661139124586,0.28,1
2026-06-17 14:42:18.409088,5.0,-130.240575,-3.229992,-3.816694,-3.196913201795241,-2.89944855618596,4.315907314781163,-137.79346318650235,0.29,1
