timestamp,step,target_angle_deg,target_mag_N,T1,T3,tau1,tau2,feasible
2026-06-15 19:36:40.994261,0,-129.712,5.000,4.9678,0.4360,-0.1639,0.0144,1
2026-06-15 19:36:45.172467,1,-129.712,10.000,9.9325,0.8988,-0.3278,0.0297,1
2026-06-15 19:36:49.169608,2,-129.712,15.000,14.8982,1.3748,-0.4916,0.0454,1
2026-06-15 19:36:53.160247,3,-129.712,24.000,23.8374,2.1788,-0.7866,0.0719,1
2026-06-15 19:36:57.176316,4,-116.667,24.000,22.5770,7.4863,-0.7450,0.2470,1
2026-06-15 19:37:01.156435,5,-116.667,15.000,14.1123,4.6839,-0.4657,0.1546,1
2026-06-15 19:37:05.156270,6,-116.667,10.000,9.4064,3.1310,-0.3104,0.1033,1
2026-06-15 19:37:09.161628,7,-116.667,5.000,4.7030,1.5691,-0.1552,0.0518,1
2026-06-15 19:37:13.156268,8,-103.622,5.000,4.1966,2.5983,-0.1385,0.0857,1
2026-06-15 19:37:17.162132,9,-103.622,10.000,8.3919,5.2091,-0.2769,0.1719,1
2026-06-15 19:37:21.170165,10,-103.622,15.000,12.5850,7.8199,-0.4153,0.2581,1
2026-06-15 19:37:25.170416,11,-103.622,24.000,20.1392,12.4786,-0.6646,0.4118,1
2026-06-15 19:37:29.163900,12,-90.577,24.000,16.6862,16.7851,-0.5506,0.5539,1
2026-06-15 19:37:33.173239,13,-90.577,15.000,10.5092,10.4246,-0.3468,0.3440,1
2026-06-15 19:37:37.167423,14,-90.577,10.000,6.9598,6.9829,-0.2297,0.2304,1
2026-06-15 19:37:41.174476,15,-90.577,5.000,3.4785,3.4948,-0.1148,0.1153,1
2026-06-15 19:37:45.181294,16,-77.533,5.000,2.5771,4.2113,-0.0850,0.1390,1
2026-06-15 19:37:49.175765,17,-77.533,10.000,5.1586,8.4146,-0.1702,0.2777,1
2026-06-15 19:37:53.162230,18,-77.533,15.000,7.7379,12.6306,-0.2554,0.4168,1
2026-06-15 19:37:57.164767,19,-77.533,24.000,12.3689,20.2196,-0.4082,0.6672,1
2026-06-15 19:38:01.166052,20,-64.488,24.000,7.4108,22.6326,-0.2446,0.7469,1
2026-06-15 19:38:05.163432,21,-64.488,15.000,4.6455,14.1389,-0.1533,0.4666,1
2026-06-15 19:38:09.165942,22,-64.488,10.000,3.0934,9.4245,-0.1021,0.3110,1
2026-06-15 19:38:13.192070,23,-64.488,5.000,1.5472,4.7106,-0.0511,0.1554,1
2026-06-15 19:38:17.163288,24,-51.443,5.000,0.4260,4.9696,-0.0141,0.1640,1
2026-06-15 19:38:21.167126,25,-51.443,10.000,0.8524,9.9388,-0.0281,0.3280,1
2026-06-15 19:38:25.162595,26,-51.443,15.000,1.2596,14.9115,-0.0416,0.4921,1
2026-06-15 19:38:29.160839,27,-51.443,24.000,2.0309,23.8554,-0.0670,0.7872,1
