timestamp,t_rel,step,target_mag,target_angle,Fml,Fdl,lc_Fx,lc_Fy,gui_Fx,gui_Fz
2026-06-15 19:36:41.004248,0.009987,0,5.0,-129.712,2.4425767644027077,-136.2523939150549,-1.7645,-1.689,-3.194616,-3.846352
2026-06-15 19:36:41.014248,0.019987,0,5.0,-129.712,2.4425767644027077,-136.2523939150549,-1.7645,-1.689,-3.194616,-3.846352
2026-06-15 19:36:41.024248,0.029987,0,5.0,-129.712,2.436471424006446,-136.14742532981842,-1.757,-1.688,-3.194616,-3.846352
2026-06-15 19:36:41.034248,0.039987,0,5.0,-129.712,,,,,-3.194616,-3.846352
2026-06-15 19:36:41.044248,0.049987,0,5.0,-129.712,2.4350295686089725,-136.114822182045,-1.755,-1.688,-3.194616,-3.846352
2026-06-15 19:36:41.054248,0.059987,0,5.0,-129.712,2.441780753876154,-136.1532277836815,-1.761,-1.6915,-3.194616,-3.846352
2026-06-15 19:36:41.064248,0.069987,0,5.0,-129.712,2.4297068238781403,-136.0922482712496,-1.7505,-1.685,-3.194616,-3.846352
2026-06-15 19:36:41.074248,0.079987,0,5.0,-129.712,2.4297068238781403,-136.0922482712496,-1.7505,-1.685,-3.194616,-3.846352
2026-06-15 19:36:41.084248,0.089987,0,5.0,-129.712,2.4293601009319303,-136.100744163299,-1.7505,-1.6844999999999999,-3.194616,-3.846352
2026-06-15 19:36:41.094248,0.099987,0,5.0,-129.712,2.4367632732787157,-136.0724557177015,-1.755,-1.6905000000000001,-3.194616,-3.846352
2026-06-15 19:36:41.104248,0.109987,0,5.0,-129.712,2.4349140641919993,-135.96510046959887,-1.7505,-1.6925,-3.194616,-3.846352
2026-06-15 19:36:41.114248,0.119987,0,5.0,-129.712,2.4328050682288542,-135.98259290191493,-1.7495,-1.6905000000000001,-3.194616,-3.846352
2026-06-15 19:36:41.124248,0.129987,0,5.0,-129.712,2.4328050682288542,-135.98259290191493,-1.7495,-1.6905000000000001,-3.194616,-3.846352
2026-06-15 19:36:41.134248,0.139987,0,5.0,-129.712,2.4349140641919993,-135.96510046959887,-1.7505,-1.6925,-3.194616,-3.846352
2026-06-15 19:36:41.144248,0.149987,0,5.0,-129.712,2.434554630728175,-135.9569211316412,-1.75,-1.6925,-3.194616,-3.846352
2026-06-15 19:36:41.154248,0.159987,0,5.0,-129.712,2.4331646573957957,-135.9907743278259,-1.75,-1.6905000000000001,-3.194616,-3.846352
2026-06-15 19:36:41.164248,0.169987,0,5.0,-129.712,2.4331646573957957,-135.9907743278259,-1.75,-1.6905000000000001,-3.194616,-3.846352
2026-06-15 19:36:41.174248,0.179987,0,5.0,-129.712,2.4391802926393122,-135.99663671847068,-1.7545,-1.6945000000000001,-3.194616,-3.846352
