Format Version,1.23,Take Name,rotation_random_t0_mixed_may_12,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-12 06.55.00.540 PM,Total Frames in Take,4461,Total Exported Frames,4461,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
361,3.610000,-0.000223,-0.000168,0.000148,1.000000,0.320936,0.078560,0.036895,0.000910,-0.177908,0.063705,-0.429307,0.801191,0.565735,0.061527,-0.470207,0.811216,0.620497,0.071687,0.513773,0.901885,-0.122068,0.069933,0.553134,0.798176,0.515514,0.103229,-0.037605,0.919384,0.523845,0.101281,0.091580,0.255376,-0.022329,0.729788,-0.008942,0.683250,0.016354,0.099615,0.222282,0.000851,0.093472,0.141971,0.152019,0.709717,0.002788,0.139611,0.117393,0.749963,0.030739,0.076617,0.187352,0.865298,0.016320,0.139009,0.366534,0.811709,0.051216,0.141651,0.275475,0.594297,-0.046449,0.138385,0.238311,0.797460,0.054040,0.043042,0.276398,0.589429,0.006569,0.046719,0.115239,0.000000,-0.044452,0.043573,0.238343,0.490105,0.096978,0.048806,0.149413,0.849956,-0.081325,0.136376,0.328620,0.734591,0.019429,0.044756,0.366528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093836,0.142480,0.152997,0.096839,0.048516,0.148907,-0.082162,0.136819,0.328140,0.002888,0.139819,0.118367,0.030331,0.076607,0.187703,0.016899,0.139442,0.366323,0.052606,0.140823,0.275344,-0.047108,0.137970,0.238087,0.054108,0.044280,0.275321,,,,-0.044429,0.041540,0.238510,-0.177209,0.063442,-0.429033,0.565998,0.061675,-0.470899,0.620332,0.071364,0.513622,-0.122428,0.070144,0.553825,0.515302,0.103282,-0.037842,0.521675,0.102971,0.092724
362,3.620000,-0.000318,-0.000153,0.000039,1.000000,0.320970,0.078631,0.036912,0.000848,-0.177891,0.063795,-0.429272,0.801191,0.565750,0.061447,-0.470194,0.811216,0.620544,0.071783,0.513782,0.901885,-0.122020,0.070199,0.553167,0.798176,0.515552,0.103243,-0.037599,0.919384,0.523886,0.101318,0.091587,0.255376,-0.021533,0.731765,-0.008899,0.681159,0.013322,0.099539,0.219699,0.000809,0.090087,0.141878,0.149042,0.709717,-0.000797,0.139668,0.114934,0.749963,0.027478,0.076563,0.184663,0.865298,0.014164,0.138776,0.363993,0.811709,0.048540,0.141474,0.272737,0.594297,-0.049341,0.138369,0.236131,0.797460,0.051248,0.042861,0.273537,0.589429,0.002857,0.046774,0.112657,0.000000,-0.047461,0.043555,0.236048,0.490105,0.093463,0.048712,0.146313,0.849956,-0.083701,0.136304,0.326636,0.734591,0.017020,0.044805,0.363820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090508,0.142332,0.150225,0.093303,0.048565,0.145807,-0.084506,0.136891,0.326259,-0.000540,0.139833,0.116075,0.026975,0.076527,0.184926,0.014695,0.139197,0.363737,0.049997,0.140552,0.272498,-0.049827,0.137947,0.235968,0.051239,0.043977,0.272492,,,,-0.047584,0.042167,0.236033,-0.177214,0.063438,-0.429045,0.565935,0.061685,-0.470820,0.620281,0.071373,0.513631,-0.122198,0.070502,0.553764,0.515362,0.103299,-0.037757,0.521669,0.102960,0.092707
363,3.630000,-0.000103,-0.000166,0.000228,1.000000,0.320951,0.078665,0.036872,0.000543,-0.177893,0.063842,-0.429330,0.782120,0.565750,0.061792,-0.470235,0.813206,0.620515,0.071725,0.513747,0.875122,-0.122050,0.069845,0.553112,0.825293,0.515525,0.103383,-0.037622,0.963712,0.523856,0.101405,0.091563,0.000000,-0.020607,0.733948,-0.009463,0.678827,0.010219,0.099397,0.216937,0.000785,0.086630,0.141589,0.145809,0.652102,-0.004473,0.139597,0.112278,0.744711,0.024101,0.076401,0.181803,0.888146,0.012066,0.138576,0.361236,0.815408,0.045868,0.141231,0.269765,0.548300,-0.052250,0.138361,0.233780,0.830642,0.048358,0.042612,0.270512,0.615010,-0.001044,0.046695,0.109944,0.000000,-0.050584,0.043543,0.233651,0.695338,0.089778,0.048417,0.143025,0.859393,-0.086039,0.136339,0.324501,0.729587,0.014484,0.043897,0.360762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086982,0.142237,0.146989,0.089575,0.048157,0.142569,-0.086804,0.136965,0.324061,-0.004305,0.139711,0.113279,0.023790,0.076385,0.182124,0.012674,0.138958,0.361064,0.047339,0.140203,0.269557,-0.052724,0.137910,0.233605,0.048167,0.043761,0.269503,,,,-0.050692,0.042337,0.233512,-0.177167,0.063443,-0.429059,0.565705,0.062215,-0.470849,0.620189,0.071367,0.513626,-0.122274,0.070244,0.553640,0.515416,0.103305,-0.037678,,,
364,3.640000,-0.000032,-0.000214,0.000305,1.000000,0.320944,0.078644,0.036874,0.000533,-0.177852,0.063810,-0.429379,0.782120,0.565795,0.061881,-0.470211,0.813206,0.620463,0.071682,0.513777,0.875122,-0.122105,0.069681,0.553070,0.825293,0.515522,0.103403,-0.037598,0.963712,0.523841,0.101408,0.091587,0.000000,-0.019391,0.735710,-0.010595,0.676937,0.007120,0.099172,0.214093,0.000865,0.083312,0.141099,0.142574,0.652102,-0.007967,0.139418,0.109509,0.744711,0.020744,0.076128,0.178891,0.888146,0.009837,0.138352,0.358379,0.815408,0.043182,0.140887,0.266737,0.548300,-0.055128,0.138352,0.231253,0.830642,0.045337,0.042260,0.267477,0.615010,-0.004868,0.046505,0.107163,0.000000,-0.053788,0.043528,0.231121,0.695338,0.086127,0.047917,0.139780,0.859393,-0.088461,0.136450,0.322144,0.729587,0.012052,0.044257,0.357839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083663,0.141185,0.143517,0.085992,0.047955,0.139245,-0.089314,0.137075,0.321677,-0.007885,0.139433,0.110704,0.020376,0.076339,0.179162,0.010365,0.138690,0.358136,0.044539,0.139915,0.266339,-0.055567,0.137939,0.231068,0.045245,0.043569,0.266470,,,,-0.053847,0.041687,0.231346,-0.177139,0.063465,-0.429076,0.565691,0.062255,-0.470799,0.620128,0.071372,0.513601,-0.122356,0.070029,0.553546,0.515513,0.103329,-0.037608,,,
365,3.650000,0.000010,-0.000258,0.000345,1.000000,0.320918,0.078618,0.036882,0.000750,-0.177836,0.063784,-0.429417,0.786386,0.565814,0.061917,-0.470184,0.828648,0.620396,0.071641,0.513810,0.882183,-0.122176,0.069577,0.553038,0.841141,0.515500,0.103398,-0.037572,0.964399,0.523808,0.101393,0.091615,0.169900,-0.018836,0.737276,-0.010488,0.675247,0.004000,0.099385,0.211101,0.000917,0.079894,0.141316,0.139269,0.684711,-0.011537,0.139734,0.106622,0.717159,0.017443,0.076361,0.175816,0.885319,0.007410,0.138435,0.355407,0.798411,0.040335,0.141026,0.263615,0.549035,-0.058138,0.138597,0.228581,0.802815,0.042417,0.042397,0.264258,0.604969,-0.008521,0.046821,0.104181,0.000000,-0.056873,0.043773,0.228360,0.407200,0.082624,0.048134,0.136381,0.864654,-0.091055,0.136641,0.319623,0.734124,0.009454,0.043627,0.354602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080274,0.141798,0.140371,0.082443,0.047947,0.135906,-0.091893,0.137077,0.319135,-0.011423,0.139964,0.107724,0.017157,0.076323,0.176172,0.008022,0.138887,0.355138,0.041723,0.139942,0.263225,-0.058701,0.138071,0.228410,0.042351,0.043565,0.263196,,,,-0.056900,0.041417,0.228625,-0.177117,0.063461,-0.429087,0.565661,0.062260,-0.470758,0.620083,0.071367,0.513588,-0.122495,0.069885,0.553493,0.515614,0.103316,-0.037550,0.521117,0.103336,0.091716
366,3.660000,0.000014,-0.000284,0.000367,1.000000,0.320944,0.078617,0.036870,0.000527,-0.177785,0.063764,-0.429454,0.786386,0.565868,0.061931,-0.470183,0.828648,0.620398,0.071648,0.513814,0.882183,-0.122176,0.069551,0.553003,0.841141,0.515529,0.103406,-0.037573,0.964399,0.523831,0.101401,0.091613,0.169900,-0.019885,0.739032,-0.010515,0.673294,0.000784,0.099368,0.208033,0.000789,0.076239,0.141298,0.135739,0.684711,-0.015360,0.139539,0.103577,0.717159,0.014074,0.076310,0.172711,0.885319,0.004900,0.138639,0.352260,0.798411,0.037337,0.141139,0.260292,0.549035,-0.061316,0.138519,0.225781,0.802815,0.039561,0.042513,0.261072,0.604969,-0.012226,0.046627,0.101258,0.000000,-0.059919,0.043697,0.225695,0.407200,0.079085,0.048115,0.132975,0.864654,-0.093750,0.136654,0.316999,0.734124,0.007001,0.043999,0.351637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076425,0.141335,0.136564,0.078924,0.048055,0.132550,-0.094505,0.137078,0.316571,-0.015271,0.139786,0.104583,0.013813,0.076473,0.173093,0.005558,0.139144,0.352067,0.038774,0.140200,0.259990,-0.061814,0.138152,0.225616,0.039422,0.043638,0.259959,,,,-0.060026,0.042072,0.225717,-0.177086,0.063450,-0.429127,0.565633,0.062286,-0.470742,0.620065,0.071384,0.513566,-0.122496,0.069863,0.553412,0.515726,0.103313,-0.037499,,,
367,3.670000,0.000019,-0.000303,0.000365,1.000000,0.320945,0.078629,0.036874,0.000734,-0.177766,0.063782,-0.429470,0.797832,0.565888,0.061946,-0.470170,0.824654,0.620380,0.071655,0.513830,0.873606,-0.122195,0.069561,0.552989,0.853898,0.515533,0.103418,-0.037561,0.913299,0.523829,0.101411,0.091626,0.174769,-0.019733,0.740644,-0.010553,0.671525,-0.002268,0.099363,0.204962,0.000803,0.072856,0.141273,0.132313,0.752177,-0.018897,0.139551,0.100589,0.677105,0.010844,0.076304,0.169575,0.894186,0.002552,0.138616,0.349173,0.776983,0.034550,0.141114,0.257051,0.596044,-0.064268,0.138536,0.223012,0.722979,0.036741,0.042488,0.257809,0.504089,-0.015808,0.046638,0.098245,0.000000,-0.062906,0.043712,0.222908,0.628554,0.075654,0.048089,0.129525,0.880310,-0.096266,0.136672,0.314383,0.753804,0.004749,0.044275,0.348525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073238,0.141004,0.133188,0.075530,0.048050,0.129065,-0.097051,0.137115,0.313988,-0.018951,0.140284,0.101651,0.010591,0.076483,0.169864,0.003184,0.139207,0.348957,0.035896,0.140238,0.256875,-0.065149,0.137885,0.222841,0.036846,0.043975,0.256501,,,,-0.062890,0.042227,0.222952,-0.177099,0.063467,-0.429140,0.565607,0.062287,-0.470715,0.620033,0.071389,0.513575,-0.122524,0.069860,0.553369,0.515857,0.103336,-0.037467,0.521154,0.103344,0.091676
368,3.680000,0.000022,-0.000305,0.000352,1.000000,0.320945,0.078633,0.036885,0.000730,-0.177765,0.063802,-0.429461,0.797832,0.565890,0.061948,-0.470158,0.824654,0.620378,0.071648,0.513841,0.873606,-0.122197,0.069572,0.552998,0.853898,0.515534,0.103418,-0.037550,0.913299,0.523830,0.101410,0.091637,0.174769,-0.019638,0.742485,-0.010915,0.669486,-0.005223,0.099582,0.201867,0.000912,0.069533,0.141403,0.128788,0.752177,-0.022393,0.139736,0.097568,0.677105,0.007678,0.076497,0.166419,0.894186,0.000416,0.138896,0.346031,0.776983,0.031910,0.141328,0.253734,0.596044,-0.067095,0.138809,0.220238,0.722979,0.034032,0.042701,0.254524,0.504089,-0.019387,0.046820,0.095249,0.000000,-0.065804,0.043984,0.220169,0.628554,0.072247,0.048216,0.126027,0.880310,-0.098593,0.137009,0.311784,0.753804,0.002560,0.044211,0.345287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069771,0.141502,0.129588,0.072050,0.048072,0.125581,-0.099355,0.137270,0.311400,-0.022346,0.139729,0.098590,0.007419,0.076584,0.166775,0.000897,0.139124,0.345876,0.033417,0.140966,0.253056,-0.067705,0.138423,0.220166,0.034132,0.044072,0.253346,,,,-0.065699,0.041436,0.220480,-0.177095,0.063473,-0.429103,0.565536,0.062304,-0.470658,0.620041,0.071392,0.513552,-0.122548,0.069874,0.553305,0.515949,0.103317,-0.037417,0.521211,0.103316,0.091673
369,3.690000,0.000006,-0.000319,0.000347,1.000000,0.320952,0.078613,0.036885,0.000522,-0.177745,0.063772,-0.429475,0.800964,0.565910,0.061909,-0.470151,0.815189,0.620371,0.071640,0.513850,0.874913,-0.122205,0.069573,0.552986,0.857180,0.515543,0.103393,-0.037545,0.865543,0.523835,0.101389,0.091642,0.000000,-0.018945,0.744141,-0.011446,0.667656,-0.008180,0.099692,0.198730,0.000900,0.066295,0.141383,0.125291,0.778091,-0.025787,0.139889,0.094521,0.737276,0.004505,0.076587,0.163217,0.921233,-0.001762,0.138980,0.342869,0.850071,0.029284,0.141364,0.250419,0.618044,-0.069888,0.139031,0.217408,0.782055,0.031228,0.042733,0.251189,0.565089,-0.022963,0.046967,0.092178,0.000000,-0.068773,0.044204,0.217324,0.279016,0.068822,0.048191,0.122507,0.880887,-0.100941,0.137280,0.309107,0.792195,0.000300,0.044383,0.342387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066548,0.141159,0.126112,0.068666,0.048209,0.122058,-0.101704,0.137435,0.308817,-0.025724,0.139982,0.095566,0.004326,0.076595,0.163477,-0.001270,0.139249,0.342658,0.030636,0.141000,0.249808,-0.070588,0.138513,0.217361,0.031245,0.044138,0.250164,,,,-0.068620,0.041353,0.217725,-0.177126,0.063453,-0.429090,0.565509,0.062279,-0.470649,0.620055,0.071383,0.513560,-0.122613,0.069883,0.553240,0.516049,0.103290,-0.037395,,,
370,3.700000,0.000004,-0.000331,0.000346,1.000000,0.320934,0.078613,0.036892,0.000505,-0.177751,0.063772,-0.429479,0.800964,0.565905,0.061906,-0.470137,0.815189,0.620342,0.071641,0.513865,0.874913,-0.122235,0.069577,0.552983,0.857180,0.515527,0.103392,-0.037533,0.865543,0.523816,0.101389,0.091655,0.000000,-0.018634,0.745684,-0.011044,0.665948,-0.011149,0.099714,0.195554,0.000894,0.062987,0.141475,0.121813,0.778091,-0.029235,0.140014,0.091467,0.737276,0.001371,0.076644,0.159960,0.921233,-0.004066,0.138860,0.339700,0.850071,0.026554,0.141335,0.247111,0.618044,-0.072769,0.139036,0.214555,0.782055,0.028499,0.042703,0.247775,0.565089,-0.026425,0.047094,0.089019,0.000000,-0.071657,0.044209,0.214372,0.279016,0.065500,0.048287,0.118926,0.880887,-0.103399,0.137195,0.306394,0.792195,-0.001883,0.044248,0.339100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063136,0.141576,0.122528,0.065362,0.048073,0.118503,-0.104120,0.137391,0.306070,-0.029195,0.139980,0.092443,0.001163,0.076678,0.160243,-0.003573,0.139121,0.339439,0.027904,0.140458,0.246845,-0.073438,0.138529,0.214449,0.028727,0.044085,0.246706,,,,-0.071358,0.041100,0.214834,-0.177172,0.063439,-0.429099,0.565454,0.062291,-0.470585,0.620061,0.071378,0.513566,-0.122673,0.069896,0.553184,0.516119,0.103285,-0.037366,,,
371,3.710000,-0.000002,-0.000326,0.000381,1.000000,0.320797,0.078690,0.036934,0.000721,-0.177892,0.063808,-0.429431,0.786956,0.565764,0.061995,-0.470098,0.829873,0.620211,0.071745,0.513904,0.869439,-0.122365,0.069628,0.553030,0.894955,0.515388,0.103483,-0.037493,0.794345,0.523679,0.101481,0.091694,0.372745,-0.020064,0.747804,-0.010308,0.663536,-0.014101,0.099543,0.192333,0.000874,0.059432,0.141462,0.118078,0.765033,-0.032981,0.139699,0.088331,0.746117,-0.001743,0.076480,0.156678,0.900724,-0.006200,0.138834,0.336397,0.830603,0.023812,0.141320,0.243609,0.593046,-0.075713,0.138698,0.211700,0.733242,0.026055,0.042695,0.244344,0.536974,-0.029909,0.046787,0.085944,0.000000,-0.074319,0.043875,0.211590,0.408318,0.062203,0.048279,0.115253,0.879491,-0.105742,0.136845,0.303737,0.766963,-0.003804,0.044431,0.335787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059666,0.141444,0.118988,0.061969,0.048247,0.114833,-0.106476,0.137256,0.303337,-0.032882,0.139859,0.089329,-0.001937,0.076700,0.156946,-0.005681,0.139180,0.336135,0.025202,0.140594,0.243173,-0.076577,0.138087,0.211559,0.026250,0.044153,0.243219,,,,-0.074187,0.041523,0.211820,-0.177218,0.063421,-0.429081,0.565340,0.062238,-0.470572,0.620064,0.071381,0.513559,-0.122708,0.069850,0.553130,0.516176,0.103288,-0.037358,0.521919,0.103066,0.092523
372,3.720000,0.000008,-0.000349,0.000388,1.000000,0.320787,0.078693,0.036939,0.000712,-0.177881,0.063814,-0.429450,0.786956,0.565777,0.062012,-0.470082,0.829873,0.620179,0.071743,0.513922,0.869439,-0.122400,0.069615,0.553014,0.894955,0.515381,0.103490,-0.037479,0.794345,0.523665,0.101486,0.091708,0.372745,-0.019291,0.749697,-0.010475,0.661417,-0.016972,0.099733,0.189020,0.000954,0.056202,0.141596,0.114381,0.765033,-0.036379,0.139994,0.085156,0.746117,-0.004850,0.076678,0.153279,0.900724,-0.008198,0.138906,0.333066,0.830603,0.021293,0.141416,0.240111,0.593046,-0.078415,0.138965,0.208764,0.733242,0.023392,0.042787,0.240761,0.536974,-0.033461,0.047079,0.082684,0.000000,-0.077164,0.044141,0.208577,0.408318,0.058818,0.048411,0.111473,0.879491,-0.107925,0.137090,0.300968,0.766963,-0.005840,0.044367,0.332472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056504,0.141640,0.115221,0.058722,0.048156,0.111109,-0.108642,0.137316,0.300660,-0.036478,0.140197,0.086241,-0.005014,0.076776,0.153721,-0.007679,0.139153,0.332823,0.022699,0.140850,0.239408,-0.079352,0.138157,0.208581,0.023550,0.044013,0.239631,,,,-0.076919,0.041152,0.209010,-0.177209,0.063428,-0.429050,0.565310,0.062243,-0.470508,0.620050,0.071377,0.513606,-0.122738,0.069828,0.553021,0.516244,0.103287,-0.037378,0.521937,0.103050,0.092516
373,3.730000,-0.000002,-0.000349,0.000386,1.000000,0.320789,0.078676,0.036913,0.000714,-0.177879,0.063788,-0.429475,0.779747,0.565778,0.061982,-0.470108,0.828643,0.620181,0.071734,0.513896,0.880434,-0.122398,0.069610,0.552988,0.901033,0.515382,0.103470,-0.037506,0.751403,0.523667,0.101469,0.091682,0.403934,-0.019428,0.751530,-0.010226,0.659333,-0.019708,0.099628,0.185815,0.000864,0.053032,0.141534,0.110776,0.797091,-0.039710,0.139896,0.082067,0.745269,-0.007776,0.076583,0.150004,0.850781,-0.010149,0.138784,0.329816,0.826657,0.018822,0.141320,0.236699,0.580345,-0.081057,0.138832,0.205907,0.708098,0.020967,0.042692,0.237323,0.559216,-0.036767,0.046983,0.079565,0.000000,-0.079767,0.044008,0.205699,0.426942,0.055670,0.048350,0.107840,0.863949,-0.110053,0.136930,0.298273,0.772784,-0.007640,0.044414,0.329182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053263,0.141720,0.111532,0.055456,0.048010,0.107472,-0.110737,0.137347,0.297844,-0.039754,0.140215,0.083034,-0.007876,0.076935,0.150476,-0.009648,0.139118,0.329473,0.020235,0.140481,0.236356,-0.081979,0.138141,0.205714,0.021097,0.044027,0.236178,,,,-0.079537,0.041740,0.205935,-0.177201,0.063428,-0.429045,0.565262,0.062179,-0.470514,0.620071,0.071383,0.513591,-0.122742,0.069794,0.552923,0.516345,0.103235,-0.037420,0.522042,0.103010,0.092499
374,3.740000,-0.000090,-0.000366,0.000257,1.000000,0.320965,0.078500,0.036803,0.000525,-0.177690,0.063660,-0.429600,0.779747,0.565969,0.061654,-0.470207,0.828643,0.620339,0.071565,0.513798,0.880434,-0.122242,0.069641,0.552864,0.901033,0.515568,0.103231,-0.037613,0.751403,0.523848,0.101250,0.091575,0.403934,-0.018134,0.753457,-0.010704,0.657160,-0.022319,0.099636,0.182533,0.000889,0.050100,0.141416,0.107116,0.797091,-0.042810,0.140056,0.078940,0.745269,-0.010656,0.076593,0.146632,0.850781,-0.011826,0.138629,0.326513,0.826657,0.016616,0.141175,0.233233,0.580345,-0.083446,0.138985,0.203014,0.708098,0.018498,0.042541,0.233752,0.559216,-0.040132,0.047137,0.076333,0.000000,-0.082413,0.044158,0.202710,0.426942,0.052470,0.048229,0.104077,0.863949,-0.111914,0.137074,0.295545,0.772784,-0.009581,0.044201,0.325690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050455,0.141023,0.107837,0.052341,0.048258,0.103650,-0.112728,0.137322,0.295134,-0.042943,0.140461,0.079942,-0.010747,0.077034,0.147186,-0.011332,0.139017,0.326137,0.017744,0.140413,0.232866,-0.084503,0.138222,0.202830,0.018821,0.044001,0.232659,,,,-0.082088,0.041642,0.203113,-0.177176,0.063441,-0.429054,0.565334,0.061870,-0.470598,0.620079,0.071393,0.513624,-0.122716,0.069821,0.552755,0.516459,0.103226,-0.037479,,,
375,3.750000,-0.000082,-0.000371,0.000253,1.000000,0.320992,0.078506,0.036757,0.000523,-0.177660,0.063677,-0.429651,0.798573,0.566000,0.061667,-0.470251,0.791530,0.620361,0.071561,0.513754,0.908605,-0.122220,0.069640,0.552814,0.873458,0.515596,0.103237,-0.037657,0.744214,0.523874,0.101254,0.091531,0.000000,-0.017787,0.755445,-0.010708,0.654883,-0.024897,0.099667,0.179187,0.000948,0.047093,0.141432,0.103350,0.803435,-0.045987,0.140143,0.075735,0.705891,-0.013465,0.076631,0.143207,0.839741,-0.013509,0.138594,0.323116,0.863265,0.014370,0.141160,0.229667,0.639969,-0.085873,0.139048,0.200052,0.646925,0.016191,0.042524,0.230135,0.573594,-0.043384,0.047224,0.073075,0.000000,-0.084903,0.044220,0.199703,0.174242,0.049384,0.048244,0.100259,0.877199,-0.113783,0.137117,0.292752,0.795152,-0.011266,0.044040,0.322369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047424,0.141076,0.103968,0.049245,0.048018,0.099846,-0.114527,0.137132,0.292408,-0.046145,0.140471,0.076854,-0.013477,0.076935,0.143771,-0.013088,0.138822,0.322852,0.015583,0.140668,0.229066,-0.086942,0.138127,0.199986,0.016491,0.043889,0.229157,,,,-0.084577,0.040975,0.200223,-0.177138,0.063458,-0.429077,0.565279,0.061893,-0.470604,0.620068,0.071392,0.513616,-0.122659,0.069818,0.552638,0.516614,0.103222,-0.037558,,,
376,3.760000,-0.000083,-0.000354,0.000307,1.000000,0.320879,0.078641,0.036750,0.000730,-0.177786,0.063758,-0.429641,0.771968,0.565872,0.061827,-0.470266,0.816183,0.620265,0.071729,0.513737,0.894201,-0.122314,0.069729,0.552822,0.900297,0.515478,0.103392,-0.037671,0.690392,0.523761,0.101411,0.091517,0.429074,-0.017902,0.757506,-0.009596,0.652512,-0.027442,0.099423,0.176025,0.000909,0.044004,0.141409,0.099797,0.779948,-0.049246,0.140021,0.072770,0.736618,-0.016203,0.076458,0.139939,0.789835,-0.015202,0.138154,0.319938,0.831645,0.012082,0.140901,0.226319,0.634557,-0.088344,0.138681,0.197335,0.707495,0.014054,0.042267,0.226627,0.475111,-0.046521,0.047110,0.069954,0.000000,-0.087234,0.043855,0.196838,0.423755,0.046416,0.048230,0.096553,0.867391,-0.115664,0.136570,0.290206,0.767248,-0.013102,0.043746,0.318880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044458,0.141241,0.100532,0.046209,0.048114,0.096078,-0.116447,0.136878,0.289808,-0.049338,0.140158,0.073810,-0.016380,0.077162,0.140364,-0.014733,0.138520,0.319622,0.013298,0.140195,0.225918,-0.089294,0.138013,0.197192,0.014376,0.043950,0.225413,,,,-0.087014,0.041575,0.197088,-0.177122,0.063455,-0.429094,0.565234,0.061909,-0.470622,0.620087,0.071393,0.513552,-0.122539,0.069840,0.552512,0.516702,0.103204,-0.037644,0.522248,0.102923,0.092316
