Format Version,1.23,Take Name,linear_t1_slow_may_12,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-12 06.47.17.599 PM,Total Frames in Take,3302,Total Exported Frames,3302,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
653,6.530000,0.000152,-0.000104,0.000478,1.000000,0.321133,0.078696,0.036661,0.000835,-0.177760,0.063861,-0.429488,0.830357,0.565878,0.062204,-0.470485,0.834631,0.620760,0.071663,0.513495,0.757587,-0.121799,0.069391,0.552951,0.887832,0.515686,0.103549,-0.037845,0.759772,0.524035,0.101510,0.091338,0.338665,-0.007564,0.309058,-0.017357,0.950855,0.123639,0.096863,-0.254806,0.000897,0.224299,0.138552,-0.226389,0.847333,0.205232,0.137699,-0.321592,0.510971,0.160805,0.073880,-0.261616,0.863964,0.001680,0.135357,-0.177315,0.861751,0.097327,0.138066,-0.196310,0.746560,0.076681,0.136423,-0.298786,0.724000,0.097821,0.039424,-0.194944,0.699035,0.208852,0.044778,-0.320970,0.841945,0.077497,0.041594,-0.298537,0.357361,0.228156,0.045364,-0.226244,0.624802,-0.018318,0.134351,-0.280165,0.787131,,,,,,,,,,0.223789,0.138515,-0.226054,0.228520,0.046601,-0.227013,-0.018583,0.134795,-0.280842,0.203748,0.137253,-0.320398,0.160394,0.073985,-0.261957,0.002140,0.135609,-0.177140,0.098117,0.137565,-0.195919,0.076601,0.137019,-0.299712,0.098711,0.038719,-0.194543,0.208823,0.044586,-0.320368,0.076968,0.039096,-0.298834,-0.177256,0.063438,-0.429651,0.565396,0.062655,-0.470441,0.620466,0.071276,0.512657,-0.121843,0.069728,0.553243,0.516499,0.103167,-0.037503,0.522143,0.102939,0.092511
654,6.540000,0.000136,-0.000084,0.000451,1.000000,0.321246,0.078630,0.036602,0.000608,-0.177666,0.063806,-0.429527,0.830357,0.565970,0.062108,-0.470553,0.834631,0.620892,0.071596,0.513424,0.757587,-0.121665,0.069364,0.552909,0.887832,0.515798,0.103470,-0.037913,0.759772,0.524151,0.101434,0.091270,0.338665,-0.008128,0.309973,-0.017788,0.950544,0.125680,0.097081,-0.254983,0.000965,0.226416,0.138757,-0.226816,0.847333,0.207163,0.137789,-0.321981,0.510971,0.162821,0.074071,-0.261835,0.863964,0.003891,0.135737,-0.177306,0.861751,0.099502,0.138374,-0.196490,0.746560,0.078657,0.136607,-0.298923,0.724000,0.099950,0.039733,-0.194996,0.699035,0.210739,0.044867,-0.321244,0.841945,0.079426,0.041778,-0.298551,0.357361,0.230227,0.045568,-0.226557,0.624802,-0.016308,0.134606,-0.280115,0.787131,,,,,,,,,,0.225697,0.138471,-0.226393,0.230868,0.047084,-0.227169,-0.016629,0.135027,-0.280675,0.205693,0.137206,-0.320674,0.162402,0.074190,-0.262180,0.004306,0.135721,-0.177000,0.100347,0.137571,-0.196033,0.078560,0.136738,-0.299529,0.101127,0.040311,-0.195364,0.210649,0.044536,-0.320716,0.078941,0.039064,-0.298903,-0.177263,0.063407,-0.429651,0.565424,0.062667,-0.470440,0.620498,0.071306,0.512623,-0.121811,0.069772,0.553265,0.516469,0.103171,-0.037494,,,
655,6.550000,0.000036,-0.000126,0.000360,1.000000,0.321239,0.078701,0.036564,0.000589,-0.177638,0.063875,-0.429603,0.852399,0.566002,0.062034,-0.470567,0.789274,0.620843,0.071708,0.513413,0.756105,-0.121718,0.069619,0.552837,0.866625,0.515801,0.103491,-0.037939,0.792398,0.524143,0.101479,0.091244,0.000000,-0.007570,0.310671,-0.017469,0.950327,0.127693,0.096985,-0.255120,0.000924,0.228460,0.138649,-0.227046,0.791406,0.209069,0.137799,-0.322184,0.474516,0.164830,0.073993,-0.262055,0.869372,0.006007,0.135513,-0.177218,0.888023,0.101590,0.138197,-0.196537,0.722714,0.080597,0.136556,-0.298942,0.821137,0.102063,0.039555,-0.195169,0.731107,0.212668,0.044877,-0.321571,0.882883,0.081389,0.041727,-0.298692,0.371683,0.232293,0.045461,-0.226911,0.592673,-0.014340,0.134508,-0.279999,0.780471,,,,,,,,,,0.227764,0.138367,-0.226681,0.232747,0.046935,-0.227437,-0.014608,0.135083,-0.280606,0.207547,0.137072,-0.320930,0.164401,0.074120,-0.262326,0.006347,0.135675,-0.176975,0.102354,0.137527,-0.196092,0.080523,0.136797,-0.299612,0.103138,0.039592,-0.195191,0.212678,0.044694,-0.321140,0.080913,0.039285,-0.299052,-0.177268,0.063417,-0.429643,0.565473,0.062677,-0.470438,0.620478,0.071340,0.512587,-0.121841,0.070088,0.553060,0.516420,0.103186,-0.037478,,,
656,6.560000,0.000041,-0.000128,0.000360,1.000000,0.321230,0.078719,0.036567,0.000580,-0.177644,0.063898,-0.429603,0.852399,0.565995,0.062056,-0.470563,0.789274,0.620832,0.071721,0.513418,0.756105,-0.121730,0.069632,0.552837,0.866625,0.515792,0.103509,-0.037935,0.792398,0.524134,0.101497,0.091249,0.000000,-0.007230,0.311395,-0.017397,0.950094,0.129628,0.096962,-0.255092,0.000943,0.230440,0.138598,-0.227140,0.791406,0.210906,0.137817,-0.322250,0.474516,0.166752,0.073972,-0.262100,0.869372,0.008063,0.135446,-0.176978,0.888023,0.103617,0.138135,-0.196440,0.722714,0.082468,0.136569,-0.298815,0.821137,0.104083,0.039492,-0.195144,0.731107,0.214497,0.044894,-0.321708,0.882883,0.083252,0.041740,-0.298634,0.371683,0.234265,0.045409,-0.227078,0.592673,-0.012440,0.134517,-0.279730,0.780471,,,,,,,,,,0.229885,0.138526,-0.226802,0.234534,0.046617,-0.227832,-0.012781,0.135079,-0.280454,0.209353,0.137091,-0.320949,0.166367,0.074053,-0.262314,0.008441,0.135653,-0.176815,0.104501,0.137337,-0.196023,0.082318,0.137215,-0.299752,0.104986,0.039059,-0.194785,0.214518,0.044644,-0.321207,0.082906,0.039021,-0.298736,-0.177253,0.063430,-0.429627,0.565476,0.062713,-0.470454,0.620480,0.071341,0.512579,-0.121854,0.070112,0.553053,0.516359,0.103203,-0.037460,,,
657,6.570000,0.000041,-0.000125,0.000351,1.000000,0.321226,0.078721,0.036578,0.000564,-0.177652,0.063909,-0.429588,0.843457,0.565988,0.062054,-0.470554,0.792087,0.620831,0.071717,0.513426,0.755885,-0.121729,0.069642,0.552851,0.857871,0.515789,0.103508,-0.037926,0.804990,0.524131,0.101495,0.091258,0.000000,-0.008816,0.312306,-0.016986,0.949789,0.131593,0.096716,-0.255058,0.000924,0.232387,0.138603,-0.227420,0.801590,0.212666,0.137528,-0.322488,0.450837,0.168743,0.073771,-0.262077,0.866426,0.010116,0.135201,-0.176808,0.875453,0.105626,0.138004,-0.196467,0.745448,0.084278,0.136121,-0.298795,0.855763,0.106267,0.039365,-0.194902,0.799851,0.216421,0.044613,-0.321700,0.872223,0.085228,0.041294,-0.298357,0.412278,0.236375,0.045422,-0.227111,0.652800,-0.010589,0.133955,-0.279516,0.668549,,,,,,,,,,0.231837,0.138610,-0.226849,0.236513,0.046546,-0.227915,-0.010903,0.135005,-0.280262,0.211147,0.137048,-0.320976,0.168542,0.073500,-0.262491,0.010420,0.135555,-0.176634,0.106324,0.137408,-0.196026,0.084415,0.135667,-0.299123,0.107029,0.039547,-0.195067,0.216338,0.044661,-0.321198,0.084595,0.039093,-0.298886,-0.177254,0.063426,-0.429622,0.565496,0.062720,-0.470476,0.620498,0.071321,0.512598,-0.121863,0.070140,0.553091,0.516318,0.103202,-0.037441,,,
658,6.580000,0.000031,-0.000155,0.000432,1.000000,0.321095,0.078821,0.036664,0.000776,-0.177752,0.063919,-0.429532,0.843457,0.565890,0.062184,-0.470453,0.792087,0.620672,0.071875,0.513531,0.755885,-0.121891,0.069680,0.552911,0.857871,0.515658,0.103638,-0.037828,0.804990,0.523993,0.101629,0.091356,0.000000,-0.007248,0.312086,-0.017704,0.949861,0.133330,0.097024,-0.255099,0.001030,0.234207,0.138606,-0.227303,0.801590,0.214534,0.137817,-0.322383,0.450837,0.170430,0.074010,-0.262156,0.866426,0.011901,0.135596,-0.176816,0.875453,0.107429,0.138225,-0.196417,0.745448,0.086130,0.136650,-0.298761,0.855763,0.107838,0.039581,-0.195102,0.799851,0.218072,0.044892,-0.321828,0.872223,0.086859,0.041820,-0.298562,0.412278,0.237977,0.045415,-0.227227,0.652800,-0.008751,0.134658,-0.279538,0.668549,,,,,,,,,,0.233466,0.138462,-0.226812,0.238123,0.046232,-0.228070,-0.009026,0.135037,-0.280116,0.213067,0.136593,-0.321040,0.170079,0.073992,-0.262248,0.012328,0.135637,-0.176472,0.108345,0.137161,-0.195990,0.085904,0.137094,-0.299591,0.108978,0.040108,-0.195222,0.218095,0.044633,-0.321197,0.086212,0.038922,-0.298709,-0.177236,0.063413,-0.429635,0.565532,0.062729,-0.470514,0.620511,0.071316,0.512607,-0.121909,0.070116,0.553131,0.516290,0.103203,-0.037418,0.522222,0.102878,0.092373
659,6.590000,0.000029,-0.000179,0.000452,1.000000,0.321082,0.078845,0.036688,0.000795,-0.177742,0.063921,-0.429532,0.821654,0.565902,0.062215,-0.470417,0.842278,0.620637,0.071913,0.513569,0.715893,-0.121927,0.069690,0.552914,0.876769,0.515648,0.103669,-0.037795,0.789218,0.523977,0.101661,0.091390,0.428419,-0.007507,0.312598,-0.017756,0.949690,0.135164,0.096855,-0.255018,0.000932,0.236070,0.138456,-0.227352,0.795060,0.216293,0.137617,-0.322411,0.429653,0.172258,0.073839,-0.262104,0.917730,0.013819,0.135460,-0.176623,0.885885,0.109325,0.138084,-0.196329,0.748941,0.087915,0.136456,-0.298649,0.832206,0.109741,0.039441,-0.194964,0.750559,0.219836,0.044693,-0.321813,0.833670,0.088648,0.041626,-0.298402,0.329580,0.239845,0.045265,-0.227233,0.660158,-0.006945,0.134469,-0.279321,0.753367,,,,,,,,,,0.235444,0.138373,-0.226830,0.239960,0.046334,-0.228065,-0.007339,0.135064,-0.280002,0.214672,0.137091,-0.320895,0.172135,0.073645,-0.262339,0.014126,0.135619,-0.176325,0.110115,0.137543,-0.196028,0.087803,0.136617,-0.299291,0.110720,0.039555,-0.195119,0.219724,0.044474,-0.321194,0.088326,0.038965,-0.298456,-0.177242,0.063424,-0.429640,0.565591,0.062751,-0.470534,0.620457,0.071332,0.512610,-0.121926,0.070123,0.553150,0.516256,0.103231,-0.037409,0.522347,0.102823,0.092495
660,6.600000,0.000123,-0.000167,0.000427,1.000000,0.321234,0.078802,0.036586,0.000570,-0.177602,0.063991,-0.429625,0.821654,0.566042,0.062256,-0.470528,0.842278,0.620800,0.071766,0.513459,0.715893,-0.121764,0.069571,0.552820,0.876769,0.515799,0.103631,-0.037897,0.789218,0.524131,0.101598,0.091287,0.428419,-0.007400,0.313010,-0.017715,0.949556,0.136888,0.097023,-0.254987,0.000978,0.237817,0.138616,-0.227398,0.795060,0.217959,0.137801,-0.322440,0.429653,0.173975,0.074008,-0.262110,0.917730,0.015611,0.135609,-0.176477,0.885885,0.111099,0.138237,-0.196265,0.748941,0.089602,0.136634,-0.298567,0.832206,0.111517,0.039594,-0.194924,0.750559,0.221502,0.044877,-0.321867,0.833670,0.090335,0.041805,-0.298344,0.329580,0.241592,0.045426,-0.227305,0.660158,-0.005242,0.134642,-0.279158,0.753367,,,,,,,,,,0.237195,0.138287,-0.226923,0.241837,0.046409,-0.228001,-0.005684,0.134953,-0.279768,0.216555,0.136841,-0.320981,0.173668,0.074096,-0.262278,0.016012,0.135562,-0.176199,0.111843,0.137745,-0.195907,0.089472,0.137106,-0.299342,0.112593,0.040022,-0.195113,0.221430,0.044507,-0.321267,0.089759,0.039019,-0.298578,-0.177228,0.063434,-0.429638,0.565687,0.063098,-0.470622,0.620462,0.071308,0.512643,-0.121942,0.070148,0.553167,0.516251,0.103230,-0.037390,,,
661,6.610000,0.000143,-0.000131,0.000705,1.000000,0.321136,0.078941,0.036757,0.000742,-0.177726,0.063871,-0.429419,0.823892,0.565915,0.062550,-0.470376,0.838816,0.620741,0.072052,0.513607,0.808761,-0.121819,0.069443,0.553023,0.849238,0.515682,0.103880,-0.037740,0.771688,0.524024,0.101847,0.091444,0.445237,-0.006957,0.313331,-0.017720,0.949453,0.138736,0.096846,-0.254848,0.000975,0.239696,0.138386,-0.227290,0.797987,0.219775,0.137658,-0.322320,0.421135,0.175812,0.073827,-0.262015,0.854065,0.017522,0.135401,-0.176226,0.889736,0.112998,0.138018,-0.196075,0.731304,0.091433,0.136508,-0.298363,0.738789,0.113387,0.039374,-0.194817,0.755315,0.223291,0.044731,-0.321828,0.827870,0.092138,0.041678,-0.298221,0.324675,0.243444,0.045195,-0.227279,0.632289,-0.003399,0.134528,-0.278894,0.765436,,,,,,,,,,0.238964,0.138295,-0.226960,0.243661,0.046504,-0.227913,-0.003770,0.135072,-0.279562,0.218173,0.136891,-0.320834,0.175658,0.073400,-0.262381,0.017872,0.135527,-0.175988,0.113773,0.137421,-0.195629,0.091222,0.137171,-0.299143,0.114366,0.039357,-0.194830,0.223258,0.044502,-0.321180,0.091847,0.038993,-0.298279,-0.177226,0.063435,-0.429655,0.565746,0.063109,-0.470650,0.620706,0.071730,0.512914,-0.121919,0.069832,0.553473,0.516215,0.103233,-0.037379,0.522328,0.102876,0.092439
662,6.620000,-0.000099,-0.000252,0.000299,1.000000,0.321155,0.079038,0.036505,0.000901,-0.177606,0.064148,-0.429784,0.823892,0.566043,0.062204,-0.470560,0.838816,0.620638,0.072137,0.513431,0.808761,-0.121934,0.070150,0.552668,0.849238,0.515738,0.103784,-0.037956,0.771688,0.524048,0.101806,0.091230,0.445237,-0.008079,0.313341,-0.017465,0.949446,0.140528,0.096763,-0.254497,0.000987,0.241440,0.138478,-0.227029,0.797987,0.221513,0.137538,-0.322055,0.421135,0.177631,0.073774,-0.261621,0.854065,0.019273,0.135329,-0.175943,0.889736,0.114745,0.138021,-0.195804,0.731304,0.093174,0.136284,-0.298088,0.738789,0.115251,0.039380,-0.194352,0.755315,0.225140,0.044617,-0.321380,0.827870,0.093993,0.041455,-0.297759,0.324675,0.245298,0.045291,-0.226833,0.632289,-0.001653,0.134229,-0.278608,0.765436,,,,,,,,,,0.240892,0.138404,-0.226515,0.245493,0.046358,-0.227574,-0.002070,0.135025,-0.279260,0.220233,0.136663,-0.320592,0.177226,0.073707,-0.261918,0.019630,0.135459,-0.175720,0.115425,0.137458,-0.195392,0.093366,0.135749,-0.298425,0.116170,0.039962,-0.194798,0.225062,0.044553,-0.320917,0.093232,0.038836,-0.298203,-0.177221,0.063439,-0.429635,0.565708,0.063096,-0.470657,0.620508,0.071308,0.512638,-0.121663,0.070867,0.552272,0.516177,0.103227,-0.037377,0.522354,0.102866,0.092428
663,6.630000,-0.000111,-0.000249,0.000291,1.000000,0.321136,0.079044,0.036519,0.000879,-0.177627,0.064150,-0.429767,0.790596,0.566022,0.062194,-0.470547,0.758476,0.620621,0.072150,0.513445,0.709753,-0.121950,0.070176,0.552685,0.791093,0.515720,0.103785,-0.037943,0.778662,0.524030,0.101811,0.091243,0.428722,-0.006792,0.313073,-0.017472,0.949544,0.142229,0.096828,-0.254274,0.000947,0.243159,0.138394,-0.226642,0.738434,0.223290,0.137701,-0.321683,0.435707,0.179318,0.073826,-0.261431,0.876187,0.020958,0.135301,-0.175701,0.880990,0.116444,0.137964,-0.195496,0.757660,0.094935,0.136493,-0.297797,0.824930,0.116869,0.039319,-0.194284,0.741098,0.226841,0.044776,-0.321231,0.843405,0.095676,0.041663,-0.297698,0.293946,0.246941,0.045203,-0.226671,0.674058,0.000094,0.134468,-0.278381,0.772161,,,,,,,,,,0.242430,0.137926,-0.226054,0.247167,0.046233,-0.227437,-0.000287,0.134972,-0.279037,0.221743,0.136931,-0.320231,0.178874,0.073941,-0.261618,0.021311,0.135371,-0.175390,0.117273,0.137544,-0.195220,0.094777,0.136566,-0.298475,0.117866,0.039548,-0.194449,0.226911,0.044597,-0.320635,0.095401,0.038856,-0.297855,-0.177226,0.063430,-0.429618,0.565701,0.063097,-0.470671,0.620528,0.071310,0.512649,-0.121700,0.070881,0.552313,0.516127,0.103238,-0.037379,0.522370,0.102843,0.092427
664,6.640000,-0.000173,-0.000221,0.000095,1.000000,0.321286,0.078899,0.036406,0.000661,-0.177510,0.064143,-0.429850,0.790596,0.566136,0.061890,-0.470672,0.758476,0.620796,0.071945,0.513315,0.709753,-0.121774,0.070267,0.552598,0.791093,0.515875,0.103554,-0.038071,0.778662,0.524192,0.101592,0.091115,0.428722,-0.008101,0.313463,-0.017049,0.949413,0.144070,0.096566,-0.253952,0.000963,0.244956,0.138355,-0.226500,0.738434,0.225006,0.137421,-0.321522,0.435707,0.181189,0.073608,-0.261091,0.876187,0.022805,0.135018,-0.175358,0.880990,0.118269,0.137790,-0.195243,0.757660,0.096674,0.136058,-0.297521,0.824930,0.118855,0.039149,-0.193813,0.741098,0.228706,0.044503,-0.320869,0.843405,0.097568,0.041230,-0.297214,0.293946,0.248889,0.045171,-0.226327,0.674058,0.001853,0.133924,-0.278017,0.772161,,,,,,,,,,0.244265,0.138279,-0.225984,0.249129,0.046455,-0.227046,0.001556,0.134816,-0.278723,0.223615,0.136527,-0.320086,0.180786,0.073764,-0.261427,0.023162,0.135175,-0.175154,0.119069,0.137206,-0.194845,0.096828,0.135619,-0.297797,0.119637,0.039372,-0.194128,0.228627,0.044332,-0.320403,0.096905,0.038730,-0.297687,-0.177220,0.063440,-0.429598,0.565689,0.063055,-0.470715,0.620517,0.071295,0.512647,-0.121641,0.070934,0.552312,0.516083,0.103228,-0.037378,,,
665,6.650000,0.000037,-0.000134,0.000360,1.000000,0.321196,0.078741,0.036620,0.000590,-0.177673,0.063917,-0.429555,0.835022,0.565968,0.062075,-0.470507,0.821529,0.620793,0.071747,0.513474,0.753748,-0.121769,0.069658,0.552885,0.808236,0.515760,0.103531,-0.037880,0.841175,0.524100,0.101520,0.091304,0.000000,-0.007534,0.313705,-0.017010,0.949338,0.145737,0.096518,-0.253775,0.000937,0.246648,0.138247,-0.226326,0.795679,0.226651,0.137424,-0.321339,0.461715,0.182846,0.073557,-0.260957,0.917005,0.024521,0.134917,-0.175079,0.881787,0.119977,0.137684,-0.195007,0.716862,0.098331,0.136072,-0.297277,0.828070,0.120535,0.039041,-0.193687,0.711159,0.230326,0.044504,-0.320790,0.818068,0.099198,0.041243,-0.297075,0.370785,0.250554,0.045062,-0.226258,0.667457,0.003519,0.133943,-0.277729,0.781884,,,,,,,,,,0.245984,0.138115,-0.225868,0.250823,0.046120,-0.227017,0.003181,0.134461,-0.278344,0.225193,0.136766,-0.319898,0.182607,0.073682,-0.261150,0.024877,0.134990,-0.174776,0.120796,0.137031,-0.194576,0.098268,0.136336,-0.297909,0.121608,0.039343,-0.193990,0.230195,0.044147,-0.320170,0.098739,0.038798,-0.297457,-0.177240,0.063420,-0.429590,0.565767,0.062737,-0.470684,0.620517,0.071312,0.512634,-0.122017,0.070189,0.553380,0.516032,0.103236,-0.037388,,,
666,6.660000,-0.000011,-0.000162,0.000420,1.000000,0.321042,0.078845,0.036695,0.000772,-0.177800,0.063917,-0.429507,0.835022,0.565843,0.062160,-0.470418,0.821529,0.620613,0.071932,0.513566,0.753748,-0.121951,0.069759,0.552936,0.808236,0.515606,0.103652,-0.037797,0.841175,0.523939,0.101653,0.091387,0.000000,-0.008672,0.314611,-0.017421,0.949021,0.147550,0.096450,-0.253388,0.001001,0.248518,0.138236,-0.226236,0.795679,0.228336,0.137187,-0.321207,0.461715,0.184643,0.073469,-0.260587,0.917005,0.026491,0.135049,-0.174547,0.881787,0.121908,0.137759,-0.194668,0.716862,0.100062,0.135904,-0.296892,0.828070,0.122459,0.039120,-0.193113,0.711159,0.232003,0.044268,-0.320443,0.818068,0.100921,0.041076,-0.296464,0.370785,0.252416,0.045050,-0.225952,0.667457,0.005288,0.133831,-0.277154,0.781884,,,,,,,,,,0.247782,0.138025,-0.225645,0.252703,0.046445,-0.226678,0.004931,0.134758,-0.277761,0.226892,0.136331,-0.319646,0.184299,0.073524,-0.260952,0.026712,0.135117,-0.174341,0.122720,0.137383,-0.194350,0.100203,0.135391,-0.297147,0.123438,0.039519,-0.193547,0.231871,0.044183,-0.319947,0.100414,0.038676,-0.296976,-0.177242,0.063423,-0.429601,0.565774,0.062662,-0.470765,0.620500,0.071307,0.512629,-0.122020,0.070194,0.553387,0.515966,0.103238,-0.037403,0.522348,0.102829,0.092313
667,6.670000,0.000028,-0.000136,0.000343,1.000000,0.321177,0.078728,0.036571,0.000585,-0.177690,0.063912,-0.429606,0.832729,0.565950,0.062045,-0.470556,0.824213,0.620772,0.071732,0.513426,0.764531,-0.121790,0.069669,0.552834,0.801725,0.515742,0.103510,-0.037929,0.850036,0.524081,0.101500,0.091255,0.000000,-0.007623,0.314549,-0.016942,0.949060,0.149159,0.096570,-0.252965,0.000952,0.250112,0.138319,-0.225700,0.813227,0.229946,0.137483,-0.320677,0.442176,0.186259,0.073615,-0.260211,0.886444,0.028078,0.134958,-0.174057,0.880217,0.123497,0.137738,-0.194155,0.690562,0.101669,0.136112,-0.296386,0.818859,0.124073,0.039095,-0.192826,0.708551,0.233637,0.044564,-0.320125,0.836025,0.102552,0.041283,-0.296176,0.359305,0.254034,0.045134,-0.225629,0.651699,0.006892,0.133969,-0.276669,0.775694,,,,,,,,,,0.249515,0.138178,-0.225274,0.254284,0.046269,-0.226397,0.006565,0.134606,-0.277210,0.228478,0.136835,-0.319127,0.185886,0.073741,-0.260437,0.028430,0.135108,-0.173769,0.124261,0.136864,-0.193726,0.101605,0.136214,-0.297101,0.125195,0.039329,-0.193041,0.233601,0.044318,-0.319518,0.102020,0.038795,-0.296480,-0.177236,0.063421,-0.429627,0.565814,0.062683,-0.470818,0.620507,0.071307,0.512628,-0.122052,0.070193,0.553369,0.515935,0.103238,-0.037431,,,
668,6.680000,0.000047,-0.000144,0.000348,1.000000,0.321173,0.078744,0.036550,0.000588,-0.177687,0.063941,-0.429636,0.832729,0.565954,0.062082,-0.470573,0.824213,0.620760,0.071733,0.513409,0.764531,-0.121802,0.069662,0.552806,0.801725,0.515738,0.103531,-0.037946,0.850036,0.524076,0.101516,0.091238,0.000000,-0.007679,0.314524,-0.016743,0.949071,0.150793,0.096667,-0.252380,0.000981,0.251728,0.138458,-0.225109,0.813227,0.231567,0.137615,-0.320087,0.442176,0.187903,0.073727,-0.259624,0.886444,0.029692,0.135003,-0.173478,0.880217,0.125111,0.137824,-0.193571,0.690562,0.103289,0.136191,-0.295803,0.818859,0.125728,0.039181,-0.192244,0.708551,0.235296,0.044697,-0.319537,0.836025,0.104211,0.041362,-0.295595,0.359305,0.255688,0.045275,-0.225040,0.651699,0.008512,0.134008,-0.276091,0.775694,,,,,,,,,,0.251012,0.138273,-0.224614,0.255911,0.046371,-0.225794,0.008194,0.134660,-0.276663,0.230163,0.136498,-0.318618,0.187513,0.073734,-0.259782,0.030006,0.135001,-0.173195,0.125977,0.137148,-0.193233,0.103196,0.136146,-0.296340,0.126860,0.039798,-0.192578,0.235272,0.044508,-0.318998,0.103738,0.038680,-0.295889,-0.177211,0.063454,-0.429641,0.565852,0.062708,-0.470868,0.620510,0.071312,0.512627,-0.122077,0.070187,0.553363,0.515875,0.103269,-0.037458,,,
669,6.690000,0.000058,-0.000137,0.000354,1.000000,0.321167,0.078750,0.036524,0.000593,-0.177700,0.063950,-0.429655,0.822291,0.565941,0.062101,-0.470603,0.821653,0.620760,0.071732,0.513379,0.777108,-0.121802,0.069651,0.552786,0.792200,0.515731,0.103540,-0.037974,0.860504,0.524070,0.101523,0.091210,0.000000,-0.008241,0.314673,-0.016425,0.949022,0.152464,0.096640,-0.251744,0.000931,0.253368,0.138550,-0.224543,0.798572,0.233176,0.137605,-0.319514,0.449691,0.189594,0.073729,-0.258981,0.883627,0.031353,0.134928,-0.172834,0.904233,0.126763,0.137822,-0.192962,0.713758,0.104908,0.136080,-0.295185,0.853972,0.127474,0.039182,-0.191550,0.733146,0.236994,0.044692,-0.318885,0.861105,0.105921,0.041253,-0.294895,0.344650,0.257417,0.045371,-0.224395,0.662480,0.010140,0.133824,-0.275439,0.705113,,,,,,,,,,0.252724,0.138361,-0.224098,0.257682,0.046504,-0.225079,0.009823,0.134721,-0.276137,0.231722,0.136859,-0.318039,0.189229,0.073803,-0.259261,0.031629,0.135055,-0.172601,0.127554,0.137161,-0.192465,0.104894,0.135914,-0.295745,0.128466,0.039467,-0.191823,0.236943,0.044497,-0.318368,0.105515,0.038670,-0.295082,-0.177190,0.063455,-0.429659,0.565825,0.062725,-0.470928,0.620516,0.071308,0.512634,-0.122080,0.070189,0.553356,0.515846,0.103288,-0.037490,,,
