Format Version,1.23,Take Name,table_frame_t1_may_15_lee,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-15 05.24.15.111 PM,Total Frames in Take,1313,Total Exported Frames,1313,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.060000,-0.000224,-0.000241,-0.000044,-1.000000,0.678568,0.081219,-0.011253,0.001463,0.170724,0.066842,-0.465649,0.812604,0.912137,0.065124,-0.524798,0.781417,0.246862,0.070970,0.515586,0.432891,0.988775,0.072584,0.458258,0.906891,0.881194,0.105065,0.039380,0.330523,0.871716,0.106726,-0.090295,0.953022,-0.001349,-0.000771,-0.003252,-0.999994,0.218199,0.180118,0.137824,0.000089,0.176628,0.179253,0.028656,0.990910,0.189475,0.179483,0.195699,0.971873,0.288495,0.181616,0.189116,0.980777,0.170979,0.066823,-0.464947,0.911733,0.065253,-0.524074,0.247519,0.071105,0.513406,0.988423,0.072605,0.458370,0.882361,0.104919,0.036938,0.871657,0.106578,-0.090320,0.176596,0.179253,0.028668,0.189572,0.179485,0.195626,0.288430,0.181615,0.189176
7,0.070000,-0.000162,-0.000242,0.000022,-1.000000,0.678553,0.081228,-0.011266,0.001438,0.170706,0.066861,-0.465659,0.813327,0.912119,0.065038,-0.524809,0.790396,0.246847,0.071102,0.515576,0.429618,0.988761,0.072611,0.458245,0.907484,0.881182,0.105054,0.039364,0.322259,0.871705,0.106700,-0.090311,0.959637,-0.001372,-0.000757,-0.003319,-0.999993,0.218184,0.180121,0.137818,0.000081,0.176616,0.179256,0.028649,0.991367,0.189458,0.179480,0.195692,0.969698,0.288478,0.181627,0.189112,0.977859,0.170972,0.066807,-0.464948,0.911753,0.065159,-0.524179,0.247407,0.071393,0.513296,0.988415,0.072589,0.458361,0.882417,0.104927,0.036922,0.871664,0.106571,-0.090328,0.176587,0.179256,0.028669,0.189539,0.179482,0.195617,0.288426,0.181626,0.189167
8,0.080000,-0.000194,-0.000246,-0.000012,-1.000000,0.678564,0.081200,-0.011282,0.001433,0.170715,0.066829,-0.465672,0.809833,0.912127,0.065060,-0.524828,0.815459,0.246862,0.071010,0.515562,0.408627,0.988775,0.072574,0.458226,0.908784,0.881192,0.105037,0.039347,0.315368,0.871713,0.106691,-0.090328,0.965938,-0.001306,-0.000763,-0.003138,-0.999994,0.218174,0.180106,0.137823,0.000068,0.176604,0.179242,0.028655,0.991214,0.189448,0.179483,0.195698,0.972415,0.288469,0.181594,0.189117,0.981073,0.170963,0.066814,-0.464949,0.911743,0.065164,-0.524178,0.247512,0.071115,0.513404,0.988412,0.072591,0.458363,0.882355,0.104918,0.036929,0.871656,0.106570,-0.090324,0.176582,0.179242,0.028665,0.189529,0.179485,0.195646,0.288410,0.181592,0.189159
9,0.090000,-0.000228,-0.000242,-0.000049,-1.000000,0.678562,0.081216,-0.011241,0.001466,0.170717,0.066837,-0.465635,0.817691,0.912129,0.065127,-0.524786,0.791940,0.246857,0.070958,0.515600,0.425854,0.988771,0.072581,0.458269,0.910044,0.881188,0.105064,0.039392,0.307047,0.871710,0.106726,-0.090283,0.956801,-0.001409,-0.000769,-0.003116,-0.999994,0.218163,0.180105,0.137839,0.000098,0.176592,0.179265,0.028671,0.988524,0.189439,0.179471,0.195714,0.967163,0.288459,0.181578,0.189131,0.978101,0.170970,0.066819,-0.464952,0.911727,0.065259,-0.524070,0.247514,0.071095,0.513403,0.988425,0.072605,0.458366,0.882425,0.104925,0.036916,0.871660,0.106566,-0.090326,0.176554,0.179264,0.028696,0.189528,0.179473,0.195617,0.288409,0.181577,0.189203
10,0.100000,-0.000223,-0.000244,-0.000044,-1.000000,0.678560,0.081209,-0.011254,0.001463,0.170713,0.066831,-0.465647,0.811700,0.912126,0.065114,-0.524800,0.793958,0.246858,0.070961,0.515588,0.429236,0.988771,0.072576,0.458254,0.906185,0.881186,0.105056,0.039377,0.319939,0.871708,0.106717,-0.090297,0.957174,-0.001499,-0.000698,-0.003404,-0.999993,0.218152,0.180086,0.137829,0.000061,0.176597,0.179243,0.028655,0.991490,0.189419,0.179426,0.195700,0.978894,0.288440,0.181591,0.189132,0.987275,0.170976,0.066816,-0.464941,0.911718,0.065244,-0.524096,0.247518,0.071084,0.513406,0.988416,0.072604,0.458373,0.882365,0.104923,0.036929,0.871652,0.106558,-0.090325,0.176574,0.179242,0.028680,0.189468,0.179427,0.195631,0.288414,0.181591,0.189176
11,0.110000,-0.000191,-0.000243,-0.000017,-1.000000,0.678569,0.081199,-0.011283,0.001438,0.170722,0.066820,-0.465675,0.810355,0.912134,0.065058,-0.524828,0.805383,0.246865,0.071009,0.515559,0.434796,0.988778,0.072579,0.458227,0.903751,0.881196,0.105038,0.039347,0.328507,0.871718,0.106691,-0.090328,0.965831,-0.001433,-0.000741,-0.003252,-0.999994,0.218181,0.180122,0.137802,0.000079,0.176616,0.179276,0.028632,0.991121,0.189453,0.179477,0.195675,0.975663,0.288473,0.181612,0.189099,0.983905,0.170981,0.066810,-0.464962,0.911734,0.065161,-0.524168,0.247516,0.071096,0.513396,0.988422,0.072601,0.458369,0.882366,0.104919,0.036932,0.871656,0.106569,-0.090328,0.176599,0.179276,0.028663,0.189523,0.179479,0.195608,0.288420,0.181611,0.189135
12,0.120000,-0.000193,-0.000245,-0.000009,-1.000000,0.678563,0.081198,-0.011278,0.001434,0.170713,0.066829,-0.465668,0.808871,0.912126,0.065055,-0.524824,0.811443,0.246860,0.071013,0.515566,0.432530,0.988773,0.072572,0.458231,0.902270,0.881190,0.105034,0.039352,0.327184,0.871712,0.106688,-0.090323,0.966113,-0.001387,-0.000750,-0.003218,-0.999994,0.218170,0.180105,0.137821,0.000090,0.176603,0.179252,0.028651,0.990608,0.189443,0.179468,0.195695,0.969852,0.288463,0.181595,0.189116,0.979099,0.170970,0.066821,-0.464948,0.911737,0.065156,-0.524185,0.247510,0.071089,0.513393,0.988411,0.072598,0.458375,0.882362,0.104920,0.036932,0.871656,0.106564,-0.090323,0.176578,0.179251,0.028680,0.189535,0.179470,0.195617,0.288396,0.181593,0.189166
13,0.130000,-0.000225,-0.000235,-0.000047,-1.000000,0.678562,0.081214,-0.011255,0.001465,0.170723,0.066835,-0.465657,0.808871,0.912137,0.065122,-0.524797,0.811443,0.246850,0.070961,0.515579,0.432530,0.988764,0.072580,0.458259,0.902270,0.881187,0.105062,0.039380,0.327184,0.871711,0.106723,-0.090295,0.966113,-0.001324,-0.000755,-0.003367,-0.999993,0.218178,0.180130,0.137817,0.000070,0.176610,0.179251,0.028649,0.990608,0.189452,0.179492,0.195692,0.969852,0.288472,0.181647,0.189112,0.979099,0.170977,0.066815,-0.464958,0.911728,0.065258,-0.524069,0.247510,0.071100,0.513401,0.988412,0.072605,0.458370,0.882361,0.104916,0.036933,0.871655,0.106563,-0.090324,0.176585,0.179250,0.028654,0.189533,0.179493,0.195640,0.288416,0.181646,0.189159
14,0.140000,-0.000179,-0.000241,-0.000007,-1.000000,0.678568,0.081193,-0.011283,0.001435,0.170722,0.066813,-0.465677,0.814139,0.912135,0.065035,-0.524826,0.788552,0.246862,0.071023,0.515558,0.429978,0.988775,0.072577,0.458228,0.907541,0.881196,0.105029,0.039348,0.320433,0.871718,0.106679,-0.090327,0.957175,-0.001675,-0.000660,-0.003537,-0.999992,0.218170,0.180086,0.137814,0.000077,0.176624,0.179270,0.028637,0.993589,0.189433,0.179397,0.195683,0.975916,0.288454,0.181591,0.189123,0.981787,0.170983,0.066808,-0.464948,0.911746,0.065132,-0.524186,0.247512,0.071089,0.513386,0.988409,0.072605,0.458373,0.882365,0.104916,0.036937,0.871660,0.106560,-0.090327,0.176602,0.179269,0.028660,0.189513,0.179399,0.195617,0.288395,0.181590,0.189166
15,0.150000,-0.000111,-0.000244,0.000060,-1.000000,0.678558,0.081220,-0.011288,0.001418,0.170708,0.066847,-0.465677,0.806580,0.912120,0.064961,-0.524831,0.811213,0.246854,0.071181,0.515556,0.432921,0.988767,0.072628,0.458222,0.901279,0.881189,0.105037,0.039338,0.329463,0.871711,0.106670,-0.090337,0.966836,-0.001507,-0.000699,-0.003474,-0.999993,0.218163,0.180088,0.137826,0.000064,0.176608,0.179240,0.028652,0.992159,0.189431,0.179423,0.195697,0.974096,0.288451,0.181602,0.189129,0.981825,0.170969,0.066805,-0.464951,0.911761,0.065059,-0.524238,0.247400,0.071396,0.513288,0.988421,0.072610,0.458376,0.882367,0.104921,0.036930,0.871662,0.106574,-0.090325,0.176582,0.179240,0.028673,0.189484,0.179424,0.195628,0.288423,0.181601,0.189177
