timestamp,magnitude,direction
2026-06-16 15:42:53.445173,0.017269916039170545,67.89055165624833
2026-06-16 15:42:53.445929,0.01746424919657298,66.37062226934319
2026-06-16 15:42:53.447290,0.01767059704707229,64.88516511385544
2026-06-16 15:42:53.454400,0.017888543819998316,63.43494882292201
2026-06-16 15:42:53.459264,0.010965856099730654,46.8476102659946
2026-06-16 15:42:53.462480,0.007,0.0
2026-06-16 15:42:53.463941,0.006800735254367723,-17.10272896905237
2026-06-16 15:42:53.475606,0.00806225774829855,-29.74488129694222
2026-06-16 15:42:53.479166,0.01996246477767713,-67.9321004375898
2026-06-16 15:42:53.490926,0.033734255586866005,-78.02386755579664
2026-06-16 15:42:53.491507,0.05042072986381693,-82.59308787150478
2026-06-16 15:42:53.491732,0.05042072986381693,-82.59308787150478
2026-06-16 15:42:53.491919,0.0678122407829147,-84.49958852979809
2026-06-16 15:42:53.492100,0.081,-90.0
2026-06-16 15:42:53.492262,0.11328283188550682,-94.04958170327139
2026-06-16 15:42:53.492401,0.1486556423416212,-97.14891946787928
2026-06-16 15:42:53.492528,0.1717097842290881,-101.931621273562
2026-06-16 15:42:53.512487,0.19056822925136288,-109.62348743213083
2026-06-16 15:42:53.516661,0.22576148918715078,-106.46831213475376
2026-06-16 15:42:53.516982,0.2762412894554324,-107.81183669232773
2026-06-16 15:42:53.517156,0.30897410894765925,-109.08001222670467
2026-06-16 15:42:53.517303,0.34091237877202407,-118.18123558874171
2026-06-16 15:42:53.518158,0.3808073660001865,-123.3770929649234
2026-06-16 15:42:53.520268,0.41806727927452064,-121.75115664588343
2026-06-16 15:42:53.521250,0.4726060727498113,-122.29452621477407
2026-06-16 15:42:53.521459,0.5015957037296074,-121.7571676265054
2026-06-16 15:42:53.521588,0.5589241898504662,-127.40296162327914
2026-06-16 15:42:53.521711,0.5955680061924079,-129.58385360686282
2026-06-16 15:42:53.521828,0.6130579091733505,-130.2363583092738
2026-06-16 15:42:53.521927,0.63583724332568,-130.9824789563407
2026-06-16 15:42:53.522027,0.6887045810795801,-131.35027540061702
2026-06-16 15:42:53.527799,0.7397305252590298,-131.79434660311966
2026-06-16 15:42:53.535370,0.7561514398584452,-131.19305327957102
2026-06-16 15:42:53.540416,0.7828310801188211,-131.47854662307776
2026-06-16 15:42:53.559221,0.8289633586594766,-131.79712632104506
2026-06-16 15:42:53.582838,0.8748176952942824,-132.49837718571823
2026-06-16 15:42:53.596971,0.8882118272124054,-133.19797928200498
2026-06-16 15:42:53.605966,0.9494241675879121,-134.03982543333365
2026-06-16 15:42:53.617659,1.0271651522515743,-134.2308429710705
2026-06-16 15:42:53.622260,1.0496005192452984,-133.05034040730473
2026-06-16 15:42:53.622691,1.0714282523809049,-132.69276540098056
2026-06-16 15:42:53.626437,1.1269078267542558,-134.11914904080626
2026-06-16 15:42:53.629120,1.1812794969862126,-135.56590818304338
2026-06-16 15:42:53.630031,1.242771600093919,-135.40750222918317
2026-06-16 15:42:53.630272,1.3003970547490484,-135.3738660119293
2026-06-16 15:42:53.630393,1.314865487416869,-135.04621868815704
2026-06-16 15:42:53.630500,1.354176133300244,-134.43154877714116
2026-06-16 15:42:53.630595,1.4143424267128524,-134.22655396113691
2026-06-16 15:42:53.631529,1.4570728362027754,-134.40217687169903
2026-06-16 15:42:53.647344,1.5068445507085328,-135.0
2026-06-16 15:42:53.649235,1.558905465382683,-135.61075065562355
2026-06-16 15:42:53.651957,1.5888131576746212,-136.1093055776234
2026-06-16 15:42:53.652269,1.647017000519424,-135.8117793928942
2026-06-16 15:42:53.652717,1.698133166156294,-135.25051086877167
2026-06-16 15:42:53.654881,1.738833085721571,-135.4659985047029
2026-06-16 15:42:53.655292,1.7721632261166012,-135.75444989830038
2026-06-16 15:42:53.655565,1.8068085122668645,-135.7399826207624
2026-06-16 15:42:53.655909,1.8533705781629317,-135.39347875539596
2026-06-16 15:42:53.656322,1.909916555768864,-136.1349465916205
2026-06-16 15:42:53.668944,1.9707131957745652,-136.54204804503053
2026-06-16 15:42:53.674813,1.9991620744702017,-135.7498488882816
2026-06-16 15:42:53.677083,2.0296685690033236,-135.93820938861364
2026-06-16 15:42:53.680378,2.066559096662856,-136.1175377391977
2026-06-16 15:42:53.681065,2.113967951507307,-136.14997829917107
2026-06-16 15:42:53.695935,2.1510371916821893,-136.48811205341866
2026-06-16 15:42:53.699151,2.1936534024316603,-136.94883840104413
2026-06-16 15:42:53.699753,2.2636255211496445,-137.14825612963506
2026-06-16 15:42:53.730423,2.337404383071102,-137.03705683049367
2026-06-16 15:42:53.741169,2.420630083263447,-137.51136326716306
2026-06-16 15:42:53.745942,2.4911847081258345,-137.57856203848803
2026-06-16 15:42:53.749177,2.552144196553165,-136.52414006719764
2026-06-16 15:42:53.749593,2.601913766826257,-135.537205182567
2026-06-16 15:42:53.751431,2.663696163228832,-135.96586681365363
2026-06-16 15:42:53.752507,2.7496445224792243,-136.63573542201115
2026-06-16 15:42:53.767081,2.8547282269946472,-137.09378242872097
