timestamp,t_rel,step,target_mag,target_angle,Fml,Fdl,lc_Fx,lc_Fy,gui_Fx,gui_Fz
2026-06-15 18:46:01.630426,0.008318,0,5.0,-129.491,0.19382982226685344,37.8749836510982,0.153,0.119,-3.179795,-3.858614
2026-06-15 18:46:01.640426,0.018318,0,5.0,-129.491,0.20099751242241778,31.159304508344384,0.172,0.104,-3.179795,-3.858614
2026-06-15 18:46:01.650426,0.028318,0,5.0,-129.491,0.23837994882120433,27.21000456740169,0.212,0.109,-3.179795,-3.858614
2026-06-15 18:46:01.660426,0.038318,0,5.0,-129.491,0.022203603311174516,-82.23483398157467,0.003,-0.022,-3.179795,-3.858614
2026-06-15 18:46:01.670426,0.048318,0,5.0,-129.491,0.2408422720371156,39.44005273669047,0.186,0.153,-3.179795,-3.858614
2026-06-15 18:46:01.680426,0.058318,0,5.0,-129.491,0.026570660511172847,19.79887635452493,0.025,0.009,-3.179795,-3.858614
2026-06-15 18:46:01.690426,0.068318,0,5.0,-129.491,0.051039200620699374,92.24574256589507,-0.002,0.051,-3.179795,-3.858614
2026-06-15 18:46:01.700426,0.078318,0,5.0,-129.491,0.2562225595063791,36.10957674263612,0.207,0.151,-3.179795,-3.858614
2026-06-15 18:46:01.710426,0.088318,0,5.0,-129.491,0.03584689665786984,149.85861444792468,-0.031,0.018,-3.179795,-3.858614
2026-06-15 18:46:01.720426,0.098318,0,5.0,-129.491,0.14208800090085016,-92.01662387462311,-0.005,-0.142,-3.179795,-3.858614
2026-06-15 18:46:01.730426,0.108318,0,5.0,-129.491,0.09167878707749139,116.56505117707799,-0.041,0.082,-3.179795,-3.858614
2026-06-15 18:46:01.740426,0.118318,0,5.0,-129.491,0.24201239637671454,64.811477141547,0.103,0.219,-3.179795,-3.858614
2026-06-15 18:46:01.750426,0.128318,0,5.0,-129.491,0.036,-180.0,-0.036,-0.0,-3.179795,-3.858614
2026-06-15 18:46:01.760426,0.138318,0,5.0,-129.491,0.3280015243867016,-0.17468171338858504,0.328,-0.001,-3.179795,-3.858614
2026-06-15 18:46:01.770426,0.148318,0,5.0,-129.491,0.13023056476879766,132.51044707800085,-0.088,0.096,-3.179795,-3.858614
2026-06-15 18:46:01.780426,0.158318,0,5.0,-129.491,0.5124109678763716,-32.325401817929276,0.433,-0.274,-3.179795,-3.858614
2026-06-15 18:46:01.790426,0.168318,0,5.0,-129.491,0.5124109678763716,-32.325401817929276,0.433,-0.274,-3.179795,-3.858614
2026-06-15 18:46:01.800426,0.178318,0,5.0,-129.491,1.098925384182202,-16.43955974574717,1.054,-0.311,-3.179795,-3.858614
2026-06-15 18:46:01.810426,0.188318,0,5.0,-129.491,1.098925384182202,-16.43955974574717,1.054,-0.311,-3.179795,-3.858614
2026-06-15 18:46:01.820426,0.198318,0,5.0,-129.491,0.8436966279415843,-71.4791505225289,0.268,-0.8,-3.179795,-3.858614
2026-06-15 18:46:01.830426,0.208318,0,5.0,-129.491,1.2117693674953167,-83.50838441946168,0.137,-1.204,-3.179795,-3.858614
2026-06-15 18:46:01.840426,0.218318,0,5.0,-129.491,,,,,-3.179795,-3.858614
2026-06-15 18:46:01.850426,0.228318,0,5.0,-129.491,1.6153594027336455,-133.84621296433687,-1.119,-1.165,-3.179795,-3.858614
2026-06-15 18:46:01.860426,0.238318,0,5.0,-129.491,1.5335012226926978,-122.10439427202284,-0.815,-1.299,-3.179795,-3.858614
2026-06-15 18:46:01.870426,0.248318,0,5.0,-129.491,2.0579606410230493,-134.055000676001,-1.431,-1.479,-3.179795,-3.858614
2026-06-15 18:46:01.880426,0.258318,0,5.0,-129.491,3.8309331761334597,-132.59864665929985,-2.593,-2.82,-3.179795,-3.858614
2026-06-15 18:46:01.890426,0.268318,0,5.0,-129.491,4.440027590004369,-135.3923682123765,-3.161,-3.118,-3.179795,-3.858614
2026-06-15 18:46:01.900426,0.278318,0,5.0,-129.491,5.380802914064034,-137.19912562013207,-3.948,-3.656,-3.179795,-3.858614
2026-06-15 18:46:01.910426,0.288318,0,5.0,-129.491,4.4974048072193815,-140.59406558638852,-3.475,-2.855,-3.179795,-3.858614
2026-06-15 18:46:01.920426,0.298318,0,5.0,-129.491,4.079032360744396,-139.96242705068045,-3.123,-2.624,-3.179795,-3.858614
2026-06-15 18:46:01.930426,0.308318,0,5.0,-129.491,4.3815077313637145,-136.59062676692392,-3.183,-3.011,-3.179795,-3.858614
2026-06-15 18:46:01.940426,0.318318,0,5.0,-129.491,4.60016706218372,-138.56919252338878,-3.449,-3.044,-3.179795,-3.858614
2026-06-15 18:46:01.950426,0.328318,0,5.0,-129.491,4.164198362230118,-136.84886499136917,-3.038,-2.848,-3.179795,-3.858614
2026-06-15 18:46:01.960426,0.338318,0,5.0,-129.491,3.8991574730959506,-136.215780889951,-2.815,-2.698,-3.179795,-3.858614
2026-06-15 18:46:01.970426,0.348318,0,5.0,-129.491,3.775025827726216,-134.07699310964912,-2.626,-2.712,-3.179795,-3.858614
