timestamp,step,target_angle_deg,target_mag_N,T1,T3,tau1,tau2,feasible
2026-06-15 15:46:44.667159,0,-129.459,5.000,4.9667,0.4360,-0.1639,0.0144,1
2026-06-15 15:46:46.807900,1,-129.459,10.000,9.9353,0.8776,-0.3279,0.0290,1
2026-06-15 15:46:48.882920,2,-129.459,15.000,14.9040,1.3102,-0.4918,0.0432,1
2026-06-15 15:46:50.907236,3,-129.459,24.000,23.8464,2.1025,-0.7869,0.0694,1
2026-06-15 15:46:52.904117,4,-116.437,5.000,4.7088,1.5495,-0.1554,0.0511,1
2026-06-15 15:46:54.894413,5,-116.437,10.000,9.4129,3.0998,-0.3106,0.1023,1
2026-06-15 15:46:56.912250,6,-116.437,15.000,14.1305,4.6537,-0.4663,0.1536,1
2026-06-15 15:46:58.891134,7,-116.437,24.000,22.5686,7.5312,-0.7448,0.2485,1
2026-06-15 15:47:00.914248,8,-103.416,5.000,4.2072,2.5872,-0.1388,0.0854,1
2026-06-15 15:47:02.887324,9,-103.416,10.000,8.4163,5.1691,-0.2777,0.1706,1
2026-06-15 15:47:04.903266,10,-103.416,15.000,12.6224,7.7562,-0.4165,0.2560,1
2026-06-15 15:47:06.894164,11,-103.416,24.000,20.2001,12.3999,-0.6666,0.4092,1
2026-06-15 15:47:08.903035,12,-90.394,5.000,3.4864,3.4843,-0.1150,0.1150,1
2026-06-15 15:47:10.904220,13,-90.394,10.000,6.9804,6.9680,-0.2304,0.2299,1
2026-06-15 15:47:12.902718,14,-90.394,15.000,10.4781,10.4422,-0.3458,0.3446,1
2026-06-15 15:47:14.893279,15,-90.394,24.000,16.7372,16.7214,-0.5523,0.5518,1
2026-06-15 15:47:16.915090,16,-77.372,5.000,2.5935,4.2030,-0.0856,0.1387,1
2026-06-15 15:47:18.902369,17,-77.372,10.000,5.1900,8.4036,-0.1713,0.2773,1
2026-06-15 15:47:20.901246,18,-77.372,15.000,7.7665,12.6065,-0.2563,0.4160,1
2026-06-15 15:47:22.897043,19,-77.372,24.000,12.3402,20.1636,-0.4072,0.6654,1
2026-06-15 15:47:24.900270,20,-64.351,5.000,1.5288,4.7052,-0.0504,0.1553,1
2026-06-15 15:47:26.908329,21,-64.351,10.000,3.1096,9.4094,-0.1026,0.3105,1
2026-06-15 15:47:28.910965,22,-64.351,15.000,4.6404,14.1147,-0.1531,0.4658,1
2026-06-15 15:47:30.901601,23,-64.351,24.000,7.3646,22.5884,-0.2430,0.7454,1
2026-06-15 15:47:32.912963,24,-51.329,5.000,0.4178,4.9673,-0.0138,0.1639,1
2026-06-15 15:47:34.891083,25,-51.329,10.000,0.8787,9.9334,-0.0290,0.3278,1
2026-06-15 15:47:36.907767,26,-51.329,15.000,1.3031,14.9002,-0.0430,0.4917,1
2026-06-15 15:47:38.915974,27,-51.329,24.000,2.0628,23.8419,-0.0681,0.7868,1
