timestamp,t_rel,step,target_mag,target_angle,Fmg,Fml,Fdg,Fdl
2026-06-15 15:46:44.669204,0.002045,0,5.0,-129.459,0.0,0.7408873058704677,0.0,-148.69141192141487
2026-06-15 15:46:44.679204,0.012045,0,5.0,-129.459,5.0,0.01772004514666935,-129.458718,-163.61045966596524
2026-06-15 15:46:44.689204,0.022045,0,5.0,-129.459,5.0,0.22703523955544874,-129.458718,66.37062226934319
2026-06-15 15:46:44.699204,0.032045,0,5.0,-129.459,5.0,0.6626439466259388,-129.458718,-138.85474474477462
2026-06-15 15:46:44.709204,0.042045,0,5.0,-129.459,5.0,0.425,-129.458718,-163.73979529168807
2026-06-15 15:46:44.719204,0.052045,0,5.0,-129.459,5.0,0.12298373876248843,-129.458718,63.43494882292201
2026-06-15 15:46:44.729204,0.062045,0,5.0,-129.459,5.0,0.29363923443572726,-129.458718,24.12098311944258
2026-06-15 15:46:44.739204,0.072045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:44.749204,0.082045,0,5.0,-129.459,5.0,0.19215098230297967,-129.458718,-6.274334557081804
2026-06-15 15:46:44.759204,0.092045,0,5.0,-129.459,5.0,0.2294210103717617,-129.458718,-116.67673871497597
2026-06-15 15:46:44.769204,0.102045,0,5.0,-129.459,5.0,0.2294210103717617,-129.458718,-116.67673871497597
2026-06-15 15:46:44.779204,0.112045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:44.789204,0.122045,0,5.0,-129.459,5.0,0.29789259809535384,-129.458718,-124.33021719550332
2026-06-15 15:46:44.799204,0.132045,0,5.0,-129.459,5.0,0.32401388859121455,-129.458718,-90.5305013166738
2026-06-15 15:46:44.809204,0.142045,0,5.0,-129.459,5.0,0.6638712224520656,-129.458718,-129.8055710922652
2026-06-15 15:46:44.819204,0.152045,0,5.0,-129.459,5.0,1.2288637027758613,-129.458718,-131.17276683029533
2026-06-15 15:46:44.829204,0.162045,0,5.0,-129.459,5.0,0.5967419877970713,-129.458718,-141.1902423905011
2026-06-15 15:46:44.839204,0.172045,0,5.0,-129.459,5.0,0.9756664389021485,-129.458718,-133.04796254797236
2026-06-15 15:46:44.849204,0.182045,0,5.0,-129.459,5.0,0.9756664389021485,-129.458718,-133.04796254797236
2026-06-15 15:46:44.859204,0.192045,0,5.0,-129.459,5.0,1.5509445509108313,-129.458718,-129.42716807750915
2026-06-15 15:46:44.869204,0.202045,0,5.0,-129.459,5.0,1.4637393893723023,-129.458718,-143.92082472880335
2026-06-15 15:46:44.879204,0.212045,0,5.0,-129.459,5.0,1.0094577752437197,-129.458718,-136.64574693383037
2026-06-15 15:46:44.889204,0.222045,0,5.0,-129.459,5.0,0.7921313022472979,-129.458718,-124.0912919164592
2026-06-15 15:46:44.899204,0.232045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:44.909204,0.242045,0,5.0,-129.459,5.0,0.9717170370020276,-129.458718,-120.76151318031735
2026-06-15 15:46:44.919204,0.252045,0,5.0,-129.459,5.0,1.2740894788043735,-129.458718,-129.0109670068997
2026-06-15 15:46:44.929204,0.262045,0,5.0,-129.459,5.0,1.3906448144655772,-129.458718,-132.63952561018868
2026-06-15 15:46:44.939204,0.272045,0,5.0,-129.459,5.0,1.4980577425453265,-129.458718,-138.32834606435347
2026-06-15 15:46:44.949204,0.282045,0,5.0,-129.459,5.0,1.9349418595916519,-129.458718,-133.99491399474581
2026-06-15 15:46:44.959204,0.292045,0,5.0,-129.459,5.0,2.5423172500693143,-129.458718,-130.6452949789989
2026-06-15 15:46:44.969204,0.302045,0,5.0,-129.459,5.0,2.5423172500693143,-129.458718,-130.6452949789989
2026-06-15 15:46:44.979204,0.312045,0,5.0,-129.459,5.0,2.612594495898665,-129.458718,-140.12423073223323
2026-06-15 15:46:44.989204,0.322045,0,5.0,-129.459,5.0,2.140887899914426,-129.458718,-130.66225375513608
2026-06-15 15:46:44.999204,0.332045,0,5.0,-129.459,5.0,2.808453667055948,-129.458718,-133.29750325955104
2026-06-15 15:46:45.009204,0.342045,0,5.0,-129.459,5.0,3.0365934861288233,-129.458718,-134.22614039678106
2026-06-15 15:46:45.019204,0.352045,0,5.0,-129.459,5.0,3.7286438553447288,-129.458718,-131.11798439532532
2026-06-15 15:46:45.029204,0.362045,0,5.0,-129.459,5.0,3.504176080050773,-129.458718,-136.48006225965702
2026-06-15 15:46:45.039204,0.372045,0,5.0,-129.459,5.0,3.3406210500444375,-129.458718,-133.62943296032367
2026-06-15 15:46:45.049204,0.382045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.059204,0.392045,0,5.0,-129.459,5.0,3.364836548779153,-129.458718,-132.7719504174375
2026-06-15 15:46:45.069204,0.402045,0,5.0,-129.459,5.0,3.6413658151852855,-129.458718,-134.07649293734457
2026-06-15 15:46:45.079204,0.412045,0,5.0,-129.459,5.0,3.2677443290441186,-129.458718,-132.010671403844
2026-06-15 15:46:45.089204,0.422045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.099204,0.432045,0,5.0,-129.459,5.0,3.5155416367894152,-129.458718,-134.02038489338494
2026-06-15 15:46:45.109204,0.442045,0,5.0,-129.459,5.0,3.3827518383706483,-129.458718,-136.62905189540083
2026-06-15 15:46:45.119204,0.452045,0,5.0,-129.459,5.0,3.4358848932989594,-129.458718,-134.68162788123024
2026-06-15 15:46:45.129204,0.462045,0,5.0,-129.459,5.0,3.4840357346043396,-129.458718,-135.47677546960722
2026-06-15 15:46:45.139204,0.472045,0,5.0,-129.459,5.0,3.8903795444660667,-129.458718,-131.40482709090435
2026-06-15 15:46:45.149204,0.482045,0,5.0,-129.459,5.0,3.949333361467477,-129.458718,-139.49784106967553
2026-06-15 15:46:45.159204,0.492045,0,5.0,-129.459,5.0,3.384787290214852,-129.458718,-137.28678286100583
2026-06-15 15:46:45.169204,0.502045,0,5.0,-129.459,5.0,3.90283397033489,-129.458718,-139.1455240519074
2026-06-15 15:46:45.179204,0.512045,0,5.0,-129.459,5.0,3.304174934836229,-129.458718,-136.98676569566842
2026-06-15 15:46:45.189204,0.522045,0,5.0,-129.459,5.0,2.9851130631853797,-129.458718,-132.63778654375815
2026-06-15 15:46:45.199204,0.532045,0,5.0,-129.459,5.0,3.8696104455099873,-129.458718,-139.30716323554984
2026-06-15 15:46:45.209204,0.542045,0,5.0,-129.459,5.0,3.8696104455099873,-129.458718,-139.30716323554984
2026-06-15 15:46:45.219204,0.552045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.229204,0.562045,0,5.0,-129.459,5.0,3.2797225492410176,-129.458718,-137.44662670451055
2026-06-15 15:46:45.239204,0.572045,0,5.0,-129.459,5.0,2.942956336747115,-129.458718,-133.2376089763395
2026-06-15 15:46:45.249204,0.582045,0,5.0,-129.459,5.0,3.2650765687805854,-129.458718,-134.1437915313724
2026-06-15 15:46:45.259204,0.592045,0,5.0,-129.459,5.0,3.718080418710709,-129.458718,-129.98117315880725
2026-06-15 15:46:45.269204,0.602045,0,5.0,-129.459,5.0,3.718080418710709,-129.458718,-129.98117315880725
2026-06-15 15:46:45.279204,0.612045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.289204,0.622045,0,5.0,-129.459,5.0,3.8443513106894898,-129.458718,-138.7650034352634
2026-06-15 15:46:45.299204,0.632045,0,5.0,-129.459,5.0,3.26470151775013,-129.458718,-137.06046790893538
2026-06-15 15:46:45.309204,0.642045,0,5.0,-129.459,5.0,3.26470151775013,-129.458718,-137.06046790893538
2026-06-15 15:46:45.319204,0.652045,0,5.0,-129.459,5.0,3.323404579644194,-129.458718,-135.0731435085807
2026-06-15 15:46:45.329204,0.662045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.339204,0.672045,0,5.0,-129.459,5.0,3.701278157609882,-129.458718,-130.46361310483087
2026-06-15 15:46:45.349204,0.682045,0,5.0,-129.459,5.0,3.808161892567069,-129.458718,-138.58761607622782
2026-06-15 15:46:45.359204,0.692045,0,5.0,-129.459,5.0,2.9505831626985195,-129.458718,-133.3383252234901
2026-06-15 15:46:45.369204,0.702045,0,5.0,-129.459,5.0,3.2534292677112253,-129.458718,-133.7795354081618
2026-06-15 15:46:45.379204,0.712045,0,5.0,-129.459,5.0,3.312822512601603,-129.458718,-135.2323615459152
2026-06-15 15:46:45.389204,0.722045,0,5.0,-129.459,5.0,3.249311311647439,-129.458718,-137.14509346776933
2026-06-15 15:46:45.399204,0.732045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.409204,0.742045,0,5.0,-129.459,5.0,2.9249034172088484,-129.458718,-133.03270364422167
2026-06-15 15:46:45.419204,0.752045,0,5.0,-129.459,5.0,2.9260109364115507,-129.458718,-132.47917209228984
2026-06-15 15:46:45.429204,0.762045,0,5.0,-129.459,5.0,3.2260689701244765,-129.458718,-133.60588108413737
2026-06-15 15:46:45.439204,0.772045,0,5.0,-129.459,5.0,3.6468343806649623,-129.458718,-130.42917947267279
2026-06-15 15:46:45.449204,0.782045,0,5.0,-129.459,5.0,3.8347740481024433,-129.458718,-138.99679552131562
2026-06-15 15:46:45.459204,0.792045,0,5.0,-129.459,5.0,3.25718927911781,-129.458718,-138.01148000824526
2026-06-15 15:46:45.469204,0.802045,0,5.0,-129.459,5.0,3.2077245829403744,-129.458718,-133.57263866507887
2026-06-15 15:46:45.479204,0.812045,0,5.0,-129.459,5.0,3.3044250634565766,-129.458718,-134.52183104585066
2026-06-15 15:46:45.489204,0.822045,0,5.0,-129.459,5.0,3.6549562240880533,-129.458718,-129.97216312962277
2026-06-15 15:46:45.499204,0.832045,0,5.0,-129.459,5.0,3.8510946495769227,-129.458718,-139.14857750237746
2026-06-15 15:46:45.509204,0.842045,0,5.0,-129.459,5.0,2.902320623225491,-129.458718,-133.45033374322264
2026-06-15 15:46:45.519204,0.852045,0,5.0,-129.459,5.0,3.208096008538398,-129.458718,-133.83807559688836
2026-06-15 15:46:45.529204,0.862045,0,5.0,-129.459,5.0,3.2384397477797857,-129.458718,-136.62657278987027
2026-06-15 15:46:45.539204,0.872045,0,5.0,-129.459,5.0,2.86972890705725,-129.458718,-131.77944793993277
2026-06-15 15:46:45.549204,0.882045,0,5.0,-129.459,5.0,3.1488334347818396,-129.458718,-133.71324917888535
2026-06-15 15:46:45.559204,0.892045,0,5.0,-129.459,5.0,3.2841559037292978,-129.458718,-135.8388963382788
2026-06-15 15:46:45.569204,0.902045,0,5.0,-129.459,5.0,3.2841559037292978,-129.458718,-135.8388963382788
2026-06-15 15:46:45.579204,0.912045,0,5.0,-129.459,5.0,3.6523956521713252,-129.458718,-130.31373768727667
2026-06-15 15:46:45.589204,0.922045,0,5.0,-129.459,5.0,3.8231706736686504,-129.458718,-138.26565145884229
2026-06-15 15:46:45.599204,0.932045,0,5.0,-129.459,5.0,3.267843937522109,-129.458718,-137.20736304204297
2026-06-15 15:46:45.609204,0.942045,0,5.0,-129.459,5.0,2.898555674814614,-129.458718,-132.4133048088678
2026-06-15 15:46:45.619204,0.952045,0,5.0,-129.459,5.0,2.9221844568746858,-129.458718,-134.0294479799306
2026-06-15 15:46:45.629204,0.962045,0,5.0,-129.459,5.0,2.8908969196427603,-129.458718,-132.06970964017285
2026-06-15 15:46:45.639204,0.972045,0,5.0,-129.459,5.0,2.8908969196427603,-129.458718,-132.06970964017285
2026-06-15 15:46:45.649204,0.982045,0,5.0,-129.459,5.0,3.2810059433045837,-129.458718,-134.75303696257376
2026-06-15 15:46:45.659204,0.992045,0,5.0,-129.459,5.0,2.909389111136563,-129.458718,-133.45409964006086
2026-06-15 15:46:45.669204,1.002045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.679204,1.012045,0,5.0,-129.459,5.0,2.8809382152347522,-129.458718,-132.70714169745904
2026-06-15 15:46:45.689204,1.022045,0,5.0,-129.459,5.0,2.8809382152347522,-129.458718,-132.70714169745904
2026-06-15 15:46:45.699204,1.032045,0,5.0,-129.459,5.0,3.1878048873794014,-129.458718,-133.19500466070517
2026-06-15 15:46:45.709204,1.042045,0,5.0,-129.459,5.0,3.270510204845721,-129.458718,-134.46731945188822
2026-06-15 15:46:45.719204,1.052045,0,5.0,-129.459,5.0,3.270510204845721,-129.458718,-134.46731945188822
2026-06-15 15:46:45.729204,1.062045,0,5.0,-129.459,5.0,3.6096564933522415,-129.458718,-130.07790284018702
2026-06-15 15:46:45.739204,1.072045,0,5.0,-129.459,5.0,,-129.458718,
2026-06-15 15:46:45.749204,1.082045,0,5.0,-129.459,5.0,3.9030655900202342,-129.458718,-138.22992339331236
2026-06-15 15:46:45.759204,1.092045,0,5.0,-129.459,5.0,3.2994037340101317,-129.458718,-137.075648813972
2026-06-15 15:46:45.769204,1.102045,0,5.0,-129.459,5.0,2.912935461008362,-129.458718,-134.0959173166695
2026-06-15 15:46:45.779204,1.112045,0,5.0,-129.459,5.0,3.6058197403641796,-129.458718,-130.5461429070022
2026-06-15 15:46:45.789204,1.122045,0,5.0,-129.459,5.0,3.905787756650379,-129.458718,-138.00951638807106
2026-06-15 15:46:45.799204,1.132045,0,5.0,-129.459,5.0,3.905787756650379,-129.458718,-138.00951638807106
2026-06-15 15:46:45.809204,1.142045,0,5.0,-129.459,5.0,3.2915523693236297,-129.458718,-136.66188715792208
