step,angle,given_mag,mean_meas,mean_dir,n,mean_err,dir_err,angle_group,sweep_dir
5,-112.171722,24.0,18.031373690626946,-115.14630568297115,100,-5.968626309373054,-2.9745836829711436,2,descending
6,-112.171722,15.0,17.010564167835614,-117.87191510458095,90,2.0105641678356143,-5.700193104580947,2,descending
7,-112.171722,10.0,13.599497499819547,-117.42399770225147,101,3.599497499819547,-5.252275702251467,2,descending
8,-112.171722,5.0,7.148877980429397,-115.05770383966663,100,2.148877980429397,-2.885981839666627,2,descending
13,-90.556651,24.0,20.853265787995433,-94.11612184983387,101,-3.146734212004567,-3.559470849833872,4,descending
14,-90.556651,15.0,17.28202691911858,-96.60437029092162,100,2.2820269191185787,-6.04771929092162,4,descending
15,-90.556651,10.0,12.72576711463935,-95.90130402936893,100,2.72576711463935,-5.344653029368928,4,descending
16,-90.556651,5.0,5.216388336217284,-100.8964812814844,100,0.2163883362172836,-10.339830281484396,4,descending
21,-68.94158,24.0,23.965150886295252,-70.75640456189947,101,-0.03484911370474819,-1.8148245618994707,6,descending
22,-68.94158,15.0,18.67235535898131,-71.32630488078523,89,3.67235535898131,-2.384724880785228,6,descending
23,-68.94158,10.0,10.466529486604742,-74.61329132603151,101,0.4665294866047418,-5.671711326031513,6,descending
24,-68.94158,5.0,6.729708804911952,-74.336006870745,100,1.7297088049119518,-5.394426870744994,6,descending
