timestamp,step,target_angle_deg,target_mag_N,T1,T3,tau1,tau2,feasible
2026-06-19 11:35:32.274741,0,-129.147,5.000,4.9787,0.4358,-0.1643,0.0144,1
2026-06-19 11:35:34.182261,1,-129.147,10.000,9.9574,0.8716,-0.3286,0.0288,1
2026-06-19 11:35:36.082869,2,-129.147,15.000,14.9361,1.3074,-0.4929,0.0431,1
2026-06-19 11:35:38.084858,3,-129.147,24.000,23.8978,2.0918,-0.7886,0.0690,1
2026-06-19 11:35:40.083917,4,-115.863,24.000,22.7492,7.5294,-0.7507,0.2485,1
2026-06-19 11:35:42.083804,5,-115.863,15.000,14.2182,4.7059,-0.4692,0.1553,1
2026-06-19 11:35:44.085258,6,-115.863,10.000,9.4788,3.1373,-0.3128,0.1035,1
2026-06-19 11:35:46.083510,7,-115.863,5.000,4.7394,1.5686,-0.1564,0.0518,1
2026-06-19 11:35:48.084345,8,-102.579,5.000,4.2465,2.6175,-0.1401,0.0864,1
2026-06-19 11:35:50.083257,9,-102.579,10.000,8.4930,5.2351,-0.2803,0.1728,1
2026-06-19 11:35:52.083782,10,-102.579,15.000,12.7395,7.8526,-0.4204,0.2591,1
2026-06-19 11:35:54.084113,11,-102.579,24.000,20.3832,12.5641,-0.6726,0.4146,1
2026-06-19 11:35:56.091084,12,-89.296,24.000,16.9266,16.9266,-0.5586,0.5586,1
2026-06-19 11:35:58.085170,13,-89.296,15.000,10.5791,10.5791,-0.3491,0.3491,1
2026-06-19 11:36:00.083792,14,-89.296,10.000,7.0527,7.0527,-0.2327,0.2327,1
2026-06-19 11:36:02.083646,15,-89.296,5.000,3.5264,3.5264,-0.1164,0.1164,1
2026-06-19 11:36:04.083318,16,-76.012,5.000,2.6175,4.2465,-0.0864,0.1401,1
2026-06-19 11:36:06.083541,17,-76.012,10.000,5.2351,8.4930,-0.1728,0.2803,1
2026-06-19 11:36:08.085274,18,-76.012,15.000,7.8526,12.7395,-0.2591,0.4204,1
2026-06-19 11:36:10.086264,19,-76.012,24.000,12.5641,20.3832,-0.4146,0.6726,1
2026-06-19 11:36:12.086360,20,-62.729,24.000,7.5294,22.7492,-0.2485,0.7507,1
2026-06-19 11:36:14.086205,21,-62.729,15.000,4.7059,14.2182,-0.1553,0.4692,1
2026-06-19 11:36:16.083620,22,-62.729,10.000,3.1373,9.4788,-0.1035,0.3128,1
2026-06-19 11:36:18.083165,23,-62.729,5.000,1.5686,4.7394,-0.0518,0.1564,1
2026-06-19 11:36:20.083595,24,-49.445,5.000,0.4358,4.9787,-0.0144,0.1643,1
2026-06-19 11:36:22.083297,25,-49.445,10.000,0.8716,9.9574,-0.0288,0.3286,1
2026-06-19 11:36:24.083019,26,-49.445,15.000,1.3074,14.9361,-0.0431,0.4929,1
2026-06-19 11:36:26.083640,27,-49.445,24.000,2.0918,23.8978,-0.0690,0.7886,1
