timestamp,magnitude,direction,Fx,Fz,T1_left,T3_right,tau1,tau2
2026-06-19 11:35:32.275707,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.280887,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.286285,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.293109,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.298499,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.303724,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.309351,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.314554,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.320415,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.325567,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.330865,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.337301,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.342790,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.347948,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.353573,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.359742,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.364893,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.370029,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.375444,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.382309,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.387500,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.392641,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.397745,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.404367,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.409601,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.414819,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.420838,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.427844,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.433078,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.438264,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.444306,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.450383,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.456009,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.461963,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.467144,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.472768,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.478241,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.483991,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.490000,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.495622,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.500922,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.506125,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.514035,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.519813,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.526083,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.531550,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.536813,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.542179,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.547386,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.554036,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.559283,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.564711,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.570269,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.576238,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.587215,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.592478,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.597762,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.603181,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.608365,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.613554,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.619162,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.624561,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.629810,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.634959,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.640803,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.646613,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.651909,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.657453,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.662642,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.667947,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.674312,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.680020,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.685953,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.691332,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.696759,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.702287,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.707653,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.713035,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.718267,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.724206,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.732144,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.737415,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.742802,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.748060,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.753435,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.758710,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.764181,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
2026-06-19 11:35:32.769394,5.000000,-129.146721,-3.156542,-3.877659,4.978705,0.435785,-0.164297,0.014381
