Format Version,1.23,Take Name,linear_t3_may_14_t1,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-05-14 03.19.23.542 PM,Total Frames in Take,3806,Total Exported Frames,3806,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,table,table,table,table,table,table,table,table,"table:Marker1","table:Marker1","table:Marker1","table:Marker1","table:Marker2","table:Marker2","table:Marker2","table:Marker2","table:Marker3","table:Marker3","table:Marker3","table:Marker3","table:Marker4","table:Marker4","table:Marker4","table:Marker4","table:Marker5","table:Marker5","table:Marker5","table:Marker5","table:Marker6","table:Marker6","table:Marker6","table:Marker6",noark,noark,noark,noark,noark,noark,noark,noark,"noark:Marker1","noark:Marker1","noark:Marker1","noark:Marker1","noark:Marker2","noark:Marker2","noark:Marker2","noark:Marker2","noark:Marker3","noark:Marker3","noark:Marker3","noark:Marker3","noark:Marker4","noark:Marker4","noark:Marker4","noark:Marker4","noark:Marker5","noark:Marker5","noark:Marker5","noark:Marker5",noark:Marker1,noark:Marker1,noark:Marker1,noark:Marker2,noark:Marker2,noark:Marker2,noark:Marker3,noark:Marker3,noark:Marker3,noark:Marker4,noark:Marker4,noark:Marker4,noark:Marker5,noark:Marker5,noark:Marker5,table:Marker1,table:Marker1,table:Marker1,table:Marker2,table:Marker2,table:Marker2,table:Marker3,table:Marker3,table:Marker3,table:Marker4,table:Marker4,table:Marker4,table:Marker5,table:Marker5,table:Marker5,table:Marker6,table:Marker6,table:Marker6
,ID,"578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","578341E34F7511F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","1BBEFDC24F7711F1EA32166A2DC3BB7","C4D20","C4D20","C4D20","C4DF0","C4DF0","C4DF0","C4E00","C4E00","C4E00","C4E70","C4E70","C4E70","C4DE0","C4DE0","C4DE0","C4E40","C4E40","C4E40","C3EF0","C3EF0","C3EF0","C3C90","C3C90","C3C90","C3CB0","C3CB0","C3CB0","C3CC0","C3CC0","C3CC0","C3CD0","C3CD0","C3CD0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.000009,-0.000061,-0.000615,-1.000000,0.561393,0.081017,-0.029414,0.000601,0.061689,0.068386,-0.493112,0.898740,0.804766,0.065877,-0.538101,0.889108,0.863981,0.069932,0.447055,0.592437,0.761812,0.105138,0.024626,0.916770,0.756560,0.106077,-0.104888,0.966826,0.119548,0.070695,0.487939,0.764093,0.024981,0.188735,0.015610,-0.981586,0.280504,0.139677,-0.179986,0.000688,0.236638,0.123522,-0.175191,0.703842,0.282737,0.190895,-0.229916,0.875059,0.291269,0.190893,-0.133428,0.775047,0.291901,0.096457,-0.228664,0.823089,0.299978,0.096619,-0.132732,0.905058,0.236386,0.124405,-0.175940,0.282428,0.190514,-0.229823,0.291302,0.191183,-0.132577,0.292011,0.095819,-0.228950,0.300357,0.096618,-0.132724,0.061943,0.068698,-0.493153,0.805021,0.065520,-0.538038,0.862621,0.070608,0.446462,0.761971,0.105144,0.024333,0.756631,0.106060,-0.104999,0.119717,0.070276,0.488767
1,0.010000,-0.000009,-0.000049,-0.000635,-1.000000,0.561393,0.081030,-0.029406,0.000611,0.061701,0.068394,-0.493118,0.898740,0.804779,0.065918,-0.538088,0.889108,0.863970,0.069940,0.447070,0.592437,0.761810,0.105157,0.024639,0.916770,0.756561,0.106100,-0.104875,0.966826,0.119537,0.070672,0.487935,0.764093,0.025273,0.188763,0.015587,-0.981574,0.280487,0.139562,-0.180133,0.000632,0.236619,0.123412,-0.175331,0.703842,0.282725,0.190751,-0.230092,0.875059,0.291253,0.190804,-0.133604,0.775047,0.291884,0.096313,-0.228785,0.823089,0.299955,0.096530,-0.132853,0.905058,0.236389,0.124297,-0.176057,0.282437,0.190293,-0.229983,0.291276,0.190946,-0.132745,0.291973,0.095709,-0.229089,0.300327,0.096702,-0.132876,0.061943,0.068694,-0.493173,0.805037,0.065595,-0.537982,0.862624,0.070615,0.446456,0.761961,0.105146,0.024335,0.756637,0.106061,-0.104996,0.119711,0.070274,0.488768
2,0.020000,-0.000010,-0.000054,-0.000625,-1.000000,0.561392,0.081022,-0.029408,0.000613,0.061695,0.068397,-0.493114,0.901149,0.804773,0.065906,-0.538092,0.890261,0.863974,0.069925,0.447065,0.589929,0.761810,0.105145,0.024635,0.916041,0.756560,0.106088,-0.104878,0.963399,0.119541,0.070671,0.487938,0.762758,0.025056,0.187325,0.013390,-0.981887,0.280544,0.139205,-0.180100,0.001038,0.236761,0.122867,-0.175159,0.000001,0.282408,0.190385,-0.230083,0.923245,0.291229,0.190509,-0.133621,0.815968,0.291979,0.095988,-0.228772,0.843445,0.300342,0.096274,-0.132865,0.925024,0.235769,0.126329,-0.177212,0.282465,0.190086,-0.230119,0.291230,0.190816,-0.132952,0.291935,0.095658,-0.229302,0.300338,0.096562,-0.132947,0.061939,0.068704,-0.493163,0.805037,0.065569,-0.537996,0.862622,0.070619,0.446447,0.761957,0.105144,0.024333,0.756635,0.106049,-0.104997,0.119709,0.070258,0.488776
3,0.030000,-0.000007,-0.000060,-0.000628,-1.000000,0.561387,0.081014,-0.029410,0.000611,0.061684,0.068383,-0.493111,0.901149,0.804762,0.065896,-0.538098,0.890261,0.863974,0.069922,0.447059,0.589929,0.761806,0.105138,0.024630,0.916041,0.756554,0.106081,-0.104883,0.963399,0.119542,0.070664,0.487940,0.762758,0.025489,0.186977,0.013238,-0.981944,0.280582,0.139055,-0.180240,0.001078,0.236805,0.122717,-0.175253,0.000001,0.282404,0.190191,-0.230271,0.923245,0.291295,0.190402,-0.133815,0.815968,0.291988,0.095797,-0.228882,0.843445,0.300420,0.096170,-0.132981,0.925024,0.235790,0.126185,-0.177261,0.282466,0.189864,-0.230319,0.291307,0.190647,-0.133053,0.291944,0.095417,-0.229416,0.300399,0.096598,-0.133140,0.061933,0.068681,-0.493159,0.805022,0.065551,-0.538025,0.862566,0.070594,0.446460,0.761964,0.105144,0.024329,0.756635,0.106066,-0.104999,0.119711,0.070261,0.488770
4,0.040000,-0.000014,-0.000050,-0.000634,-1.000000,0.561393,0.081015,-0.029408,0.000617,0.061699,0.068385,-0.493118,0.903300,0.804778,0.065908,-0.538091,0.891147,0.863971,0.069919,0.447067,0.582018,0.761810,0.105141,0.024636,0.913527,0.756561,0.106085,-0.104877,0.963060,0.119538,0.070652,0.487934,0.764798,0.025983,0.188212,0.015565,-0.981661,0.280461,0.139281,-0.180587,0.000678,0.236594,0.123149,-0.175713,0.714232,0.282655,0.190400,-0.230619,0.838193,0.291292,0.190584,-0.134141,0.760897,0.291791,0.095962,-0.229192,0.823222,0.299972,0.096310,-0.133270,0.857262,0.236334,0.124042,-0.176377,0.282434,0.189820,-0.230437,0.291271,0.190624,-0.133186,0.291867,0.095349,-0.229538,0.300358,0.096699,-0.133430,0.061942,0.068680,-0.493178,0.805036,0.065573,-0.537989,0.862569,0.070596,0.446457,0.761975,0.105146,0.024332,0.756634,0.106059,-0.105003,0.119712,0.070252,0.488768
5,0.050000,0.000003,-0.000059,-0.000620,-1.000000,0.561390,0.081025,-0.029414,0.000604,0.061688,0.068394,-0.493115,0.903300,0.804765,0.065894,-0.538101,0.891147,0.863976,0.069937,0.447056,0.582018,0.761809,0.105147,0.024626,0.913527,0.756557,0.106088,-0.104887,0.963060,0.119544,0.070692,0.487936,0.764798,0.025127,0.188365,0.016946,-0.981631,0.280390,0.139094,-0.180824,0.000673,0.236483,0.123056,-0.176003,0.714232,0.282727,0.190317,-0.230743,0.838193,0.291324,0.190269,-0.134261,0.760897,0.291637,0.095855,-0.229519,0.823222,0.299779,0.095973,-0.133593,0.857262,0.236270,0.123929,-0.176515,0.282461,0.189693,-0.230539,0.291292,0.190564,-0.133266,0.291819,0.095223,-0.229707,0.300085,0.096175,-0.134043,0.061936,0.068711,-0.493159,0.805025,0.065537,-0.538030,0.862624,0.070633,0.446458,0.761958,0.105150,0.024333,0.756632,0.106065,-0.105003,0.119714,0.070264,0.488774
