timestamp,t_rel,step,target_mag,target_angle,Fml,Fdl,lc_Fx,lc_Fy,gui_Fx,gui_Fz
2026-06-15 18:21:58.522961,0.005259,0,5.0,-129.485,0.2238325266801052,55.74196317782835,0.126,0.185,-3.17941,-3.858932
2026-06-15 18:21:58.532961,0.015259,0,5.0,-129.485,0.23193533581582604,44.65063982049722,0.165,0.163,-3.17941,-3.858932
2026-06-15 18:21:58.542961,0.025259,0,5.0,-129.485,0.015811388300841896,161.565051177078,-0.015,0.005,-3.17941,-3.858932
2026-06-15 18:21:58.552961,0.035259,0,5.0,-129.485,0.015811388300841896,161.565051177078,-0.015,0.005,-3.17941,-3.858932
2026-06-15 18:21:58.562961,0.045259,0,5.0,-129.485,0.07057619995437556,-159.2539197243166,-0.066,-0.025,-3.17941,-3.858932
2026-06-15 18:21:58.572961,0.055259,0,5.0,-129.485,0.4049012225222344,-139.3066147091218,-0.307,-0.264,-3.17941,-3.858932
2026-06-15 18:21:58.582961,0.065259,0,5.0,-129.485,0.11454256850621082,12.094757077012101,0.112,0.024,-3.17941,-3.858932
2026-06-15 18:21:58.592961,0.075259,0,5.0,-129.485,0.40576471014616344,-138.09675268241665,-0.302,-0.271,-3.17941,-3.858932
2026-06-15 18:21:58.602961,0.085259,0,5.0,-129.485,0.10204410811016969,178.31531568210372,-0.102,0.003,-3.17941,-3.858932
2026-06-15 18:21:58.612961,0.095259,0,5.0,-129.485,0.18667886864881092,49.99794209392792,0.12,0.143,-3.17941,-3.858932
2026-06-15 18:21:58.622961,0.105259,0,5.0,-129.485,0.03640054944640259,-74.05460409907715,0.01,-0.035,-3.17941,-3.858932
2026-06-15 18:21:58.632961,0.115259,0,5.0,-129.485,0.18888356201639148,16.61208033645962,0.181,0.054,-3.17941,-3.858932
2026-06-15 18:21:58.642961,0.125259,0,5.0,-129.485,0.13430189872075526,-31.914940063767816,0.114,-0.071,-3.17941,-3.858932
2026-06-15 18:21:58.652961,0.135259,0,5.0,-129.485,0.14800000000000002,-108.92464441605124,-0.048,-0.14,-3.17941,-3.858932
2026-06-15 18:21:58.662961,0.145259,0,5.0,-129.485,0.66782782212184,-130.87116070294275,-0.437,-0.505,-3.17941,-3.858932
2026-06-15 18:21:58.672961,0.155259,0,5.0,-129.485,,,,,-3.17941,-3.858932
2026-06-15 18:21:58.682961,0.165259,0,5.0,-129.485,0.4150301193889427,-142.4398251562909,-0.329,-0.253,-3.17941,-3.858932
2026-06-15 18:21:58.692961,0.175259,0,5.0,-129.485,0.4150301193889427,-142.4398251562909,-0.329,-0.253,-3.17941,-3.858932
2026-06-15 18:21:58.702961,0.185259,0,5.0,-129.485,0.13805795884337851,-128.5301800148268,-0.086,-0.108,-3.17941,-3.858932
2026-06-15 18:21:58.712961,0.195259,0,5.0,-129.485,0.3064000652741445,-112.04448103207325,-0.115,-0.284,-3.17941,-3.858932
2026-06-15 18:21:58.722961,0.205259,0,5.0,-129.485,0.8113870839494551,-133.3520145699606,-0.557,-0.59,-3.17941,-3.858932
2026-06-15 18:21:58.732961,0.215259,0,5.0,-129.485,1.2770473757852525,-134.74619975741373,-0.899,-0.907,-3.17941,-3.858932
2026-06-15 18:21:58.742961,0.225259,0,5.0,-129.485,0.7412887426637478,-132.1021141356536,-0.497,-0.55,-3.17941,-3.858932
2026-06-15 18:21:58.752961,0.235259,0,5.0,-129.485,1.9042363298708487,-139.13109201740698,-1.44,-1.246,-3.17941,-3.858932
2026-06-15 18:21:58.762961,0.245259,0,5.0,-129.485,1.4722513372383128,-135.4953402194361,-1.05,-1.032,-3.17941,-3.858932
2026-06-15 18:21:58.772961,0.255259,0,5.0,-129.485,1.5078169650192959,-136.07484161693446,-1.086,-1.046,-3.17941,-3.858932
2026-06-15 18:21:58.782961,0.265259,0,5.0,-129.485,1.662914609954462,-132.24587664817318,-1.118,-1.231,-3.17941,-3.858932
2026-06-15 18:21:58.792961,0.275259,0,5.0,-129.485,2.2917340596151203,-134.94696473636296,-1.619,-1.622,-3.17941,-3.858932
2026-06-15 18:21:58.802961,0.285259,0,5.0,-129.485,1.7479822653562596,-135.2317777790331,-1.241,-1.231,-3.17941,-3.858932
2026-06-15 18:21:58.812961,0.295259,0,5.0,-129.485,1.9056820301403905,-132.27773388992134,-1.282,-1.41,-3.17941,-3.858932
2026-06-15 18:21:58.822961,0.305259,0,5.0,-129.485,2.067689048188823,-134.41217063054907,-1.447,-1.477,-3.17941,-3.858932
2026-06-15 18:21:58.832961,0.315259,0,5.0,-129.485,2.2235849432841555,-138.71953942906626,-1.671,-1.467,-3.17941,-3.858932
2026-06-15 18:21:58.842961,0.325259,0,5.0,-129.485,1.918888219777275,-137.99947116273273,-1.426,-1.284,-3.17941,-3.858932
2026-06-15 18:21:58.852961,0.335259,0,5.0,-129.485,1.9196314750493126,-131.9805569030897,-1.284,-1.427,-3.17941,-3.858932
2026-06-15 18:21:58.862961,0.345259,0,5.0,-129.485,1.9196314750493126,-131.9805569030897,-1.284,-1.427,-3.17941,-3.858932
2026-06-15 18:21:58.872961,0.355259,0,5.0,-129.485,2.1052973661694443,-135.86601065913447,-1.511,-1.466,-3.17941,-3.858932
2026-06-15 18:21:58.882961,0.365259,0,5.0,-129.485,2.0887852929394155,-138.6489280258814,-1.568,-1.38,-3.17941,-3.858932
2026-06-15 18:21:58.892961,0.375259,0,5.0,-129.485,1.878333303756285,-135.9490902534636,-1.35,-1.306,-3.17941,-3.858932
2026-06-15 18:21:58.902961,0.385259,0,5.0,-129.485,2.2260085354733032,-135.32760889196075,-1.583,-1.565,-3.17941,-3.858932
2026-06-15 18:21:58.912961,0.395259,0,5.0,-129.485,1.986417126386097,-134.28613438397875,-1.387,-1.422,-3.17941,-3.858932
2026-06-15 18:21:58.922961,0.405259,0,5.0,-129.485,2.3878312335673977,-137.37605521800631,-1.757,-1.617,-3.17941,-3.858932
2026-06-15 18:21:58.932961,0.415259,0,5.0,-129.485,2.087695859075263,-138.14538333213804,-1.555,-1.393,-3.17941,-3.858932
2026-06-15 18:21:58.942961,0.425259,0,5.0,-129.485,2.0427160840410497,-132.95671517632312,-1.392,-1.495,-3.17941,-3.858932
2026-06-15 18:21:58.952961,0.435259,0,5.0,-129.485,2.194363005521192,-134.20607127519992,-1.53,-1.573,-3.17941,-3.858932
2026-06-15 18:21:58.962961,0.445259,0,5.0,-129.485,2.230360060618016,-135.6539500617449,-1.595,-1.559,-3.17941,-3.858932
2026-06-15 18:21:58.972961,0.455259,0,5.0,-129.485,2.100802227721591,-138.31889727277536,-1.569,-1.397,-3.17941,-3.858932
2026-06-15 18:21:58.982961,0.465259,0,5.0,-129.485,2.160098377389326,-139.6000956662633,-1.645,-1.4,-3.17941,-3.858932
2026-06-15 18:21:58.992961,0.475259,0,5.0,-129.485,2.2146805638737157,-135.25610969692804,-1.573,-1.559,-3.17941,-3.858932
2026-06-15 18:21:59.002961,0.485259,0,5.0,-129.485,2.5244064648942732,-132.27063551113216,-1.698,-1.868,-3.17941,-3.858932
2026-06-15 18:21:59.012961,0.495259,0,5.0,-129.485,2.4102800667142397,-137.9933514308349,-1.791,-1.613,-3.17941,-3.858932
2026-06-15 18:21:59.022961,0.505259,0,5.0,-129.485,2.1097796093431183,-138.53560732667512,-1.581,-1.397,-3.17941,-3.858932
