step,angle,given_mag,mean_meas,mean_dir,n,mean_err,dir_err,angle_group,sweep_dir
4,-121.458388,24.0,17.54769963122884,-123.68445711467827,100,-6.452300368771159,-2.2260691146782676,2,descending
5,-121.458388,15.0,16.010120509933003,-126.41370704847182,100,1.010120509933003,-4.9553190484718215,2,descending
6,-121.458388,10.0,12.575686731639394,-125.55448344177192,100,2.5756867316393937,-4.096095441771922,2,descending
7,-121.458388,5.0,5.857881189827491,-124.54080186009163,100,0.8578811898274914,-3.082413860091634,2,descending
12,-100.908019,24.0,21.07972583779437,-102.52723199570292,100,-2.9202741622056294,-1.6192129957029238,4,descending
13,-100.908019,15.0,17.444493888432394,-104.11440592293879,101,2.444493888432394,-3.2063869229387905,4,descending
14,-100.908019,10.0,12.416399280780437,-101.97844112968387,99,2.4163992807804373,-1.0704221296838767,4,descending
15,-100.908019,5.0,4.895651174549433,-100.7513467861354,101,-0.10434882545056734,0.15667221386459573,4,descending
20,-80.35765,24.0,24.060626680598784,-82.0227234984754,100,0.06062668059878362,-1.6650734984753939,6,descending
21,-80.35765,15.0,16.760358820197858,-79.70973013116982,100,1.7603588201978582,0.6479198688301864,6,descending
22,-80.35765,10.0,11.161624626263722,-77.58035267330212,99,1.1616246262637215,2.777297326697891,6,descending
23,-80.35765,5.0,6.441114792722825,-78.9308944660692,101,1.441114792722825,1.4267555339308018,6,descending
