step,angle,given_mag,mean_meas,mean_dir,n,mean_err,dir_err,angle_group,sweep_dir
0,-131.733572,5.0,2.392705945007077,-138.45964559473111,99,-2.607294054992923,-6.726073594731105,1,ascending
1,-131.733572,10.0,6.785634997741976,-137.79629768897604,101,-3.214365002258024,-6.06272568897603,1,ascending
2,-131.733572,15.0,9.28189941054798,-136.6803719582777,100,-5.718100589452019,-4.946799958277694,1,ascending
3,-131.733572,24.0,16.98984217501914,-134.8886100826935,100,-7.010157824980858,-3.155038082693494,1,ascending
8,-111.183204,5.0,5.18205800454301,-114.17129716241223,100,0.18205800454301002,-2.988093162412227,3,ascending
9,-111.183204,10.0,7.64973019401102,-111.27041590106312,100,-2.3502698059889804,-0.08721190106311383,3,ascending
10,-111.183204,15.0,11.588395275891784,-115.60051434408837,100,-3.4116047241082157,-4.417310344088364,3,ascending
11,-111.183204,24.0,19.529093153742153,-107.65962002176923,99,-4.470906846257847,3.523583978230775,3,ascending
16,-90.632835,5.0,4.615203732614888,-90.53950437385309,100,-0.38479626738511197,0.09333062614690846,5,ascending
17,-90.632835,10.0,8.857494490336391,-81.94649721276805,99,-1.142505509663609,8.686337787231949,5,ascending
18,-90.632835,15.0,12.595005797166783,-84.4968542200856,101,-2.404994202833217,6.135980779914405,5,ascending
19,-90.632835,24.0,20.398915309651674,-89.0256951127083,100,-3.6010846903483262,1.6071398872916944,5,ascending
24,-70.082466,5.0,6.379526249210778,-72.53690675888019,99,1.3795262492107776,-2.454440758880196,7,ascending
25,-70.082466,10.0,9.182227498533823,-71.40646050699543,100,-0.8177725014661767,-1.323994506995433,7,ascending
26,-70.082466,15.0,13.497477568695784,-69.45885908878614,100,-1.5025224313042163,0.6236069112138551,7,ascending
27,-70.082466,24.0,23.171081087940735,-68.59604786883118,101,-0.8289189120592653,1.4864181311688185,7,ascending
