timestamp,step,target_angle_deg,target_mag_N,T1,T3,tau1,tau2,feasible
2026-06-18 11:59:53.381212,0,-129.096,5.000,4.9757,0.4358,-0.1642,0.0144,1
2026-06-18 11:59:57.262428,1,-129.096,10.000,9.9514,0.8716,-0.3284,0.0288,1
2026-06-18 12:00:01.264707,2,-129.096,15.000,14.9271,1.3074,-0.4926,0.0431,1
2026-06-18 12:00:05.262679,3,-129.096,24.000,23.8833,2.0919,-0.7882,0.0690,1
2026-06-18 12:00:09.262905,4,-115.878,24.000,22.7062,7.5036,-0.7493,0.2476,1
2026-06-18 12:00:13.267010,5,-115.878,15.000,14.1914,4.6898,-0.4683,0.1548,1
2026-06-18 12:00:17.262075,6,-115.878,10.000,9.4609,3.1265,-0.3122,0.1032,1
2026-06-18 12:00:21.262616,7,-115.878,5.000,4.7305,1.5633,-0.1561,0.0516,1
2026-06-18 12:00:25.265633,8,-102.661,5.000,4.2346,2.6079,-0.1397,0.0861,1
2026-06-18 12:00:29.262225,9,-102.661,10.000,8.4691,5.2158,-0.2795,0.1721,1
2026-06-18 12:00:33.262488,10,-102.661,15.000,12.7037,7.8236,-0.4192,0.2582,1
2026-06-18 12:00:37.266143,11,-102.661,24.000,20.3259,12.5178,-0.6708,0.4131,1
2026-06-18 12:00:41.262743,12,-89.443,24.000,16.8688,16.8688,-0.5567,0.5567,1
2026-06-18 12:00:45.262400,13,-89.443,15.000,10.5430,10.5430,-0.3479,0.3479,1
2026-06-18 12:00:49.263199,14,-89.443,10.000,7.0286,7.0286,-0.2319,0.2319,1
2026-06-18 12:00:53.262153,15,-89.443,5.000,3.5143,3.5143,-0.1160,0.1160,1
2026-06-18 12:00:57.262855,16,-76.225,5.000,2.6079,4.2346,-0.0861,0.1397,1
2026-06-18 12:01:01.262224,17,-76.225,10.000,5.2158,8.4691,-0.1721,0.2795,1
2026-06-18 12:01:05.262189,18,-76.225,15.000,7.8236,12.7037,-0.2582,0.4192,1
2026-06-18 12:01:09.262555,19,-76.225,24.000,12.5178,20.3259,-0.4131,0.6708,1
2026-06-18 12:01:13.269629,20,-63.007,24.000,7.5036,22.7062,-0.2476,0.7493,1
2026-06-18 12:01:17.263390,21,-63.007,15.000,4.6898,14.1914,-0.1548,0.4683,1
2026-06-18 12:01:21.262848,22,-63.007,10.000,3.1265,9.4609,-0.1032,0.3122,1
2026-06-18 12:01:25.262460,23,-63.007,5.000,1.5633,4.7305,-0.0516,0.1561,1
2026-06-18 12:01:29.261988,24,-49.790,5.000,0.4358,4.9757,-0.0144,0.1642,1
2026-06-18 12:01:33.262465,25,-49.790,10.000,0.8716,9.9514,-0.0288,0.3284,1
2026-06-18 12:01:37.263966,26,-49.790,15.000,1.3074,14.9271,-0.0431,0.4926,1
2026-06-18 12:01:41.262938,27,-49.790,24.000,2.0919,23.8833,-0.0690,0.7882,1
