step,angle,given_mag,mean_meas,mean_dir,n,mean_err,dir_err,angle_group,sweep_dir
4,-109.519202,24.0,17.73939002763121,-110.84811328854211,101,-6.2606099723687905,-1.328911288542102,2,descending
5,-109.519202,15.0,16.98888049779037,-114.93961220646875,100,1.988880497790369,-5.420410206468745,2,descending
6,-109.519202,10.0,13.382346665906557,-116.38245180235253,99,3.3823466659065566,-6.863249802352527,2,descending
7,-109.519202,5.0,7.110308552942857,-118.84838740436065,100,2.1103085529428567,-9.329185404360643,2,descending
12,-76.47012,24.0,19.858439630346094,-81.63267960013118,100,-4.141560369653906,-5.162559600131189,4,descending
13,-76.47012,15.0,17.60699127112653,-82.9951739105131,99,2.6069912711265317,-6.525053910513108,4,descending
14,-76.47012,10.0,12.075110480280273,-89.7099362235076,100,2.075110480280273,-13.239816223507603,4,descending
15,-76.47012,5.0,6.479151021300775,-86.64657325579496,101,1.4791510213007752,-10.176453255794968,4,descending
20,-43.421038,24.0,22.270246521578894,-53.309026020814755,100,-1.729753478421106,-9.887988020814753,6,descending
21,-43.421038,15.0,19.162079477975578,-46.37436047402623,100,4.162079477975578,-2.95332247402623,6,descending
22,-43.421038,10.0,12.031480952872657,-46.78573998425017,100,2.0314809528726574,-3.3647019842501678,6,descending
23,-43.421038,5.0,5.3757632001816855,-54.725128182553334,101,0.3757632001816855,-11.304090182553331,6,descending
