timestamp,magnitude,direction,T1_left,T3_right,tau1,tau2
2026-06-11 18:27:36.377822,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.421352,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.449681,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.499103,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.524348,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.550512,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.567109,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.599012,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.620275,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.653763,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.681106,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.697382,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.727860,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.752822,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.780884,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.803388,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.837295,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.867813,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.888712,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.913006,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.944480,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:36.972081,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.003460,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.020212,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.051506,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.094910,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.127641,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.166873,0.000000,-180.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.188613,0.000000,-180.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.226010,0.000000,-180.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.243279,0.000000,-180.000000,0.000000,0.000000,-0.000000,0.000000
2026-06-11 18:27:37.271942,0.000000,-180.000000,0.000000,0.000000,-0.000000,0.000000
