timestamp,sync_pin,tvec_12_x,tvec_12_y,tvec_12_z,tvec_14_x,tvec_14_y,tvec_14_z,tvec_20_x,tvec_20_y,tvec_20_z,rvec_12_x,rvec_12_y,rvec_12_z,rvec_14_x,rvec_14_y,rvec_14_z,rvec_20_x,rvec_20_y,rvec_20_z
2026-04-30 15:22:54.851903,0,0.221545,-0.041751,0.354232,nan,nan,nan,nan,nan,nan,-3.065267,0.023379,-0.530965,nan,nan,nan,nan,nan,nan
2026-04-30 15:22:54.890352,0,0.221583,-0.041753,0.354269,nan,nan,nan,0.115928,-0.046964,0.520168,-3.064247,0.023254,-0.531709,nan,nan,nan,-2.505782,-0.021324,1.842718
2026-04-30 15:22:54.926128,0,0.221573,-0.04174,0.354211,nan,nan,nan,0.115932,-0.046966,0.520225,-3.063831,0.024356,-0.532954,nan,nan,nan,-2.505065,-0.020789,1.842824
2026-04-30 15:22:54.954088,0,0.221846,-0.041749,0.354354,nan,nan,nan,nan,nan,nan,-3.061265,0.024134,-0.533585,nan,nan,nan,nan,nan,nan
2026-04-30 15:22:54.977821,0,0.222001,-0.041754,0.354448,nan,nan,nan,0.116011,-0.046981,0.520537,-3.06139,0.023821,-0.529075,nan,nan,nan,-2.505401,-0.021929,1.84169
2026-04-30 15:22:54.998252,0,0.222018,-0.041753,0.35443,nan,nan,nan,0.116011,-0.046981,0.520537,-3.062079,0.024054,-0.529465,nan,nan,nan,-2.505401,-0.021929,1.84169
2026-04-30 15:22:55.017335,0,0.222037,-0.041746,0.354307,nan,nan,nan,0.116075,-0.047018,0.520823,-3.064508,0.024936,-0.528323,nan,nan,nan,-2.504373,-0.023056,1.840243
2026-04-30 15:22:55.034751,0,0.222162,-0.041752,0.354432,nan,nan,nan,0.116659,-0.047209,0.52275,-3.063732,0.024312,-0.52813,nan,nan,nan,-2.477605,-0.031502,1.894997
2026-04-30 15:22:55.050847,0,0.222092,-0.041743,0.354255,nan,nan,nan,0.115779,-0.046991,0.519419,-3.064454,0.02332,-0.528744,nan,nan,nan,-2.501131,-0.026365,1.842433
2026-04-30 15:22:55.067822,0,0.22214,-0.041748,0.354345,nan,nan,nan,0.116069,-0.047013,0.520796,-3.064172,0.023552,-0.528408,nan,nan,nan,-2.506265,-0.021496,1.841583
