timestamp,step,target_angle_deg,target_mag_N,T1,T3,tau1,tau2,feasible
2026-06-11 20:12:23.862619,0,-128.723,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:12:31.573887,1,-128.723,5.000,4.9737,0.4320,-0.1641,0.0143,1
2026-06-11 20:12:39.592683,2,-128.723,10.000,9.9451,0.9031,-0.3282,0.0298,1
2026-06-11 20:12:47.567140,3,-128.723,15.000,14.9189,1.3469,-0.4923,0.0444,1
2026-06-11 20:12:55.586520,4,-128.723,24.000,23.8700,2.1660,-0.7877,0.0715,1
2026-06-11 20:13:03.579131,5,-115.563,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:13:11.570026,6,-115.563,5.000,4.7171,1.5644,-0.1557,0.0516,1
2026-06-11 20:13:19.574464,7,-115.563,10.000,9.4176,3.1607,-0.3108,0.1043,1
2026-06-11 20:13:27.574375,8,-115.563,15.000,14.1447,4.7219,-0.4668,0.1558,1
2026-06-11 20:13:35.570982,9,-115.563,24.000,22.6237,7.5479,-0.7466,0.2491,1
2026-06-11 20:13:43.567610,10,-102.404,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:13:51.576902,11,-102.404,5.000,4.2127,2.6266,-0.1390,0.0867,1
2026-06-11 20:13:59.566412,12,-102.404,10.000,8.4178,5.2630,-0.2778,0.1737,1
2026-06-11 20:14:07.565441,13,-102.404,15.000,12.6330,7.8849,-0.4169,0.2602,1
2026-06-11 20:14:15.578770,14,-102.404,24.000,20.1850,12.6183,-0.6661,0.4164,1
2026-06-11 20:14:23.577700,15,-89.244,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:14:31.566741,16,-89.244,5.000,3.4788,3.5239,-0.1148,0.1163,1
2026-06-11 20:14:39.582228,17,-89.244,10.000,6.9597,7.0385,-0.2297,0.2323,1
2026-06-11 20:14:47.583174,18,-89.244,15.000,10.4088,10.5682,-0.3435,0.3487,1
2026-06-11 20:14:55.569143,19,-89.244,24.000,16.7883,16.8398,-0.5540,0.5557,1
2026-06-11 20:15:03.583930,20,-76.084,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:15:11.573440,21,-76.084,5.000,2.6067,4.2292,-0.0860,0.1396,1
2026-06-11 20:15:19.581698,22,-76.084,10.000,5.1550,8.4545,-0.1701,0.2790,1
2026-06-11 20:15:27.586216,23,-76.084,15.000,7.7231,12.6880,-0.2549,0.4187,1
2026-06-11 20:15:35.580791,24,-76.084,24.000,12.3705,20.2948,-0.4082,0.6697,1
2026-06-11 20:15:43.589096,25,-62.925,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:15:51.569188,26,-62.925,5.000,1.5655,4.7277,-0.0517,0.1560,1
2026-06-11 20:15:59.576766,27,-62.925,10.000,3.1201,9.4568,-0.1030,0.3121,1
2026-06-11 20:16:07.586690,28,-62.925,15.000,4.6872,14.1833,-0.1547,0.4681,1
2026-06-11 20:16:15.577823,29,-62.925,24.000,7.4624,22.7046,-0.2463,0.7493,1
2026-06-11 20:16:23.573793,30,-49.765,0.000,0.0000,0.0000,-0.0000,0.0000,1
2026-06-11 20:16:31.570432,31,-49.765,5.000,0.4387,4.9746,-0.0145,0.1642,1
2026-06-11 20:16:39.579228,32,-49.765,10.000,0.8401,9.9477,-0.0277,0.3283,1
2026-06-11 20:16:47.583167,33,-49.765,15.000,1.2975,14.9200,-0.0428,0.4924,1
2026-06-11 20:16:55.575263,34,-49.765,24.000,1.9958,23.8738,-0.0659,0.7878,1
