timestamp,magnitude,direction,T1_left,T3_right,tau1,tau2
1781176011.786975,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.820560,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.857533,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.877191,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.913996,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.945196,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.970244,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176011.989473,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.017393,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.036205,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.063175,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.086795,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.114261,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.138611,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.177263,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.205082,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.237757,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.256663,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.276689,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.300452,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.327760,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.349988,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.369889,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.395108,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.428339,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.450115,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.483309,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.517993,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.543046,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.585356,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.613742,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.637630,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.656321,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.685316,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.701112,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.730637,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.753616,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.781981,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.812728,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.846233,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.863753,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.890324,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.923979,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.943724,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.967375,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176012.999319,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1781176013.030229,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
